warehouse_id,sku_id,wh_cs_actual,vm_cs_actual
6,14772,113,6
6,14821,3432,198
6,14822,3082,179
6,14823,5034,277
6,14839,124,7
6,14910,0,3
6,14912,104,6
6,14914,167,9
6,14915,0,2
6,14916,0,4
6,14917,0,0
6,14919,0,0
6,14920,0,2
6,14922,0,4
6,14924,0,4
6,14925,160,8
6,14926,0,4
6,14938,0,3
6,14940,128,7
6,14941,176,9
6,14955,0,3
6,14957,140,7
6,14958,0,5
6,14959,322,17
6,14961,617,33
6,14962,329,17
6,14963,995,52
6,14964,1691,89
6,14966,901,47
6,14967,115,6
6,14968,325,17
6,14970,245,13
6,14989,257,14
6,14990,381,20
6,14991,119,6
6,15004,0,4
6,15006,0,4
6,15007,155,8
6,15012,115,6
6,15014,133,7
6,15015,182,10
6,15021,363,19
6,15023,346,18
6,15024,590,31
6,15030,148,8
6,15031,204,11
6,15032,123,7
6,15082,301,16
6,15168,866,46
6,15393,345,18
6,15394,364,19
6,15395,591,31
6,15475,238,13
6,15476,234,12
6,15619,116,6
6,15620,139,7
6,15658,0,0
6,17000,433,23
6,17109,118,6
6,17110,379,20
6,17112,254,13
6,17244,0,0
6,17335,175,9
6,17522,241,13
6,17767,330,17
6,17769,230,12
6,17975,396,21
6,17976,1469,77
6,17977,158,8
6,17978,237,13
6,17979,317,17
6,19472,917,48
6,19573,0,3
6,19576,0,4
6,19644,2025,107
6,19819,460,24
6,19820,445,23
6,19830,218,12
6,20050,0,0
6,20051,134,7
6,20053,173,9
6,20055,0,4
6,20059,0,4
6,20061,156,8
6,21465,762,40
6,21466,762,40
6,21468,851,45
6,21746,358,19
6,21747,573,30
6,21748,572,30
6,21833,358,19
6,22026,2362,124
6,22242,2860,167
6,22243,4224,240
6,22244,2683,169
6,22245,2726,156
6,22906,0,0
6,22944,0,1
6,22993,0,0
6,23097,341,18
6,23098,372,20
6,23099,576,30
6,23133,252,13
6,23134,118,6
6,23135,370,20
6,23137,152,8
6,23138,0,5
6,23139,249,13
6,24045,0,5
6,24047,237,13
6,24048,142,8
6,24049,161,9
6,24052,0,2
6,24055,0,1
6,24057,0,4
6,24063,0,0
6,24817,129,7
6,24819,983,52
6,24820,983,52
6,24821,0,0
6,24822,0,0
6,24839,0,1
6,24840,14,0
6,24960,653,34
6,25003,4528,254
6,25004,4785,278
6,25005,12470,679
6,25006,4473,253
6,25007,9908,544
6,25081,19,1
6,25476,187,10
6,25602,743,39
6,25603,170,9
6,25604,170,9
6,25605,170,9
6,25656,0,3
6,25657,0,3
6,25658,0,3
6,25659,0,4
6,26376,72,4
6,26852,952,50
6,27392,132,7
6,27978,44,0
6,30042,151,8
6,30442,76,4
6,30443,0,2
6,30444,134,7
6,30445,105,6
6,30446,116,6
6,30447,234,12
6,30703,237,13
6,30704,237,13
6,30705,0,5
6,30706,237,13
6,30863,0,0
6,32052,960,51
6,32053,548,29
6,32054,960,51
6,32116,432,23
6,32117,599,32
6,32205,96,5
6,32458,182,10
6,32629,299,16
6,33204,138,7
6,33205,63,3
6,33851,166,9
6,33852,214,11
6,33853,332,18
6,33854,118,6
6,33855,154,8
8,9958,0,4
8,9964,209,11
8,9985,0,0
8,10890,1905,100
8,10940,202,11
8,10944,1968,104
8,10945,1087,57
8,10975,1130,60
8,10977,1327,70
8,10990,1370,72
8,10994,134,7
8,10995,245,13
8,11018,1572,83
8,11025,527,28
8,11055,1280,67
8,11068,1333,70
8,11104,1174,62
8,11109,1913,101
8,11162,2640,139
8,11165,522,28
8,11174,916,48
8,11175,717,38
8,11189,960,51
8,11235,2305,149
8,11253,2641,146
8,11254,1279,67
8,11255,1158,61
8,11382,3030,172
8,11420,1616,85
8,11521,2683,141
8,11580,2473,130
8,11804,1446,76
8,11820,1006,53
8,11955,2499,132
8,11956,206,11
8,11980,0,4
8,11984,241,13
8,11996,316,17
8,12001,1374,72
8,12084,284,15
8,12118,357,19
8,12119,0,3
8,12125,882,46
8,12170,586,31
8,14500,0,4
8,15078,169,9
8,15344,126,7
8,15505,0,0
8,15508,3,0
8,15509,0,0
8,15510,0,0
8,15511,0,1
8,15591,672,35
8,15626,100,5
8,15672,667,35
8,15675,13965,805
8,15984,326,17
8,16017,0,0
8,16249,1272,67
8,16347,1240,65
8,16837,196,10
8,16957,127,7
8,17317,912,48
8,17615,491,26
8,17709,583,31
8,17710,783,41
8,17745,0,5
8,17755,367,19
8,17756,311,16
8,18109,332,18
8,18203,664,35
8,18243,755,40
8,19053,396,21
8,19054,0,0
8,19056,874,46
8,19714,0,3
8,19956,2983,169
8,19957,3946,215
8,20863,898,47
8,20864,285,15
8,21736,344,18
8,21737,529,28
8,21738,0,5
8,21799,154,8
8,21800,2561,147
8,21801,2582,136
8,21813,1092,58
8,22058,1202,63
8,22059,1355,71
8,22403,640,34
8,22692,573,30
8,22693,1755,92
8,22694,2231,117
8,22695,961,51
8,22940,0,5
8,23030,0,1
8,23159,793,42
8,23265,1048,55
8,23402,887,47
8,23403,529,28
8,23404,878,46
