warehouse_id,sku_id,wh_cs_actual,vm_cs_actual
8,23405,0,0
8,23406,578,30
8,23408,0,4
8,23409,0,0
8,23410,0,0
8,23411,0,2
8,23508,428,23
8,23520,232,12
8,23522,0,0
8,23541,138,7
8,23769,0,2
8,24183,352,19
8,24198,0,5
8,24213,1918,101
8,24214,1821,96
8,24350,1957,103
8,24351,1569,83
8,24352,2238,118
8,24652,0,3
8,24653,0,0
8,24833,1227,65
8,24834,1227,65
8,24851,905,48
8,24852,833,44
8,24853,0,0
8,24854,0,0
8,24857,332,18
8,24877,484,26
8,24878,491,26
8,25426,1092,58
8,25438,189,10
8,25480,0,0
8,25481,148,8
8,25482,0,0
8,25483,0,2
8,25484,24,0
8,25485,0,0
8,25487,163,9
8,25517,1783,94
8,25518,2011,106
8,25585,0,0
8,25629,0,0
8,25630,628,33
8,26219,0,5
8,26224,609,32
8,26225,266,14
8,26226,266,14
8,26316,0,0
8,26317,0,0
8,27191,493,26
8,27192,277,15
8,27193,159,8
8,27209,304,16
8,27215,189,10
8,27225,126,7
8,27364,118,6
8,27678,0,0
8,27693,978,52
8,27696,973,51
8,27723,456,24
8,27771,0,3
8,27772,0,3
8,27773,1049,55
8,27774,0,0
8,28049,0,4
8,28050,0,4
8,28051,0,3
8,28052,0,4
8,28053,209,11
8,29549,771,41
8,29550,380,20
8,29576,0,4
8,29739,723,38
8,30186,1349,71
8,30201,868,46
8,30427,294,16
8,30428,0,0
8,30429,0,2
8,30448,170,9
8,30729,0,0
8,30730,209,11
8,30738,136,7
8,31291,147,8
8,31298,0,5
8,31323,856,45
8,31680,476,25
8,31862,0,0
8,31905,0,0
8,32143,1286,68
8,32967,0,0
8,32968,0,1
8,33309,0,4
8,33375,151,8
8,33863,0,2
8,33864,0,2
8,908907,0,0
8,998887766,0,0
9,8490,0,3
9,8560,141,7
9,8565,127,7
9,8585,0,0
9,8595,1581,83
9,8596,170,9
9,8599,54,0
9,8603,160,8
9,8608,0,0
9,8610,750,40
9,8612,113,6
9,8613,1142,60
9,8614,490,26
9,8617,567,30
9,8619,454,24
9,8627,0,3
9,8628,0,0
9,8629,288,15
9,8630,0,0
9,8631,0,0
9,8634,0,2
9,8637,139,7
9,8639,698,37
9,8640,194,10
9,8641,0,0
9,8642,85,4
9,8645,163,9
9,8646,0,3
9,8648,0,2
9,8653,0,1
9,8654,0,5
9,8656,994,52
9,8657,504,27
9,8660,965,51
9,8661,1054,56
9,8662,256,14
9,8663,782,41
9,8664,346,18
9,8665,514,27
9,8666,105,6
9,8670,0,5
9,8671,136,7
9,8674,0,0
9,8676,119,6
9,8677,0,0
9,8680,485,26
9,8686,897,47
9,8687,148,8
9,8844,0,3
9,8937,0,2
9,9002,0,0
9,9812,0,4
9,12174,115,6
9,12175,0,2
9,12184,118,6
9,14298,0,0
9,14347,153,8
9,14474,0,3
9,14476,0,0
9,14494,0,0
9,14495,168,9
9,14496,382,20
9,14543,0,5
9,14544,0,0
9,14545,0,0
9,14551,0,1
9,14575,0,0
9,14801,0,0
9,14824,0,2
9,14849,0,1
9,14850,0,0
9,15043,0,0
9,15098,142,8
9,15140,0,2
9,15146,0,0
9,15150,0,0
9,15245,0,4
9,15246,141,7
9,15259,0,0
9,15473,0,0
9,15503,478,25
9,15597,0,2
9,15599,0,0
9,15875,0,0
9,15876,0,5
9,15890,0,0
9,16344,0,0
9,16436,2,0
9,16703,0,2
9,16822,0,3
9,16823,189,10
9,16824,0,3
9,16825,213,11
9,16844,0,1
9,16853,140,7
9,16862,0,0
9,16981,943,50
9,16992,152,8
9,17242,0,0
9,17332,293,15
9,17398,0,3
9,18001,207,11
9,18232,0,0
9,18285,0,0
9,18286,0,0
9,18314,0,2
9,18402,0,5
9,18404,0,0
9,18405,0,0
9,18406,0,1
9,18407,0,0
9,18453,0,3
9,18454,32,2
9,18455,0,2
9,18456,0,0
9,18547,231,12
9,18548,170,9
9,18549,0,2
9,18550,141,7
9,18551,227,12
9,18552,156,8
9,18588,0,4
9,18589,0,0
9,18634,0,3
9,18635,0,2
9,18636,0,4
9,18736,12,0
9,18739,76,4
9,18740,0,5
9,18788,0,1
9,18791,16,0
9,18909,0,0
9,18911,0,0
9,18917,0,0
9,18936,0,0
9,19141,0,3
9,19142,217,11
9,19143,0,1
9,19144,0,0
9,19400,160,8
9,19401,0,0
9,19402,8,0
9,19428,0,0
9,19429,0,0
9,19614,521,27
9,19726,0,1
9,19803,21,0
9,19804,0,0
9,19805,0,2
9,19967,9,0
9,19968,2,0
9,20108,130,7
9,20109,288,15
9,20110,176,9
9,20111,0,0
9,20112,21,0
9,20525,106,6
9,20531,0,0
9,20578,0,0
9,20789,0,0
9,20792,9,0
9,20793,0,1
9,21004,0,0
9,21010,0,0
9,21157,0,0
9,21215,113,6
9,21477,0,0
9,22278,9,0
9,22531,9,0
9,22702,3,0
9,22707,0,0
9,22770,3,0
9,23090,335,18
9,23091,187,10
9,23092,0,0
9,23273,0,5
9,23591,0,0
9,23599,0,0
9,23675,0,0
9,23724,0,0
9,23725,0,2
9,23797,204,11
9,23798,0,0
9,23926,0,0
9,24286,435,23
9,24290,124,7
9,24291,12,0
9,24292,19,0
9,24349,0,0
9,24354,0,2
9,24432,0,4
9,24626,0,0
9,24664,0,0
9,24665,0,0
9,24666,0,0
9,24670,0,0
9,24672,0,0
9,24673,0,0
9,24676,0,0
9,25049,0,0
9,25182,123,7
9,25183,12,1
9,25210,0,0
9,25287,0,3
9,25288,0,0
9,25289,0,2
9,25373,0,0
9,25509,0,0
9,25510,0,0
9,25511,0,0
9,25512,0,0
9,25513,0,0
9,25514,0,0
9,25515,0,0
9,25598,0,0
9,25599,0,4
9,25648,136,7
9,25649,136,7
9,25655,0,5
9,25946,0,0
9,25947,182,10
9,25948,428,23
9,25949,0,0
9,25984,0,0
9,25985,21,0
9,26026,0,2
9,26027,0,0
9,26032,0,0
9,26123,0,2
9,26124,0,3
9,26165,0,0
9,26258,96,5
9,26259,0,5
9,26358,0,0
9,26360,29,0
9,26362,231,12
9,26363,73,4
9,26409,297,16
9,26411,233,12
9,26645,209,11
9,26646,0,3
9,26647,0,2
9,26761,0,0
9,26762,0,0
9,26873,0,2
9,26874,0,2
9,26932,0,0
9,26933,0,0
9,26934,0,0
9,26937,262,14
9,27053,0,0
9,27067,0,0
9,27068,0,0
9,27069,0,1
9,27070,0,0
9,27379,182,10
9,27380,578,30
9,27381,659,35
9,27397,128,7
9,27398,0,0
9,27399,0,0
9,27400,0,1
9,27548,175,9
9,27549,0,0
9,27550,0,3
9,27632,0,1
9,27633,0,0
9,27634,0,0
9,27636,0,0
9,27637,0,0
9,27638,0,0
9,27639,34,0
9,27641,2,0
9,28054,24,1
9,28055,0,0
9,28057,0,5
9,28114,0,4
9,28115,17,1
9,28120,0,4
9,28508,194,10
9,28626,0,3
9,29678,0,0
9,29679,0,0
9,29686,0,0
9,29760,0,0
9,29761,0,1
9,29762,0,0
9,29833,104,6
9,29834,184,10
9,29835,0,3
9,29836,0,0
9,29855,0,0
9,30335,0,0
9,30338,0,0
9,30341,0,5
9,30591,0,0
9,30592,0,2
9,30593,0,2
9,30604,127,7
9,30606,132,7
9,30607,323,17
9,30608,308,16
9,30609,166,9
9,30610,180,10
9,30611,209,11
9,30612,180,10
9,30614,418,22
9,30615,399,21
9,30616,343,18
9,30617,374,20
9,30618,482,25
9,30620,216,11
9,30621,228,12
9,30655,0,1
9,30657,0,0
9,30659,0,0
9,30660,0,0
9,30677,0,3
9,30678,0,0
9,30679,0,0
9,30680,0,2
9,30681,0,1
9,30682,0,0
9,30683,0,0
9,30684,0,0
9,30685,0,3
9,30686,0,0
9,30687,0,0
9,30731,0,2
9,30815,399,21
9,30816,468,25
9,30817,0,3
9,30818,0,2
9,31546,189,10
9,31547,0,4
9,31548,0,5
9,31549,0,3
9,31550,0,3
9,31551,130,7
9,31552,0,0
9,31553,322,17
9,31554,0,2
9,31555,128,7
9,31556,184,10
9,31557,156,8
9,31558,199,11
9,31559,156,8
9,31560,0,5
9,31703,112,6
9,31704,565,30
9,31705,0,0
9,31794,0,0
9,31829,0,0
9,31830,0,0
9,31831,0,0
9,31862,0,0
9,32137,0,3
9,32151,0,4
9,32152,246,13
9,32154,0,4
9,32192,0,5
9,32193,0,1
9,32230,0,0
9,32706,243,13
9,32735,0,0
9,32773,0,1
9,32774,0,0
9,32775,0,0
9,32776,0,0
9,32777,0,2
9,32778,0,0
9,32810,106,6
9,32811,0,0
9,32834,0,1
9,32839,0,0
9,32840,24,0
9,32842,130,7
9,32844,0,2
9,32845,0,0
9,32846,102,5
9,32847,0,3
9,32873,0,2
9,32876,121,6
9,32877,0,4
9,32878,0,0
9,32888,0,2
9,32913,0,0
9,32914,0,0
9,32915,0,2
9,32916,0,2
9,32917,0,0
9,32919,0,0
9,32920,0,2
9,32921,0,3
9,32922,0,0
9,32933,0,0
9,32934,0,2
9,32936,0,2
9,32946,0,0
9,32947,0,0
9,32990,0,2
9,33077,147,8
9,33078,0,0
9,33079,84,4
9,33080,214,11
9,33081,72,4
9,33083,0,0
9,33084,0,0
9,33085,0,2
9,33086,0,2
9,33087,0,0
9,33180,19,0
9,33248,0,3
9,33249,128,7
9,33250,0,0
9,33310,118,6
9,33311,0,4
9,33338,0,1
9,33342,0,0
9,33390,118,6
9,33391,0,5
9,33489,0,2
9,33621,0,0
9,33622,0,0
9,33623,0,0
9,33624,142,8
9,33625,0,5
9,33734,0,0
9,33737,0,2
9,34083,0,2
9,34084,0,0
9,34108,28,0
9,34109,28,0
9,34110,0,1
9,34111,0,0
9,34112,0,0
9,34113,0,0
9,34114,0,1
9,34115,0,0
9,34119,0,0
9,34120,0,0
9,34121,0,2
9,998887766,0,0
12,648,0,0
12,9852,0,5
12,9866,133,7
12,9903,0,0
12,9905,900,47
12,9907,0,5
12,9920,170,9
12,9929,0,0
12,9930,0,5
12,9934,0,0
12,9958,833,44
12,9964,956,50
12,9984,0,0
12,9993,0,0
12,9994,0,0
12,9995,0,0
12,10006,0,0
12,10020,103,5
12,10022,315,17
12,10027,0,0
12,10028,0,0
12,10037,0,2
12,10038,0,4
12,10041,1021,54
12,10045,173,9
12,10052,0,4
12,10053,271,14
12,10054,0,0
12,10062,0,0
12,10065,0,4
12,10067,0,4
12,10068,0,0
12,10069,0,0
12,10070,0,2
12,10080,0,2
12,10081,486,26
12,10083,0,0
12,10084,840,44
12,10104,0,3
12,10105,129,7
12,10108,0,0
12,10109,0,5
12,10110,0,1
12,10111,0,5
12,10112,0,4
12,10113,0,0
12,10115,0,3
12,10118,0,4
12,10126,0,0
12,10129,0,0
12,10130,0,1
12,10134,129,7
12,10135,456,24
12,10138,313,17
12,10139,308,16
12,10140,454,24
12,10141,0,0
12,10145,101,5
12,10149,0,4
12,10150,0,0
12,10152,0,0
12,10154,0,0
12,10162,123,7
12,10168,423,22
12,10169,599,32
12,10170,0,0
12,10189,0,1
12,10192,0,0
12,10198,0,0
12,10202,0,3
12,10212,116,6
12,10222,0,5
12,10226,0,0
12,10232,0,0
12,10233,173,9
12,10242,521,27
12,10243,372,20
12,10244,353,19
12,10245,345,18
12,10246,230,12
12,10254,0,3
12,10265,0,0
12,10274,0,0
12,10296,0,0
12,10310,0,3
12,10314,0,5
12,10316,0,0
12,10317,266,14
12,10332,0,0
12,10336,140,7
12,10350,0,5
12,10389,0,0
12,10392,0,0
12,10399,0,2
12,10400,0,5
12,10401,0,0
12,10437,0,0
12,10438,0,2
12,10526,0,5
12,10583,138,7
12,10620,0,0
12,10688,0,0
12,10698,198,10
12,10732,189,10
12,10778,0,0
12,10825,0,2
12,10826,0,1
12,10830,0,0
12,12196,534,28
12,14219,0,0
12,14223,0,0
12,14335,0,0
12,14336,109,6
12,14338,0,0
12,14742,214,11
12,14786,0,0
12,14830,121,6
12,14832,237,13
12,14858,0,1
12,14859,100,5
12,15054,0,0
12,15398,0,0
12,15669,132,7
12,15700,0,0
12,15701,0,0
12,15702,0,0
12,15706,175,9
12,15707,0,5
12,15708,192,10
12,15984,0,0
12,16055,0,1
12,16144,153,8
12,16157,0,0
12,16170,0,0
12,16190,0,0
12,16353,0,0
12,16355,0,0
12,16356,0,0
12,16357,0,1
12,16421,0,0
12,16470,170,9
12,16471,0,0
12,16473,0,0
12,16474,0,0
12,16691,0,0
12,16692,0,0
12,16710,0,1
12,16750,0,0
12,16755,153,8
12,16964,0,0
12,17156,0,1
12,17363,119,6
12,17601,0,0
12,17733,0,3
12,17734,0,2
12,17738,0,4
12,17784,0,0
12,17907,0,4
12,17937,0,0
12,17941,0,0
12,17949,0,0
12,18061,0,0
12,18215,0,3
12,18504,109,6
12,18588,0,0
12,18589,0,0
12,18600,0,1
12,18604,0,0
12,18739,0,0
12,18740,0,0
12,18753,0,3
12,18871,0,5
12,18873,0,0
12,18880,132,7
12,18909,0,1
12,18916,0,0
12,18924,273,14
12,19189,0,3
12,19415,212,11
12,19461,0,0
12,19810,0,0
12,19825,0,2
12,20229,0,4
12,20343,0,0
12,20496,0,3
12,20877,0,0
12,20878,0,0
12,21455,0,0
12,21974,212,11
12,21975,0,0
12,21977,0,1
12,22049,0,0
12,22084,0,0
12,22085,0,0
12,22093,0,3
12,22131,0,0
12,22132,0,5
12,22133,124,7
12,22134,0,0
12,22211,106,6
12,22479,0,0
12,22480,952,50
12,22483,0,2
12,22488,0,0
12,22709,0,0
12,22783,0,0
12,22784,0,0
12,22989,285,15
12,23019,0,0
12,23196,0,0
12,23326,0,0
12,23327,170,9
12,23328,0,0
12,23329,0,0
12,23441,0,0
12,23829,0,0
12,24019,256,14
12,24067,0,4
12,24323,0,1
12,24324,0,0
12,24328,0,0
12,24330,0,2
12,24331,0,2
12,24348,0,0
12,24681,154,8
12,24894,0,0
12,24895,0,1
12,24896,0,0
12,24897,0,0
12,24898,0,0
12,24899,0,1
12,24900,173,9
12,24902,136,7
12,24904,0,0
12,24910,0,1
12,25054,0,0
12,25055,0,0
12,25062,0,0
12,25079,0,3
12,25090,0,0
12,25238,0,0
12,25239,0,0
12,25240,0,0
12,25324,0,0
12,25346,0,0
12,25481,0,0
12,25484,0,0
12,25554,0,0
12,26050,121,6
12,26216,0,3
12,26217,0,4
12,26277,0,0
12,26278,0,0
12,26279,0,0
12,26280,0,0
12,26354,0,0
12,26358,0,0
12,26360,0,0
12,26459,0,0
12,26460,0,0
12,26462,308,16
12,26463,304,16
12,26716,0,1
12,26717,0,0
12,26719,0,0
12,26720,0,0
12,26721,0,1
12,26766,0,0
12,26916,0,0
12,26921,0,0
12,26922,0,0
12,26926,0,0
12,26928,0,0
12,26929,0,0
12,26980,163,9
12,26981,166,9
12,26982,251,13
12,26983,251,13
12,26984,309,16
12,26986,0,0
12,26987,0,0
12,26988,184,10
12,26990,0,5
12,26991,0,0
12,26992,147,8
12,26993,0,2
12,26994,0,2
12,26996,459,24
12,26997,451,24
12,26998,0,0
12,27005,404,21
12,27006,500,26
12,27007,0,0
12,27008,118,6
12,27009,0,5
12,27010,0,5
12,27011,0,3
12,27012,0,0
12,27013,0,2
12,27014,0,0
12,27033,151,8
12,27037,0,0
12,27038,0,1
12,27042,0,0
12,27044,0,0
12,27063,0,0
12,27124,0,3
12,27125,0,0
12,27340,0,0
12,27349,0,2
12,27401,0,0
12,27650,0,0
12,27651,0,0
12,27652,0,0
12,27821,0,0
12,27822,0,0
12,27906,0,0
12,27907,0,0
12,27908,0,0
12,28653,0,0
12,28654,0,0
12,29643,142,8
12,29644,189,10
12,29645,1120,59
12,29646,113,6
12,29647,0,4
12,29648,130,7
12,29650,332,18
12,29651,118,6
12,29652,180,10
12,29653,175,9
12,29654,558,29
12,29655,148,8
12,29656,214,11
12,29657,513,27
12,29659,301,16
12,29663,0,4
12,29664,0,4
12,29665,308,16
12,29666,216,11
12,29667,262,14
12,29668,144,8
12,29669,0,4
12,29670,144,8
12,29672,310,16
12,29673,266,14
12,29693,0,0
12,29782,0,0
12,29869,0,0
12,29883,0,0
12,29886,0,0
12,30034,0,4
12,30035,0,4
12,30093,313,17
12,30094,240,13
12,30161,243,13
12,30344,0,5
12,30453,136,7
12,31313,0,2
12,31389,0,5
12,31390,0,5
12,31391,127,7
12,31392,214,11
12,31775,0,0
12,32173,416,22
12,32174,376,20
12,32175,523,28
12,32176,657,35
12,32177,571,30
12,32178,571,30
12,32210,0,1
12,32211,0,0
12,32244,0,0
12,32245,0,0
12,32272,0,0
12,32273,0,0
12,32274,0,0
12,32275,0,0
12,32344,0,0
12,32345,0,0
12,32346,0,0
12,32497,126,7
12,33825,0,1
12,33850,234,12
12,998887766,0,0
15,8,0,0
15,12184,0,1
15,14243,348,18
15,14249,243,13
15,14250,207,11
15,14254,419,22
15,14255,948,50
15,14258,1068,56
15,14259,278,15
15,14260,273,14
15,14261,359,19
15,14262,244,13
15,14265,591,31
15,14266,0,0
15,14267,0,0
15,14268,0,3
15,14315,0,0
15,14316,0,4
15,14317,265,14
15,14319,199,11
15,14402,0,0
15,14403,0,0
15,14404,454,24
15,14405,0,0
15,14406,971,51
15,14407,635,33
15,14409,266,14
15,14410,456,24
15,14501,375,20
15,14505,137,7
15,14566,0,0
15,14567,233,12
15,14568,223,12
15,14569,252,13
15,14571,0,0
15,14575,1199,63
15,14614,112,6
15,14618,0,2
15,14619,226,12
15,14620,113,6
15,14621,148,8
15,14622,0,4
15,14711,484,26
15,14712,924,49
15,14800,0,0
15,15040,124,7
15,15041,0,4
15,15043,555,29
15,15045,209,11
15,15046,173,9
15,15047,0,0
15,15048,0,3
15,15142,118,6
15,15199,619,33
15,15210,0,4
15,15211,0,3
15,15212,0,4
15,15213,0,4
15,15216,0,0
15,15217,214,11
15,15218,194,10
15,15259,108,6
15,15328,0,0
15,15504,0,0
15,15506,0,0
15,15579,1049,55
15,15584,0,5
15,15585,0,3
15,15588,282,15
15,15597,238,13
15,15598,1648,87
15,15599,549,29
15,15604,325,17
15,15605,203,11
15,15606,0,0
15,15607,236,12
15,15608,185,10
15,15610,0,0
15,15612,0,0
15,15631,0,0
15,15632,247,13
15,15633,604,32
15,15635,0,0
15,15663,205,11
15,15664,771,41
15,15686,0,5
15,16004,531,28
15,16005,0,3
15,16344,0,0
15,16433,0,4
15,16436,260,14
15,16698,0,4
15,16700,116,6
15,16702,121,6
15,16703,115,6
15,16704,216,11
15,16853,0,0
15,16990,119,6
15,16991,0,0
15,17151,0,0
15,17161,0,3
15,17162,157,8
15,17212,0,0
15,17213,600,32
15,17214,152,8
15,17225,265,14
15,17334,108,6
15,17398,0,0
15,17462,0,2
15,17463,306,16
15,17524,0,4
15,17525,142,8
15,17526,0,5
15,17527,398,21
15,17547,0,4
15,17697,224,12
15,17759,0,0
15,17766,0,2
15,17878,0,4
15,17886,0,5
15,17887,0,4
15,17923,0,5
15,17959,113,6
15,18151,210,11
15,18152,151,8
15,18165,0,4
15,18167,0,4
15,18168,349,18
15,18218,0,0
15,18248,166,9
15,18294,0,0
15,18302,0,0
15,18304,0,0
15,18306,1060,56
15,18365,0,0
15,18471,673,35
15,18505,0,4
15,18547,0,4
15,18548,0,4
15,18550,0,4
15,18551,0,5
15,18552,0,4
15,18717,0,0
15,18815,327,17
15,18830,0,0
15,18934,583,31
15,18935,1010,53
15,18936,487,26
15,19005,0,3
15,19010,334,18
15,19015,343,18
15,19017,566,30
15,19105,186,10
15,19175,139,7
15,19428,0,0
15,19429,0,0
15,19558,0,3
15,19616,0,3
15,19722,0,0
15,19726,310,16
15,19728,345,18
15,20031,0,4
15,20108,0,0
15,20187,416,22
15,20260,210,11
15,20261,214,11
15,20267,462,24
15,20268,0,4
15,20269,0,4
15,20325,279,15
15,20327,127,7
15,20329,0,0
15,20427,0,2
15,20524,357,19
15,20526,405,21
15,20550,0,3
15,20551,0,2
15,20555,0,1
15,20663,142,8
15,20664,261,14
15,20666,606,32
15,20667,595,31
15,20668,228,12
15,20669,589,31
15,20670,599,32
15,20733,0,5
15,20749,148,8
15,20948,561,30
15,21192,194,10
15,21193,227,12
15,21614,410,22
15,21615,151,8
15,21866,116,6
15,22278,174,9
15,22279,106,6
15,22280,257,14
15,22364,227,12
15,22379,0,0
15,22390,0,0
15,22530,118,6
15,22531,0,4
15,22735,0,1
15,22737,0,5
15,22741,0,0
15,22849,0,2
15,23367,0,1
15,23368,0,0
15,23372,579,31
15,23604,337,18
15,23605,0,1
15,23607,0,0
15,23611,187,10
15,23614,0,2
15,23790,387,20
15,23792,0,5
15,23794,0,5
15,23796,0,3
15,24038,0,1
15,24039,0,4
15,24040,0,0
15,24099,0,0
15,24271,0,2
15,24272,0,0
15,24354,1044,55
15,24393,132,7
15,24394,122,6
15,24395,263,14
15,24396,0,5
15,24397,220,12
15,24398,168,9
15,24399,0,4
15,24400,0,4
15,24625,152,8
15,24627,0,1
15,24628,177,9
15,24980,0,0
15,24981,117,6
15,24982,0,2
15,25078,0,0
15,25093,106,6
15,25094,290,15
15,25095,0,2
15,25097,0,0
15,25100,106,6
15,25101,0,0
15,25136,266,14
15,25147,33,0
15,25210,247,13
15,25211,0,2
15,25412,0,5
15,25466,0,0
15,25467,0,0
15,25491,70,4
15,25592,128,7
15,25593,162,9
15,25596,0,0
15,25648,136,7
15,25649,662,35
15,25652,189,10
15,25653,189,10
15,25654,189,10
15,25655,189,10
15,25687,0,0
15,25690,170,9
15,25691,0,2
15,25840,0,0
15,25945,0,0
15,25968,0,0
15,25969,0,3
15,26075,0,1
15,26076,0,0
15,26077,0,0
15,26186,332,18
15,26187,332,18
15,26188,332,18
15,26233,0,3
15,26260,0,5
15,26261,0,4
15,26335,0,0
15,26336,0,0
15,26337,0,2
15,26338,0,3
15,26339,0,0
15,26340,0,0
15,26341,0,0
15,26342,0,2
15,26465,249,13
15,26858,0,4
15,26859,0,2
15,26861,0,2
15,27058,0,4
15,27059,239,13
15,27060,311,16
15,27061,124,7
15,27328,0,0
15,27468,0,0
15,27816,0,0
15,27817,0,1
15,27818,0,0
15,27860,106,6
15,27861,0,0
15,27862,0,0
15,27863,0,0
15,27864,0,0
15,28006,0,0
15,28103,335,18
15,28165,0,5
15,28350,500,26
15,28351,481,25
15,28352,271,14
15,28353,456,24
15,28354,0,3
15,28454,0,0
15,28455,0,2
15,28457,0,0
15,28458,0,0
15,28459,0,0
15,28463,0,0
15,28623,0,0
15,28635,0,0
15,28636,0,3
15,29205,0,0
15,29207,0,0
15,29563,0,0
15,29564,0,0
15,29565,0,1
15,29566,547,29
15,29749,0,0
15,29750,0,2
15,29751,0,2
15,29754,0,0
15,29755,0,0
15,29756,17,0
15,29757,24,1
15,29915,281,15
15,29916,326,17
15,29923,142,8
15,29927,203,11
15,29930,0,0
15,29936,0,0
15,29939,525,28
15,30000,0,0
15,30001,0,5
15,30002,0,0
15,30003,0,2
15,30004,0,2
15,30005,0,4
15,30007,0,3
15,30143,113,6
15,30144,0,2
15,30212,0,0
15,30214,0,4
15,30216,0,4
15,30217,0,1
15,30218,0,0
15,30280,0,0
15,30387,0,0
15,30388,0,0
15,30579,0,0
15,30580,0,0
15,30623,188,10
15,30625,193,10
15,30626,514,27
15,30627,394,21
15,30628,0,2
15,30629,332,18
15,30631,819,43
15,30632,863,45
15,30633,732,39
15,30634,889,47
15,30635,812,43
15,30636,422,22
15,30637,479,25
15,30709,0,2
15,30710,0,0
15,30810,102,5
15,30811,113,6
15,30813,662,35
15,30814,651,34
15,30835,416,22
15,30851,0,0
15,30855,159,8
15,30856,159,8
15,30857,0,3
15,30858,514,27
15,30859,0,0
15,30862,0,0
15,30887,410,22
15,30888,285,15
15,30889,332,18
15,30890,0,0
15,30891,510,27
15,30892,554,29
15,30944,0,4
15,30945,118,6
15,30992,0,3
15,31159,332,18
15,31525,0,1
15,31612,221,12
15,31616,285,15
15,31706,317,17
15,31707,525,28
15,31708,205,11
15,31824,0,0
15,31958,0,4
15,32119,0,4
15,32166,0,5
15,32167,0,4
15,32169,0,4
15,32233,549,29
15,32494,0,0
15,32495,0,0
15,32496,0,2
15,32851,0,2
15,32861,274,14
15,32878,158,8
15,32879,154,8
15,32923,0,4
15,32924,138,7
15,32925,158,8
15,32926,0,2
15,32928,217,11
15,32929,217,11
15,32930,158,8
15,32931,257,14
15,32932,0,3
15,32997,189,10
15,33036,177,9
15,33046,0,5
15,33047,210,11
15,33048,0,0
15,33063,142,8
15,33064,142,8
15,33102,165,9
15,33103,158,8
15,33104,165,9
16,14506,332,18
16,14507,332,18
16,15877,326,17
16,15935,527,28
16,15936,418,22
16,15937,441,23
16,16206,119,6
16,16213,678,36
16,16238,190,10
16,16534,0,1
16,16634,189,10
16,16670,529,28
16,16855,368,19
16,16969,0,3
16,17915,0,0
16,17986,183,10
16,17993,224,12
16,18277,243,13
16,18278,252,13
16,18279,190,10
16,18357,242,13
16,18360,248,13
16,18361,258,14
16,19472,249,13
16,19709,882,46
16,19710,680,36
16,19711,262,14
16,19712,373,20
16,19714,442,23
16,20227,0,4
16,20279,489,26
16,20444,197,10
16,20787,480,25
16,21188,1399,74
16,21718,180,10
16,21770,122,6
16,21807,380,20
16,22114,0,5
16,22404,395,21
16,22941,165,9
16,23266,247,13
16,23407,116,6
16,23408,276,15
16,23409,166,9
16,23410,162,9
16,23411,169,9
16,23438,548,29
16,23506,191,10
16,23521,150,8
16,23769,142,8
16,24180,264,14
16,24181,267,14
16,24211,525,28
16,24212,706,37
16,24342,300,16
16,24343,612,32
16,24344,522,28
16,24345,139,7
16,24346,235,12
16,24618,47,0
16,24619,134,7
16,24649,61,3
16,24650,131,7
16,24651,153,8
16,24652,825,43
16,24653,698,37
16,24831,460,24
16,24832,395,21
16,24849,331,17
16,24850,229,12
16,24858,122,6
16,24875,254,13
16,24876,229,12
16,25427,380,20
16,25487,1296,68
16,25521,399,21
16,25522,365,19
16,25722,118,6
16,26673,34,0
16,26674,34,0
16,26675,0,2
16,27199,277,15
16,27200,271,14
16,27201,119,6
16,27202,73,4
16,27442,139,7
16,27689,47,0
16,27722,0,4
16,27777,208,11
16,29551,237,13
16,29552,256,14
16,29851,0,5
16,29852,0,0
16,30178,47,2
16,30185,285,15
16,30822,0,0
16,31292,0,5
16,31300,0,5
16,31302,0,5
16,31324,297,16
16,31630,0,3
16,31661,0,5
16,31938,159,8
16,31939,170,9
16,31940,0,5
16,32116,332,18
16,32117,144,8
16,32144,343,18
16,32182,205,11
16,32229,0,5
16,32237,0,0
16,32416,0,0
17,1101,0,0
17,11863,35,2
17,11964,7,0
17,14423,138,7
17,14424,96,5
17,14445,232,12
17,14447,479,25
17,14448,430,23
17,14449,757,40
17,14450,543,29
17,14451,777,41
17,14454,609,32
17,14456,343,18
17,14460,113,6
17,14537,100,5
17,14635,352,19
17,14636,112,6
17,14704,171,9
17,14721,328,17
17,14722,580,31
17,14803,349,18
17,15248,409,22
17,15250,0,0
17,15296,142,8
17,15300,0,3
17,15389,399,21
17,15390,0,0
17,15392,231,12
17,15489,0,2
17,15490,9,0
17,16104,615,32
17,16168,154,8
17,16178,295,16
17,16180,256,14
17,16432,147,8
17,16548,476,25
17,16549,356,19
17,16727,0,1
17,16776,107,6
17,16777,105,6
17,17056,135,7
17,17058,0,1
17,17140,160,8
17,17286,275,15
17,17287,105,6
17,17288,578,30
17,17289,261,14
17,17290,151,8
17,17291,299,16
17,17307,0,2
17,17313,181,10
17,17424,0,0
17,17500,0,0
17,17501,0,1
17,17514,0,0
17,17515,0,0
17,17539,0,3
17,17541,0,0
17,17616,162,9
17,17696,329,17
17,17740,0,2
17,17741,0,0
17,18080,136,7
17,18081,0,4
17,18188,417,22
17,18189,485,26
17,18191,314,17
17,18192,642,34
17,18598,0,0
17,18687,0,1
17,18690,0,0
17,18694,0,0
17,18695,0,2
17,18696,0,1
17,18761,131,7
17,18884,1131,60
