warehouse_id,vending_machine_id,sku_group_id,calc_direct_refill
6,2245,33854,58
6,623,19472,47
6,596,24819,17
6,633,21466,14
6,641,14506,27
6,1628,24819,26
6,603,32116,2
6,631,6512,50
6,569,6985,2
6,620,6693,13
6,2550,14506,66
6,629,17976,172
6,579,7165,33
6,617,22242,12
6,2243,21466,14
6,601,23097,84
6,1078,2235,18
6,1478,23134,12
6,4540,24819,7
6,612,7165,8
6,4000,1841,17
6,620,35329,28
6,666,33852,29
6,2168,34752,42
6,646,14910,7
6,645,33854,1
6,1939,22244,34
6,2245,34753,63
6,640,21465,12
6,608,14507,17
6,611,32117,25
16,3313,18278,2
6,2168,1645,20
6,646,14823,32
6,582,1645,17
6,4270,32054,18
6,4538,36437,39
6,571,6985,5
6,609,7091,65
6,606,33852,12
6,2549,1703,28
6,613,2097,12
6,593,17976,155
6,573,19472,12
6,638,7091,52
6,2551,34752,13
6,4000,15658,214
6,948,7151,4
6,599,7151,37
6,593,6519,22
22,1799,36966,2
6,1477,1707,6
6,632,15394,92
6,633,1707,12
6,4614,1645,2
6,624,34754,11
6,1892,2097,16
6,634,7095,10
6,583,38162,5
6,645,6278,8
6,599,35375,62
6,603,34754,43
6,618,6999,22
6,665,1709,5
15,1740,35130,4
6,668,30447,90
6,5206,17976,42
6,4849,6555,82
6,4849,6324,34
6,1628,6507,40
6,597,30447,72
6,616,23138,84
6,460,6512,82
17,4250,24854,0
3,3010,36096,0
8,2007,19956,0
6,635,1713,62
6,641,34758,44
6,4971,6246,29
4,5018,40441,0
6,611,15658,101
6,628,6537,6
6,641,40779,11
13,2292,10707,0
6,571,6319,20
2,5335,40476,0
6,2550,39891,21
15,2607,25097,0
6,1477,38621,16
6,616,39891,10
66,4985,38683,0
6,4088,40224,7
6,2190,6309,45
4,2481,28212,0
6,671,14533,5
6,2543,6322,2
5,4778,27712,0
66,4989,36811,0
6,4003,1636,40
6,635,6319,174
13,826,32177,3
6,948,6583,13
6,5480,6462,11
6,2190,6601,59
6,5418,41084,25
6,880,33204,18
6,2543,1591,4
6,4003,2013,42
6,949,6309,30
6,650,14822,127
8,5426,11068,0
13,4583,9962,0
6,568,6459,68
6,5418,1707,43
6,620,6999,19
6,4270,6278,32
13,5071,38140,4
13,4134,10821,13
6,2942,14823,7
6,5549,1636,0
6,1892,43284,18
15,2621,38085,10
6,5717,14533,0
13,4134,29651,12
6,633,43283,40
13,5464,9964,0
1,145,40663,0
13,3558,37839,0
6,675,42768,9
6,630,14533,9
5,2212,34408,0
8,5953,11068,0
6,581,43281,9
6,649,33851,47
6,4621,40223,0
6,5418,33851,51
3,3405,29748,0
6,5418,6512,163
6,4710,6246,0
6,611,33853,79
6,5418,42173,56
6,669,6537,27
3,5537,26044,0
6,611,14926,42
6,4272,41396,12
6,5482,23134,44
6,629,6319,53
6,1814,33853,4
6,611,6321,16
6,580,43288,21
6,644,32052,66
6,667,6687,19
6,2549,33853,15
4,4879,4141,0
8,4699,40972,0
15,2609,41595,7
15,2609,40000,11
6,2245,19569,0
2,1392,36184,0
4,2638,4625,0
6,620,6537,14
2,1960,42761,0
13,6017,9907,0
6,675,6512,11
6,668,34758,16
13,3496,43754,0
6,607,6555,16
6,634,6246,13
6,2242,38622,13
8,5394,40974,0
6,621,43287,47
6,4710,42769,11
4,2822,41823,0
3,3017,26044,0
6,674,6423,6
4,5221,36091,0
9,857,8619,0
6,646,2053,10
66,4978,36799,0
5,3700,7390,0
13,4119,9890,0
17,4838,16549,0
5,1306,7656,0
13,1085,9964,0
6,2168,1709,36
6,2243,38621,37
6,3719,6278,16
8,5495,33627,0
8,5497,11427,0
13,2369,10392,0
13,2299,37829,0
6,2244,6246,0
6,667,14822,18
6,589,38623,6
6,626,4974,23
6,570,23139,86
6,989,14823,27
6,639,6601,1
6,4000,24819,48
6,593,6280,1
6,2550,40223,11
9,4612,8675,0
6,2190,6322,26
1,4921,30820,0
15,2612,14565,0
4,5528,4315,0
6,652,6551,17
6,619,6583,5
16,5552,39086,0
6,2541,1890,70
8,5394,15675,0
6,5480,23097,11
8,4682,37493,0
8,4162,11018,0
4,4973,4315,0
1,4209,14860,0
1,4209,36635,0
2,5705,3079,0
8,1699,37285,0
5,4366,22081,0
6,588,40782,13
6,568,35921,176
6,648,6537,24
6,2168,36437,59
6,608,40777,26
2,1222,36099,0
13,5069,29654,2
6,1477,6613,50
6,5419,14533,60
6,943,1645,1
6,614,6583,8
13,5164,9852,0
2,307,4967,0
6,4272,6319,39
15,2609,28457,6
15,2609,41300,18
15,2621,29566,2
15,4762,40818,0
9,857,42719,0
3,523,43627,0
2,6082,42721,6
2,6082,40713,4
13,4133,43756,3
6,5481,23134,190
13,2531,43741,0
6,2168,6304,15
6,989,2013,43
5,4232,41739,0
6,941,6246,5
3,1489,24204,0
3,658,40382,0
5,5084,37830,0
8,5494,11427,0
6,632,43281,7
15,4761,41300,0
6,4878,7150,10
8,5497,45047,0
6,2545,2013,64
6,581,6324,23
6,598,14823,46
6,619,32117,21
6,574,1650,1
6,609,32116,13
6,620,15168,1
6,634,33851,3
6,943,14821,37
6,3719,6389,11
6,599,14506,107
6,630,24819,6
6,3719,32629,10
6,2168,19472,62
6,574,15395,10
6,652,2235,8
6,629,32053,6
6,623,34753,31
6,588,14914,19
6,663,34755,23
6,944,6389,12
6,2242,33205,23
6,622,19472,8
6,663,33204,35
6,652,15004,31
6,569,33851,16
6,4273,34754,30
6,569,14989,35
6,651,17109,7
6,645,14506,6
6,948,14963,135
6,609,35372,32
6,2245,14507,76
6,631,34753,10
6,645,15020,7
6,1476,32054,3
6,623,14964,103
6,989,22242,43
6,946,14506,8
6,576,19644,29
6,599,21465,94
6,587,14962,33
6,989,15658,33
6,666,34754,35
6,2242,21466,103
6,2545,33852,20
6,627,32117,35
6,1814,34753,8
6,941,14506,2
6,634,36563,6
6,620,33854,12
6,4000,22242,22
6,651,15658,146
6,2551,2013,27
6,638,6512,29
6,569,1645,14
6,603,6999,5
6,623,2097,33
6,606,1645,3
6,645,7091,12
6,2547,14822,7
6,603,6613,16
6,4849,6423,38
6,949,33204,19
6,565,14961,87
6,669,6518,13
15,1740,32981,6
6,594,2258,61
6,631,15393,93
6,616,20055,41
6,4272,7091,7
6,4000,14506,37
6,879,6687,6
6,672,1707,19
6,649,33204,9
6,618,1703,13
6,4272,19472,23
6,4849,38622,11
6,5482,17976,345
9,2793,8560,0
6,4275,6507,32
6,4878,15394,58
6,944,6537,48
6,654,14822,12
6,569,7091,12
13,5464,9890,0
6,653,19569,8
6,4275,14506,15
8,4726,36400,0
6,611,40779,16
6,570,1728,16
6,4003,2018,61
6,606,2097,13
6,2550,2013,114
5,1306,24739,0
6,670,14533,5
6,624,2258,19
6,652,6507,149
6,598,33853,18
6,2168,38623,26
8,3998,11235,0
6,637,6507,84
6,665,6555,51
2,5346,23965,0
6,2052,33853,8
6,608,6620,31
6,5480,24819,6
6,5482,2141,6
13,4697,10233,0
6,989,1591,124
1,1137,38746,0
17,2841,27483,0
9,921,33989,0
6,5419,33853,99
4,5365,19323,0
2,5392,40503,0
13,5385,9920,0
6,595,23139,40
15,4763,41046,8
15,1037,41054,0
6,5550,14823,0
1,2010,19311,0
6,648,14533,38
15,2611,41045,0
6,569,23133,32
3,4547,27715,0
4,4713,25114,0
6,580,14968,10
6,646,35919,24
13,4048,18880,15
2,5041,19098,0
6,2190,1708,14
3,3426,22934,0
6,4621,19569,8
6,5719,19569,1
6,4274,7165,19
8,5235,12000,0
6,569,2511,2
6,4970,2216,54
6,4878,14823,27
1,5800,35326,0
1,5800,41955,0
6,5716,6324,0
6,635,6573,86
66,1806,36797,0
6,2549,24839,0
6,674,36437,24
5,5083,25455,0
2,5388,40653,0
6,3184,17976,48
6,946,14963,86
6,594,2013,30
6,616,6687,7
6,577,19569,3
6,5549,6459,13
6,460,15658,56
6,650,36563,24
6,645,6507,76
8,5604,40110,0
6,2190,42769,17
8,4682,10990,0
8,5603,40110,0
6,642,6555,3
6,581,32052,39
6,2168,2125,20
6,4710,1841,9
6,5479,6321,15
3,5744,17972,0
3,5227,5612,0
6,5483,6265,29
6,632,6462,15
6,567,33853,5
15,4761,40355,0
1,6216,41817,16
4,2044,37833,0
5,1182,30187,0
13,4133,9964,2
8,5488,40110,0
15,1277,44618,0
15,2608,25136,0
6,5481,42786,8
15,2614,39429,0
6,598,34753,29
4,2445,43930,0
15,4764,20749,18
6,650,6319,167
66,4870,42143,0
17,4249,36097,0
6,5482,2053,10
6,630,42769,1
6,626,15021,226
6,2244,32054,15
5,4837,30187,0
8,5495,36499,0
6,628,7151,9
13,4045,10041,16
6,597,43287,35
6,669,38621,39
6,2541,7151,4
13,5287,9920,18
6,570,6519,8
6,2243,34758,23
8,1248,35393,0
13,5287,9852,5
6,596,38621,11
6,591,17976,49
66,4978,38684,0
6,581,1636,46
6,4849,6246,6
5,1944,36347,0
15,4763,41903,7
6,611,2093,12
6,604,36437,8
4,4959,28212,0
8,2853,15569,0
9,1159,35497,0
13,4950,38140,7
6,1628,36563,2
15,4765,30891,37
4,4881,41424,0
6,645,6309,17
8,5929,11427,0
6,599,40223,38
16,5037,19709,0
15,2607,28464,4
15,2609,36054,8
13,5840,29645,0
5,5726,37416,0
9,2791,40317,0
8,2717,25517,0
6,2545,24820,17
6,4273,6512,35
5,4646,40896,0
66,2354,36800,0
2,5374,40491,0
6,652,23138,46
9,3040,40316,0
6,602,6519,5
6,608,14533,13
6,653,2053,12
6,674,15620,5
6,4000,40223,24
8,4877,41578,0
8,1344,15569,0
6,5549,6507,18
6,618,14924,133
6,649,42771,11
4,1503,40731,0
3,3011,43630,0
1,6216,43346,6
6,635,42787,47
4,5768,3966,0
2,1103,38531,0
6,653,19644,20
4,5158,44022,0
8,6171,11427,0
6,589,33851,1
9,3043,40318,0
6,611,1645,16
15,3005,14213,0
8,3385,15675,0
4,2282,4522,0
8,5394,15569,0
6,5481,19644,25
6,570,42771,4
1,5473,36630,0
6,588,43282,10
8,5122,41969,0
6,621,35921,67
6,5419,42173,33
13,5164,10135,0
15,2981,14213,0
15,3212,44579,0
2,6082,34424,3
9,1154,31555,0
13,4045,9934,28
15,1270,15608,0
1,2081,37993,0
15,4765,19728,0
1,2010,13060,0
6,944,19472,32
6,647,23097,25
6,603,6389,18
6,613,24960,14
6,879,14962,2
6,629,6680,15
6,635,33851,92
6,606,6512,34
6,606,24819,6
6,4005,22244,1
6,4003,19644,6
6,631,6420,1
6,605,32052,5
6,594,14506,53
6,2541,14507,17
6,2551,21468,47
6,2551,24820,42
6,617,14922,27
6,630,14912,44
6,945,32052,6
6,625,7165,1
6,615,6512,8
6,600,30447,2
6,1938,14821,39
6,4272,7144,8
6,619,23099,12
6,573,14968,5
6,948,35329,10
6,669,34757,3
6,4539,22242,19
6,599,35330,5
6,669,14507,13
6,2245,34755,20
6,1478,35372,15
6,2242,35328,3
6,609,34753,59
6,2245,24820,26
6,4540,6452,2
6,573,6389,6
6,942,32052,2
6,593,35373,9
6,611,30446,131
6,4710,2018,15
6,2242,6613,97
6,2242,34758,58
6,579,32053,2
6,650,2018,10
6,2242,24819,111
6,579,2235,27
6,652,2097,11
6,649,6462,24
6,1892,6427,83
6,668,1707,59
6,616,6620,16
6,577,34753,17
6,609,19472,89
6,635,6699,1
6,615,6321,6
6,638,14822,11
6,670,1707,15
6,565,1890,15
6,587,1703,24
6,949,6459,80
22,1799,34111,6
6,608,35920,185
6,941,2258,21
6,587,14970,95
6,4878,36563,20
6,4614,20059,28
6,591,2097,20
6,1078,14823,8
6,604,17976,49
6,583,2097,14
6,4970,17976,80
6,648,2097,11
6,1892,34754,18
6,1892,34752,7
6,568,23099,119
6,570,1707,50
6,4540,6278,14
6,5481,15658,44
15,1038,37983,0
8,5492,10977,0
6,607,34754,14
6,2243,40223,24
6,628,14989,40
6,579,2013,64
13,4119,30346,0
6,577,40782,10
9,2788,8560,0
9,4612,8627,0
6,668,1843,75
8,4682,24878,0
6,949,38621,15
6,599,40611,9
5,2212,28298,0
8,5492,36394,0
66,1659,39551,0
6,642,34758,31
6,2545,38622,6
8,2007,11182,0
16,1337,36093,0
8,1958,36301,0
4,2822,19323,5
6,2550,24820,25
6,639,7165,41
13,826,10816,0
13,2369,10135,0
8,5031,11523,0
5,2212,37039,0
13,5286,10041,0
15,4759,25097,0
3,4964,27715,0
13,4950,25058,8
13,4135,9920,19
66,4870,36795,0
4,1902,38913,0
8,3355,40909,0
6,946,43283,17
66,4845,37370,0
6,5549,42769,8
6,632,40777,32
4,3457,22928,0
4,5950,43219,0
6,649,24819,14
6,949,6265,22
6,675,40223,8
6,675,40224,8
6,641,24819,15
6,942,6613,59
13,5244,32210,0
6,4849,14822,31
2,4448,27701,0
6,1066,6512,11
13,4244,10202,0
13,3536,9964,0
13,4950,10733,4
8,3788,10977,0
6,641,6321,7
6,3719,6551,9
6,948,6324,80
6,671,6459,7
2,4503,4967,2
6,1814,1843,33
2,5997,43661,0
13,5164,9920,0
9,2788,33338,0
15,3178,18471,0
6,5549,41384,118
6,589,6423,40
66,2431,41810,0
13,4244,9964,0
6,5419,43977,20
13,4583,43756,0
6,568,43287,109
2,6051,21358,0
8,4183,21490,0
6,3184,2216,3
6,594,6452,13
3,5537,41845,0
6,668,42771,8
6,668,33855,6
6,594,35921,160
6,2543,1839,4
6,617,39891,7
6,670,6537,5
6,4621,1713,0
3,3925,44048,0
4,5200,42776,0
6,2550,15619,6
6,670,6507,0
3,3709,40643,0
6,2243,24820,27
8,5233,11235,0
13,2292,10529,0
6,4878,6613,30
6,944,43980,9
15,1600,29566,0
6,2541,1709,20
6,668,6278,8
6,4878,41083,12
6,4621,1703,35
13,5164,29651,0
13,4134,16142,10
6,946,6512,55
6,948,40604,13
13,4048,10233,16
15,5191,25094,0
3,5920,4,0
6,620,15393,89
6,663,44514,33
13,5287,10392,0
6,2190,40606,21
17,4695,19426,0
6,582,40604,8
6,944,6423,110
2,5340,40586,0
13,4135,29654,16
6,5482,6999,10
6,2942,41083,0
13,5164,17735,0
15,4763,41656,6
15,1276,37982,0
6,576,7144,13
6,4538,15619,0
6,5549,6462,0
66,1633,40825,0
17,2847,40353,0
4,825,3965,0
1,2008,13135,0
6,4000,6309,10
6,598,40224,0
15,2621,41045,2
6,647,1591,4
8,2714,10977,0
66,4858,36801,0
6,5419,6507,154
8,5423,35393,0
6,607,15024,310
4,4725,40442,0
15,4765,29566,12
1,5836,13060,0
8,4313,25517,0
13,3864,10041,0
6,644,2053,53
1,4808,13060,0
8,2425,24833,0
6,582,42173,4
4,1706,44387,0
8,5423,24118,0
3,6011,40385,0
66,6078,43047,0
6,587,2053,32
15,4417,30992,0
4,5767,41424,0
6,5482,6379,14
6,1938,41083,0
8,3023,39832,0
6,649,1591,8
4,2636,42775,0
4,1393,15424,0
13,5408,26982,0
9,2790,41044,0
2,6082,3079,20
6,583,15168,4
6,944,22244,7
6,608,6246,17
6,623,7165,40
6,644,6442,19
6,588,1848,3
6,594,33855,2
6,650,14821,121
6,2168,1826,18
6,618,14823,15
6,583,17110,4
6,1938,32629,11
6,632,1839,4
6,2549,24960,3
6,1892,22244,5
6,632,33851,20
6,570,32053,5
6,611,24820,33
6,596,14506,20
6,629,34753,25
6,612,33854,4
6,652,33851,12
6,2168,14822,37
6,641,30443,39
6,2541,35374,12
6,2244,34754,42
6,942,33851,29
6,621,25602,7
6,613,14962,21
6,4273,34753,39
6,618,19472,19
6,573,21468,16
6,2190,1829,13
6,579,1647,9
6,633,6389,29
6,2245,1645,15
6,635,7165,310
6,580,6999,13
6,644,19472,22
6,4275,32054,7
6,4274,34754,51
6,630,33852,14
6,570,2018,106
6,2551,34758,38
6,2541,14821,26
6,604,33852,1
6,989,33852,18
6,4275,33852,48
6,602,14506,4
6,619,30447,9
6,622,14822,21
6,607,22242,9
6,1478,2511,10
6,579,35372,5
6,635,34753,81
6,667,19472,82
6,620,22244,2
6,639,6427,107
6,581,33852,53
6,627,2449,8
6,652,2511,58
6,627,6620,20
6,4004,19472,1
6,620,21466,17
6,618,23098,62
6,665,6985,28
6,651,6278,27
6,588,33851,23
6,2549,34752,9
6,576,2216,17
6,945,38623,8
6,619,33854,12
6,651,34752,13
3,3010,23267,0
6,598,6319,11
6,618,6427,54
15,2612,25136,0
6,4970,1591,37
6,2190,38622,14
6,587,36437,50
6,989,1703,26
6,4970,6319,54
6,581,38623,3
6,4088,40777,10
6,595,6423,22
6,629,6613,60
6,632,6265,63
6,2541,39891,15
3,3337,26669,0
17,4323,36097,0
8,5289,11427,0
6,668,38162,20
13,4046,29657,2
8,3396,16347,0
66,2288,36806,0
66,4985,38927,0
6,634,36437,19
6,989,38162,15
3,2429,17183,0
5,5083,22081,0
66,4978,39542,0
8,5492,16347,0
8,5233,11182,0
6,2052,6459,4
6,5418,2511,22
6,2541,41083,1
5,5726,41809,0
6,640,39891,17
13,5287,10041,12
6,603,15006,13
2,5371,31449,0
2,5392,40493,0
15,2607,28459,0
6,670,6265,4
1,4009,36486,0
6,1938,42172,8
6,5482,40780,4
6,2243,2141,8
13,2707,9964,0
6,626,41084,4
6,5207,6555,37
5,5913,40895,0
8,5428,39832,0
6,599,43287,44
5,5726,41651,0
4,2925,28212,0
6,669,2216,9
6,4270,38621,19
3,5227,27716,0
13,1083,9964,0
13,5244,10202,0
6,586,23099,22
15,2609,18935,0
13,4048,26463,16
6,614,6512,4
9,3043,33248,0
4,825,4522,0
3,1179,5612,0
6,653,6573,14
6,579,38623,9
9,2787,41779,0
6,2551,38622,40
6,577,2097,18
13,2299,16055,0
4,797,41427,0
13,3496,37829,0
2,6082,42108,6
2,6082,40508,4
8,2435,40909,0
15,2610,22280,0
4,4111,15629,0
6,651,6537,8
6,670,24820,5
3,658,18370,0
13,5432,29654,0
6,582,43282,10
6,609,6281,8
15,4761,29566,0
6,5480,33204,0
8,2007,11068,0
66,4985,38065,0
2,4450,40508,0
5,3428,27709,0
6,599,14925,131
13,2710,26984,0
6,946,7165,14
6,637,6537,18
6,642,45565,5
4,3935,3950,0
6,663,6280,28
6,620,6601,35
4,3936,37833,0
6,5419,36563,12
15,4761,39834,0
6,2551,40611,0
13,1080,10821,0
6,627,14822,21
66,4989,36943,0
9,2794,33338,0
4,4824,36508,0
2,5368,39336,0
1,5804,42725,0
3,5537,38826,0
15,3180,14565,0
13,4134,29657,11
6,5479,6999,37
4,5684,19322,0
66,1633,39977,0
6,5716,38621,0
6,1476,1843,10
13,3558,40692,0
6,634,7146,15
6,580,17110,28
1,3696,14017,0
6,669,1712,40
9,1069,40317,0
6,5549,6322,0
8,1698,37493,0
4,1480,25424,0
5,2213,22081,0
9,2793,42625,0
6,663,2053,159
5,5695,39433,0
6,1476,45221,0
6,626,45157,8
6,667,17976,61
4,2925,4458,0
6,599,42769,50
15,2613,39429,0
13,2532,22480,0
5,5710,40895,0
6,669,6322,12
13,4298,42736,0
6,652,43977,3
4,1503,4627,0
13,4584,9907,0
8,5157,16347,0
6,583,6359,3
6,586,6379,2
6,624,6389,29
6,570,14821,13
6,574,6359,1
6,654,6379,4
6,667,6693,8
6,2168,6324,31
6,3719,6699,6
6,635,14507,105
6,4088,24960,9
6,4088,22242,7
6,645,2236,4
6,599,2236,19
6,608,32054,3
6,629,1890,6
6,1477,24960,12
6,647,19644,29
6,2244,33852,36
6,672,1890,1
6,573,24819,7
6,623,21466,10
6,2551,22242,90
6,623,32116,18
6,601,6365,1
6,626,34754,32
6,949,1638,1
6,1892,17109,33
6,989,1713,34
6,666,22242,17
6,570,35372,6
6,4274,32054,9
6,633,35328,1
6,616,32629,29
6,605,35372,6
6,627,1713,17
6,948,34755,11
6,613,35636,13
6,646,33851,5
6,597,6459,7
6,653,7091,9
6,644,34753,20
6,641,7151,16
6,583,2258,7
6,627,14821,13
6,587,17976,78
6,646,32053,4
6,651,1707,35
6,568,34752,6
6,651,34758,30
6,4614,2097,26
6,606,34752,10
6,570,1709,20
6,635,2258,53
6,674,17976,48
6,879,6613,8
13,4046,29643,5
6,649,6265,45
6,639,6279,30
6,2243,6265,62
6,942,17976,169
6,565,14925,34
6,654,6550,5
5,1306,28312,0
6,619,1843,39
6,671,6519,9
6,2243,40224,13
13,4048,37269,10
15,1277,38211,0
6,669,33852,12
8,1139,25517,0
6,596,15658,14
6,2190,40608,14
6,633,24819,15
6,568,40610,1
6,947,33853,16
3,3003,39084,0
15,4418,14565,0
6,5482,14967,51
3,2860,38826,0
13,3598,26462,0
6,650,38623,38
1,5453,13060,0
4,4953,3965,0
6,5549,1709,0
3,3743,5799,0
6,4538,1654,0
8,3355,36499,0
6,665,14823,49
13,2297,9852,0
6,4088,6246,8
6,648,7165,39
6,650,6423,107
6,632,7151,2
6,944,6573,46
6,948,7144,32
6,639,6999,27
6,5481,6551,4
6,2190,41392,15
6,948,6319,75
6,2242,7150,15
66,1621,38687,0
3,3709,40645,0
13,3965,38140,0
6,665,1890,25
6,2545,4974,8
6,5206,15658,19
66,1807,40823,0
66,4986,36811,0
8,5810,11427,0
8,2332,11067,0
6,942,6322,23
66,5822,39985,0
9,858,19806,0
13,1080,9964,0
2,1720,26951,0
6,611,6686,6
6,591,6246,0
15,4418,39529,0
5,5913,28312,0
6,626,43286,52
6,644,36437,31
66,2692,41810,0
2,1354,38995,0
6,2244,7095,10
6,5419,42770,7
2,4025,21358,0
8,5429,15675,0
5,3493,28297,0
9,2071,34106,0
17,2721,37271,0
6,609,19644,17
6,944,6519,30
8,5429,41236,0
6,2168,6459,39
4,3486,23512,0
5,5061,8042,0
9,851,40436,0
6,1814,2053,73
6,667,19569,17
6,5479,7150,58
6,5418,6423,125
6,650,7151,39
6,1447,6322,3
8,2007,36301,0
13,4950,41816,47
6,600,6281,8
6,640,42172,19
8,1248,36301,0
8,5430,15675,0
9,2788,31704,0
8,4459,11427,0
6,2190,24840,33
13,4135,9866,9
5,4949,7365,0
5,5405,40895,0
6,5549,6265,6
4,4953,37035,0
13,5519,32210,0
6,597,40224,5
6,2549,41084,0
8,4457,15675,0
13,4136,37269,0
8,1260,11464,0
6,608,41085,8
6,620,2093,3
6,627,6614,18
6,4538,42173,1
13,5071,26463,4
13,4048,25058,6
6,633,34758,41
6,633,41396,5
6,594,15619,13
6,2190,6265,55
5,5065,37417,0
13,5165,29663,0
6,3184,6265,16
66,4863,40855,0
2,5477,23965,0
8,3353,37493,0
16,4445,38494,0
13,4583,16142,0
8,5577,11427,0
15,4762,40880,0
15,4763,35130,5
66,5795,42809,0
6,663,6687,40
9,3043,32230,0
6,5482,6319,23
6,5481,7150,61
2,1960,27702,0
8,5235,40974,0
66,5839,37026,0
6,2543,6459,11
6,571,6462,26
1,6216,30484,6
13,4046,10041,28
66,5819,45281,0
6,622,40223,1
13,5244,29651,0
6,568,6519,9
6,5479,6379,8
6,4088,1591,8
4,4669,42775,0
1,6216,42000,6
13,4046,41816,25
6,600,23099,7
6,630,6389,73
6,653,6379,20
6,600,33855,3
6,603,22242,27
6,665,22245,15
6,665,6680,9
6,582,24820,22
6,642,6365,6
6,663,6614,37
6,989,32053,11
6,611,22244,8
6,4003,2236,21
6,611,21468,4
6,942,33852,34
6,942,19644,32
6,674,1890,11
6,949,2018,20
6,629,24820,9
6,627,19472,39
6,580,34758,22
6,1478,32117,32
6,602,6985,2
6,1939,24820,26
6,669,1890,4
6,602,34758,13
6,593,15006,10
6,2245,35373,11
6,3184,35330,1
6,622,14970,32
6,667,21466,52
6,2245,21465,25
6,668,21465,16
6,668,34757,10
6,612,34753,2
6,664,21465,7
6,1477,33851,15
6,619,34757,7
6,2168,6423,29
6,623,6319,22
6,651,24820,19
6,949,34758,10
6,567,22242,4
6,577,6686,8
6,621,34753,28
6,651,1703,30
6,615,6999,6
6,4088,15658,12
6,667,6620,42
6,1477,6462,27
6,588,7091,12
6,650,6613,154
6,631,24820,6
6,2549,2097,31
6,948,2511,14
6,647,6324,39
6,570,6319,65
6,603,35375,3
6,674,2013,15
6,4000,1843,20
6,4620,38623,0
6,671,38622,12
6,634,1636,50
9,4612,40318,0
6,640,6262,7
6,632,1636,30
6,654,38623,14
6,641,38621,19
6,628,1636,60
6,4878,14924,21
6,632,15620,10
66,4846,36790,0
6,2545,6246,13
6,2243,24840,6
6,611,2258,91
6,3184,6507,5
6,4274,33851,14
3,3708,4,1
13,3557,9964,0
15,4761,30580,0
6,647,41396,9
4,3935,16587,0
6,2543,6507,5
66,1224,36797,0
6,569,7151,1
66,4978,36802,0
6,608,6613,74
6,596,1833,8
8,4459,11018,0
3,1034,36096,0
6,640,17976,99
5,4601,40443,0
6,576,6322,11
66,4987,36806,0
6,567,2258,20
6,4538,6331,14
6,597,43282,19
2,5447,31449,0
13,5287,9905,11
3,3426,18368,0
6,944,1833,7
6,596,2235,8
4,4804,40441,0
6,1476,24819,5
6,4849,38998,1
4,2044,29710,0
15,3871,37982,0
13,4245,10041,0
9,851,40317,0
6,620,15658,41
4,3751,14532,0
4,3330,14532,0
6,649,42769,32
6,948,42771,14
66,1634,36803,0
6,669,14533,20
13,5164,43756,0
2,6082,42759,6
5,1182,24225,0
9,1152,8670,0
6,611,2013,11
6,612,44514,10
5,4646,7373,0
6,5481,42771,1
3,3708,24828,0
3,2095,24879,0
15,2981,15633,0
6,587,14823,26
6,4000,38622,9
6,587,6319,21
8,6152,10977,0
15,4761,41045,0
13,1083,29654,0
8,2007,40084,0
15,3206,38085,0
6,640,6280,13
6,663,40604,13
6,2190,24051,2
15,3005,15604,4
6,569,4974,15
6,4710,32052,3
6,4000,32054,48
15,1272,29566,0
6,5481,14822,12
6,624,40223,2
6,627,40604,16
16,4006,19709,0
15,2958,14410,0
3,2466,19635,0
15,4765,31616,15
6,2543,6537,9
4,2448,30188,0
6,639,6573,34
6,630,40777,13
6,2550,1708,6
3,3708,36497,0
13,4134,37421,3
6,3719,34758,11
6,570,40782,10
6,665,1636,14
6,633,40223,4
13,2299,31301,0
15,2607,37981,0
15,4760,37982,0
6,2551,24840,0
3,2095,34450,0
5,1306,40370,0
66,4983,36824,0
8,3920,11021,0
13,3863,10202,0
13,4045,29654,20
6,2190,24053,8
5,3700,28302,0
6,645,38621,16
6,644,7091,21
8,2600,15675,0
9,4612,40317,0
13,5164,10022,0
6,576,6507,6
4,5768,40752,0
4,2378,37275,0
13,6108,9930,0
9,858,8560,0
6,1066,6985,10
4,3855,44051,0
2,5341,39746,0
3,4236,37837,0
5,5725,32349,0
4,3009,37275,0
6,569,6512,8
6,640,6389,8
6,647,2053,43
6,2549,7165,64
6,635,32053,50
6,2168,1722,21
6,570,24960,11
6,613,14506,23
6,601,14506,13
6,605,32117,8
6,642,33851,38
6,629,33854,14
6,648,34752,38
6,626,33851,18
6,574,30447,4
6,944,21466,19
6,653,33851,25
6,942,33855,5
6,4088,14506,10
6,4003,1890,23
6,601,30443,4
6,639,32053,26
6,948,24960,21
6,4272,32052,16
6,1478,22242,10
6,1938,1636,69
6,2549,34755,2
6,2549,24820,17
6,2942,21466,7
6,1939,35374,5
6,948,19472,56
16,3313,24831,5
6,633,21465,6
6,637,34757,7
6,589,34755,8
6,628,22242,15
6,593,19472,5
6,652,6620,3
6,2242,34757,20
6,573,14822,21
6,651,2097,16
6,623,34347,11
6,1477,7151,1
6,650,33851,75
6,595,1890,6
1,3720,13060,2
6,583,35921,31
6,4614,33853,18
6,614,38621,1
6,654,6555,82
13,1080,17735,0
6,2242,6278,23
13,2369,9852,0
6,642,6246,17
6,4710,1843,32
8,3298,39832,0
6,645,6246,10
6,1447,35375,3
6,1628,33852,71
6,594,2511,11
66,1806,38683,0
6,616,35375,9
13,4135,9852,14
17,4838,24830,0
17,2771,14456,0
6,2550,33853,23
66,1659,37026,0
6,4878,6322,49
6,614,6537,7
