warehouse_id,vending_machine_id,sku_group_id,calc_direct_refill
6,5481,6459,136
6,569,1843,47
6,4002,17976,36
6,944,1843,23
4,5684,23316,0
6,602,14990,7
6,569,36437,60
6,635,6999,270
6,598,6322,12
6,5419,6601,94
6,5419,36437,161
66,2290,37369,0
6,610,43287,14
9,859,8646,0
6,586,15024,29
6,2245,1708,2
9,2793,42651,0
6,577,6999,8
6,4274,34758,63
6,602,38623,2
6,663,6512,343
6,568,14922,305
6,663,6537,41
13,826,22480,9
3,2095,4,0
5,5084,40370,0
6,4878,36437,198
6,4001,2018,28
1,5439,39823,0
6,652,2013,14
6,652,6999,88
6,1814,6309,10
6,2168,1843,284
6,4275,7151,12
13,5165,9964,0
6,644,6281,29
6,631,15023,121
6,4001,17976,159
6,565,6324,41
6,4710,44516,21
6,603,15021,78
6,617,15024,76
6,581,14920,205
6,2547,6304,0
9,2792,8629,0
6,640,6322,73
6,632,6519,35
6,634,40224,10
6,5549,42771,8
66,1172,41810,0
6,4538,42787,0
4,3855,4627,0
6,2543,17976,250
6,1628,2216,70
6,620,6459,77
8,1139,11253,0
8,5496,24118,0
6,645,35919,74
6,663,6519,137
13,4016,10072,0
6,5482,6512,155
6,5482,32118,1
6,669,6265,46
13,5164,10233,0
6,576,1839,30
15,4764,25140,0
6,614,1843,11
6,633,7150,51
13,4584,10041,0
17,6003,30200,0
6,628,36437,71
6,2242,36437,40
13,5164,39737,0
17,5299,38050,0
6,571,40223,22
6,672,6985,0
15,6164,14213,0
6,2942,24819,3
6,5479,6459,53
6,1814,42786,13
6,573,1843,63
4,2282,41825,0
6,5419,6319,116
6,4878,32052,32
8,1047,11145,0
6,650,7165,241
6,653,6512,104
9,2792,42800,0
6,640,6555,73
6,663,6281,70
8,5605,45371,0
6,5481,30446,67
15,3005,15608,4
15,4763,25097,1
6,565,6512,47
13,826,10041,29
6,944,6246,50
6,577,14922,103
6,619,1839,28
5,2213,28297,0
6,611,2236,12
6,641,6507,77
6,646,19569,22
8,4181,37270,0
6,665,6459,184
6,2168,6309,81
4,1503,19322,0
5,5083,30187,0
6,626,6583,13
6,1892,40779,14
4,5365,30188,0
2,5393,40481,0
6,5719,1591,0
9,3039,40319,0
6,669,36437,42
3,1463,27715,0
4,3457,32262,0
6,5549,32052,6
6,581,23133,181
6,1938,1703,97
6,4849,6573,79
13,4135,9934,68
6,633,2216,30
6,633,17976,237
8,4749,11523,0
8,5293,36301,0
6,1892,14919,76
6,4878,1645,2
4,1196,29710,0
6,635,6459,278
6,611,6281,11
6,1476,17976,136
6,4621,24819,1
6,4274,38621,43
2,1230,36099,0
6,949,19644,31
6,2545,1591,14
15,4763,41905,8
6,946,40779,6
6,667,6512,253
15,2614,32851,0
5,5712,39433,0
6,635,6265,196
6,626,6459,52
6,5482,30443,27
6,5481,14967,120
9,1159,41783,0
13,4950,30161,2
13,4950,29887,5
6,665,33853,23
1,3654,12417,0
66,1319,36943,0
6,5719,42787,0
8,5575,12001,0
6,665,6512,277
6,568,14925,189
3,3341,37837,0
6,5481,17109,81
6,642,6462,33
5,1317,8042,0
6,666,42768,12
6,2168,1703,158
6,5481,43283,85
6,944,15619,3
6,880,14823,23
6,4878,1703,104
2,6196,42721,0
5,4646,41140,0
15,4764,18471,10
4,3457,34694,0
6,580,14922,41
6,653,6265,62
6,581,17976,227
5,5082,26195,0
8,5491,41238,0
6,1815,36437,119
66,4853,39542,0
2,3226,27701,0
66,5860,37393,0
6,619,7146,6
8,5399,40110,0
6,1476,6304,0
6,4849,2216,48
6,594,40223,22
4,4285,43679,0
13,4950,9852,24
2,5461,41572,0
6,640,14533,34
6,570,14968,88
6,650,33204,36
6,576,2013,85
