warehouse_id,vending_machine_id,manufacturer_variant_id,sales
1,4320,22556,22
1,4229,37273,2
1,1844,25452,4
1,789,21848,7
1,4900,36635,7
1,3688,13745,6
1,1844,20852,33
1,4229,41267,3
1,4921,19501,35
1,3801,36631,20
1,5108,30485,18
1,4563,13135,69
1,4921,12327,84
1,839,19501,159
1,4626,19434,146
1,4053,38049,22
1,1844,13848,6
1,5159,43640,51
1,5144,25610,25
1,4206,20848,36
1,5040,22926,16
1,4589,20519,146
1,5039,39893,16
1,3654,24337,5
1,5116,19502,6
1,4227,38049,24
1,5139,40662,25
1,4041,12792,53
1,5149,20519,27
1,3655,21463,35
1,5159,33770,12
1,915,23151,10
1,4672,21851,21
1,4041,36637,10
1,1640,19432,20
1,4011,36631,29
1,5307,14017,33
1,1101,17952,19
1,5144,20852,115
1,4809,45564,5
1,4936,33634,7
1,1119,32598,12
1,5339,37491,16
1,831,21851,11
1,1650,33770,9
1,4629,37490,8
1,1670,33770,14
1,4086,39001,31
1,68,13970,12
1,4678,36632,20
1,5409,39893,6
1,3052,13786,30
1,5508,20519,13
1,4549,25610,89
1,1831,13060,1
1,1138,36486,19
1,5560,37490,14
1,1143,37992,1
1,2280,22944,3
1,5283,43640,7
1,1916,24866,9
1,4626,36509,172
1,5560,24843,27
1,4626,24843,254
1,5560,18106,33
1,4626,30820,588
1,5535,41842,9
1,4626,30482,810
1,5553,18581,23
1,4626,20848,644
1,5567,18106,4
1,4626,20854,229
1,5570,42000,35
1,4626,36640,58
1,1894,23638,251
1,4628,13743,77
1,1894,14172,10
1,1656,21851,6
1,5570,23639,28
1,4719,37491,7
1,1894,15174,68
1,1245,21820,7
1,5571,24843,20
1,4800,15209,68
1,5571,36509,26
1,4800,39001,62
1,3158,30485,51
1,4626,19501,266
1,1894,20848,355
1,1785,36632,2
1,831,42782,8
1,4910,25609,119
1,4969,34396,14
1,5409,41965,6
1,5784,21463,21
1,4797,25609,57
1,1894,32597,182
1,4426,40668,13
1,5571,34434,16
1,1459,14017,9
1,4421,38049,100
1,4921,30485,113
1,4426,13743,74
1,1917,24746,9
1,4426,36632,28
1,4968,44117,8
1,1894,26061,88
1,4441,39002,4
1,1894,33528,52
1,2009,34827,13
