warehouse_id,vending_machine_id,manufacturer_variant_id,sales
1,898,15194,6
1,2062,22926,62
1,898,20519,1
1,2062,15209,26
1,4900,43638,18
1,2081,35326,26
1,4900,35079,22
1,2081,40665,22
1,4900,39001,21
1,2101,36305,5
1,4900,30484,226
1,2101,16037,227
1,4900,30485,136
1,6326,18106,5
1,4900,12327,395
1,6326,45304,4
1,4900,38049,256
1,6328,46930,7
1,4900,36631,82
1,6328,42782,3
1,4900,32348,7
1,6328,43635,11
1,4900,19501,134
1,6328,46929,5
1,4900,37491,14
1,2127,22926,371
1,4900,42725,8
1,2127,45471,10
1,2037,14692,4
1,2127,42779,40
1,789,31091,75
1,2127,37832,298
1,865,43635,19
1,2127,16037,409
1,4900,12793,28
1,2205,33768,116
1,915,37832,134
1,2278,33771,34
1,915,42779,6
1,2280,22124,42
1,915,42724,5
1,2280,20850,27
1,915,15209,63
1,2280,33772,4
1,915,22926,83
1,2320,43639,36
1,915,36036,3
1,2320,36630,28
1,929,46929,4
1,2320,45459,15
1,1092,45284,2
1,2323,16037,71
1,4900,12209,17
1,5453,13134,31
1,4900,12795,11
1,5453,12417,24
1,4900,19435,6
1,5453,26061,5
1,4900,43584,6
1,5453,21463,16
1,2040,33897,5
1,5453,13848,13
1,4900,36087,18
1,5453,4,3
1,4900,13135,97
1,5453,19501,10
1,4900,35371,12
1,5453,21313,8
1,4900,43635,8
1,5453,36636,18
1,4900,34697,54
1,5453,13965,4
1,1894,42724,21
1,5453,13135,4
1,1894,37273,94
1,5453,42723,4
1,4900,36636,30
1,5453,33527,4
1,4900,36637,15
1,5453,19500,16
1,1932,37832,63
1,5453,37832,4
1,2040,42778,2
1,5453,21851,3
1,2040,27815,8
1,5456,23260,16
1,1970,44027,35
1,5456,25609,47
1,2008,12486,17
1,5456,18105,52
1,2008,40661,45
1,5456,37045,6
1,2008,30594,117
1,5456,42920,5
1,2008,39893,255
1,5456,20851,27
1,2009,14769,79
1,5456,36640,28
1,2009,36632,85
1,5456,40662,28
1,2009,36638,121
1,5456,30484,62
1,2010,36638,68
1,5456,37992,1
1,2011,46847,61
1,5456,32555,48
1,2011,36640,53
1,5456,34351,5
1,2012,12486,12
1,5456,15430,33
1,2012,15430,2060
1,5456,26060,11
1,2020,36087,24
1,5456,37993,2
1,2064,12327,2
1,5456,42724,7
1,2064,25609,3
1,5456,42778,6
1,2062,43640,56
1,5456,20848,12
1,2062,12327,159
1,5456,43632,20
1,2081,42724,50
1,5456,46138,7
1,2081,22926,283
1,5456,23638,8
1,2081,41842,10
1,2343,25609,24
1,2081,33339,3
1,4875,30484,20
1,2081,17414,2
1,4875,20850,27
1,2127,46927,6
1,4875,36632,48
1,2151,12327,187
1,4875,44077,21
1,2151,43632,31
1,4875,46138,15
1,2205,43640,57
1,4875,20519,12
1,2205,46927,36
1,4875,14017,9
1,2206,20854,26
1,4875,21463,17
1,2216,45564,30
1,4875,30485,13
1,2221,36632,9
1,4875,39001,16
1,2278,33772,13
1,4875,15430,63
1,2312,30482,4
1,4875,16037,71
1,2320,44068,7
1,4875,36425,12
1,2320,25451,8
1,4875,36636,4
1,2323,12792,123
1,4875,36509,17
1,2323,43632,25
1,4875,13744,15
1,2323,22926,92
1,4875,32348,7
1,2342,16037,197
1,4875,34396,5
1,2342,14017,47
1,4875,14880,3
1,2096,30169,3
1,4875,34697,1
1,2489,37832,289
1,2492,43641,28
1,2500,37832,270
1,2492,38049,145
1,2560,43636,3
1,2508,26060,66
1,2096,33526,2
1,2508,16037,287
1,3386,20519,9
1,5471,37045,18
1,3386,12327,39
1,5471,40662,15
1,3386,16037,58
1,5471,36632,18
1,3386,24843,6
1,5471,28229,41
1,3386,23637,10
1,5471,18105,22
1,3387,33525,17
1,5471,26061,39
1,3387,21656,38
1,5471,34006,12
1,3387,32598,83
1,5471,15209,15
1,4910,36036,166
1,5471,13060,2
1,4910,18105,114
1,5471,41567,33
1,4910,19500,61
1,5471,41817,14
1,4910,13743,123
1,5471,33772,5
1,4910,25609,119
1,5471,34351,11
1,4910,36766,56
1,5471,12355,8
1,2653,12327,136
1,5471,40715,9
1,3387,16037,84
1,5471,21851,10
1,2676,37832,31
1,5471,42001,23
1,4910,36635,11
1,5471,36638,6
1,2096,14017,1
1,5471,40667,24
1,4910,36632,16
1,5471,27207,1
1,915,23639,110
1,5473,40664,49
1,4910,36631,103
1,5473,43641,38
1,4910,18106,63
1,5473,25610,56
1,4910,19434,79
1,5473,19502,22
1,2730,46137,8
1,5473,18105,147
1,2730,31091,103
1,5473,26061,61
1,5508,34006,9
1,5473,46138,4
1,5508,25610,9
1,5473,34006,18
1,5508,36628,4
1,5473,12792,14
1,5508,19500,5
1,5473,13743,15
1,5508,37491,3
1,5473,40662,27
1,5508,20851,11
1,5473,33772,23
1,4910,36757,66
1,5473,23639,21
1,4910,23638,100
1,5473,13135,31
1,4910,13007,66
1,5473,32555,33
1,4910,34396,52
1,5473,19435,21
1,4910,30169,39
1,5473,20784,22
1,4910,30820,99
1,5473,28229,29
1,4910,25610,132
1,5473,36632,17
1,4910,20855,26
1,5473,36757,23
1,4910,20848,52
1,5473,42000,16
1,4910,37273,12
1,5473,18087,9
1,4910,34825,5
1,5473,20851,12
1,4910,33020,4
1,5473,13060,3
1,4910,14167,30
1,5473,40661,20
1,4910,30168,8
1,5473,40667,13
1,4910,13813,7
1,5473,27207,2
1,4910,33022,1
1,2647,45563,2
1,4910,29907,2
1,2653,16037,111
1,4910,37044,12
1,2653,18581,22
1,4910,31475,4
1,2653,46137,9
1,3387,32348,13
1,6387,41267,4
1,3387,12327,57
1,2729,41817,23
1,3387,33526,29
1,2796,43632,67
1,3387,33021,3
1,2796,35326,46
1,3387,19501,29
1,3386,15171,13
1,3387,17414,2
1,3386,33526,24
1,3387,13744,48
1,3386,32599,29
1,3387,14017,10
1,3386,32179,25
1,3387,20523,8
1,3386,30485,8
1,3387,13135,42
1,3386,33525,9
1,3387,18083,2
1,3386,33534,3
1,3390,28229,116
1,3386,13135,7
1,3390,36425,66
1,3386,19501,7
1,3390,24866,124
1,3386,20523,7
1,3390,30484,60
1,3387,23151,17
1,3390,25609,343
1,3387,17951,34
1,3390,18105,94
1,3387,20852,52
1,3390,34411,9
1,3387,32599,192
1,3390,21851,25
1,3387,15194,17
1,3390,12441,6
1,3387,23637,9
1,3390,12854,14
1,3387,20519,16
1,3390,24865,75
1,3387,21820,35
1,3390,12795,81
1,3387,19502,29
1,3390,34006,41
1,3387,17703,1
1,3390,22926,46
1,3387,13152,1
1,3390,21820,18
1,3387,26060,31
1,3390,36628,14
1,3390,36486,42
1,3390,45284,78
1,3390,26060,174
1,3390,43635,35
1,3390,19501,106
1,3390,40662,6
1,3390,23639,112
1,3390,42723,64
1,3390,33531,21
1,3390,43641,68
1,3390,18556,35
1,3390,33769,30
1,3390,34396,31
1,3390,43640,88
1,3390,13744,130
1,3390,32179,18
1,3390,12792,107
1,3390,17951,10
1,3390,30485,55
1,3390,33535,5
1,3390,30820,100
1,3390,22921,13
1,3390,36509,14
1,3390,20784,9
1,3390,30941,37
1,3390,13330,20
1,3390,36424,14
1,3390,41567,46
1,3390,14017,212
1,3390,38244,17
1,3390,18087,32
1,3390,20851,27
1,3390,35326,9
1,3390,37045,8
1,3390,43632,61
1,3392,36632,94
1,3390,46137,8
1,3392,45284,128
1,3390,33771,26
1,3392,40664,37
1,3390,45564,51
1,3392,25609,579
1,3390,33526,11
1,3392,34006,163
1,3390,32348,49
1,3392,41965,54
1,3390,33525,9
1,3392,23260,118
1,3390,33527,12
1,3392,38244,233
1,3390,30940,34
1,3392,22926,369
1,3390,31659,9
1,3392,23638,571
1,3390,21656,8
1,3392,28229,165
1,3390,25432,10
1,3392,43632,109
1,3390,36488,13
1,3392,26060,278
1,3390,24838,16
1,3392,12795,91
1,3390,23640,8
1,3392,23639,313
1,3390,40663,13
1,3392,45564,132
1,3390,13813,6
1,3392,20851,53
1,3390,23260,6
1,3392,43639,64
1,3390,25452,5
1,3392,30485,151
1,3390,36087,8
1,3392,43635,72
1,896,19311,13
1,3392,35326,27
1,896,32599,137
1,3392,36509,30
1,896,32597,213
1,3392,40715,7
1,896,21820,36
1,3392,20854,89
1,896,25609,74
1,3392,36628,67
1,896,17415,6
1,3392,32597,430
1,3390,39893,26
1,3392,36036,98
1,3390,13786,43
1,3392,24866,70
1,3390,42920,22
1,3392,18087,38
1,3390,36977,16
1,3392,18106,137
1,3390,33768,9
1,3392,12441,15
1,3392,20850,52
1,3392,33528,49
1,3392,36640,18
1,3392,30941,35
1,896,18105,139
1,3392,28232,45
1,896,17951,17
1,3392,33770,22
1,896,20784,31
1,3392,25452,23
1,896,32555,215
1,3392,40662,18
1,896,33529,31
1,3392,43636,9
1,896,36036,48
1,3392,46137,15
1,896,12792,49
1,3392,13236,5
1,6391,25451,2
1,3392,36639,14
1,6391,46927,9
1,3392,20778,35
1,6391,26060,3
1,3392,14880,8
1,6392,15209,7
1,3392,13330,12
1,6392,42000,5
1,3392,37045,9
1,3392,13786,205
1,3392,31659,14
1,3392,39893,54
1,3393,34399,99
1,3051,37045,20
1,3393,34397,40
1,3051,43639,35
1,3393,13744,142
1,3051,38049,160
1,3393,17952,40
1,3051,15209,115
1,3393,39001,34
1,3051,45471,19
1,3393,30820,379
1,3052,43641,48
1,3393,25432,30
1,3155,37045,5
1,3393,36486,148
1,3158,45563,14
1,3393,36088,155
1,3392,15110,51
1,2730,43635,21
1,3398,42778,15
1,915,33770,51
1,3402,46138,1
1,915,14017,33
1,3392,41964,18
1,915,13007,27
1,3392,14017,93
1,915,19311,15
1,3392,36977,30
1,915,37273,13
1,6393,44027,3
1,2759,36488,10
1,6394,13060,3
1,2101,13245,5
1,3655,40661,2
1,2796,42723,18
1,3655,35326,2
1,2796,42779,15
1,3777,37045,9
1,2796,37832,135
1,6394,44027,1
1,2798,36632,180
1,3392,42783,37
1,2799,39002,19
1,3392,43641,55
1,2101,15141,1
1,3392,42778,13
1,2101,23375,5
1,3392,36637,41
1,3393,20519,170
1,896,24185,12
1,3393,30485,208
1,3392,13744,232
1,2799,31091,22
1,4201,43639,6
1,2799,14860,11
1,896,13156,9
1,2818,20854,67
1,4322,46138,5
1,2799,45563,5
1,896,12854,116
1,2127,21390,11
1,4422,46927,3
1,3393,14017,153
1,3392,42920,31
1,3393,16037,559
1,3392,24843,74
1,3393,34396,59
1,3392,16037,669
1,3393,13786,238
1,3392,40663,7
1,2151,35326,1
1,3392,42725,10
1,2151,40343,1
1,4968,39820,1
1,2151,36638,6
1,5144,46138,8
1,3393,39002,92
1,896,30485,85
1,2818,36638,4
1,3392,20519,251
1,2818,30482,123
1,896,24184,22
1,2818,36635,14
1,896,22921,10
1,2197,30820,4
1,896,12823,13
1,5520,38049,12
1,3392,22944,8
1,5520,37832,18
1,3392,34397,58
1,5520,33527,7
1,896,27897,24
1,5520,26060,1
1,3392,36425,158
1,5520,16037,8
1,3392,34396,99
1,5520,40668,11
1,5564,43640,4
1,5520,12327,4
1,3392,23548,54
1,5520,13786,18
1,5626,46927,2
1,5520,18581,1
1,3392,33526,73
1,915,17951,36
1,896,15194,22
1,915,32598,47
1,3392,12670,16
1,915,17952,33
1,3392,24746,14
1,915,27897,41
1,3392,33897,10
1,915,20848,52
1,5784,46927,2
1,915,30169,23
1,5801,16037,0
1,915,33526,38
1,5801,46848,6
1,915,31322,16
1,5836,45284,4
1,915,23151,10
1,5836,20851,16
1,915,15194,6
1,3392,33525,36
1,915,32348,6
1,5899,22124,9
1,915,23637,0
1,3392,36305,8
1,915,22921,9
1,896,12473,6
1,2818,25609,103
1,3392,34399,30
1,2818,23638,78
1,6009,3165,4
1,2818,23639,62
1,3392,13060,7
1,2818,37832,83
1,3392,21390,23
1,2818,43640,22
1,3392,25432,31
1,2818,13848,51
1,6556,4,1
1,2818,33768,11
1,47,30482,98
1,2818,28229,37
1,896,30169,36
1,3393,23548,8
1,3392,36486,32
1,2818,19500,23
1,3392,25431,23
1,2818,36630,33
1,47,26060,185
1,2818,35079,22
1,61,43635,8
1,2818,43632,6
1,3392,23640,14
1,5525,36088,14
1,3392,34413,7
1,5525,18581,38
1,3393,12327,565
1,5525,44027,30
1,3393,34434,330
1,5525,34201,9
1,3393,38049,694
1,5525,39829,2
1,3393,36636,38
1,5525,39827,7
1,3393,20523,103
1,5525,42001,12
1,3393,13135,99
1,5526,33527,19
1,2795,37832,34
1,5526,39829,6
1,2795,32555,40
1,5526,42001,10
1,2795,36636,2
1,5526,36088,14
1,2795,36509,38
1,5526,33771,43
1,2795,26060,15
1,5526,34100,2
1,2795,34396,13
1,5526,18581,21
1,2795,18106,46
1,5526,34201,19
1,2795,28229,21
1,5526,43640,70
1,2795,20519,66
1,5526,21463,6
1,2795,36639,2
1,5526,39002,6
1,2795,14017,27
1,5526,38049,6
1,2795,23260,25
1,5526,39823,2
1,2795,43632,11
1,5526,43584,19
1,2795,23638,35
1,5526,34102,1
1,2795,25431,7
1,5526,34202,2
1,2795,44077,2
1,5526,34199,4
1,2795,13813,12
1,5526,25451,13
1,2795,35079,14
1,5526,39827,8
1,2796,20848,115
1,5526,39814,0
1,2796,30191,79
1,5526,39816,2
1,2796,19311,13
1,5526,33768,23
1,2796,28229,47
1,5526,39812,0
1,2796,36088,103
1,5526,44068,3
1,2796,32597,189
1,5527,40504,393
1,2796,20851,30
1,2818,23637,6
1,2796,34351,27
1,2818,12854,22
1,2796,18106,100
1,2818,24185,9
1,2796,23260,110
1,2818,14692,3
1,2796,34396,29
1,2818,12461,5
1,2796,20854,19
1,2818,32599,19
1,2796,23638,162
1,2818,12792,26
1,2796,22926,146
1,2818,36641,9
1,2796,23639,204
1,2818,13786,19
1,2796,34006,47
1,2818,37273,6
1,2796,19500,72
1,2198,42779,7
1,2796,15209,22
1,2198,26214,5
1,2796,25432,8
1,5527,39822,6
1,2796,36036,34
1,5527,39820,5
1,2796,36639,12
1,5527,39819,11
1,2796,25452,6
1,5527,39828,3
1,2796,43640,72
1,5527,39827,8
1,2796,46138,8
1,5527,35326,21
1,2796,27897,57
1,5527,34100,5
1,2796,31322,23
1,5527,42289,3
1,2796,33529,19
1,3393,33526,64
1,2796,22944,7
1,3393,36640,41
1,2796,33770,40
1,3393,19435,39
1,2796,34397,6
1,2198,23640,6
1,2796,33535,3
1,2198,32179,2
1,2796,23637,8
1,2206,18087,2
1,2797,43635,12
1,2206,15141,3
1,2797,35224,39
1,3393,25431,8
1,2797,36632,81
1,3393,20785,33
1,2797,35371,7
1,3393,33525,36
1,2797,22124,177
1,3393,23640,20
1,2797,36630,4
1,3393,20808,19
1,2797,24866,10
1,3393,36305,4
1,2797,33527,53
1,3393,12485,4
1,2797,31091,38
1,2206,42778,2
1,2797,24838,38
1,2207,30484,3
1,2797,36639,6
1,2207,27699,1
1,2797,30485,90
1,2207,12483,3
1,2797,25610,175
1,2216,27897,1
1,2797,20523,26
1,2216,40829,0
1,2797,30484,120
1,3393,42783,66
1,2797,35079,30
1,2221,41965,6
1,2797,21390,10
1,2222,13060,1
1,2797,32555,59
1,3393,15110,60
1,2797,36509,19
1,3393,42778,44
1,2797,23260,14
1,3393,22944,21
1,2797,33770,22
1,3393,21390,17
1,2797,20808,7
1,3393,12793,66
1,2797,21894,3
1,3393,40663,22
1,2797,12441,11
1,2278,13330,5
1,2797,20785,11
1,2278,43632,3
1,2797,43632,11
1,2278,17951,10
1,2798,22926,606
1,2278,40670,7
1,2798,36425,49
1,2278,20823,6
1,2798,23638,332
1,3393,42920,50
1,2798,23639,687
1,2280,24865,2
1,2798,19500,309
1,2280,36305,2
1,2798,42782,44
1,2280,21345,1
1,2798,18106,227
1,3393,24843,11
1,2798,22556,89
1,3393,15171,19
1,2798,35133,45
1,3393,33528,3
1,2798,25609,240
1,3393,35371,11
1,2798,33770,152
1,3393,45470,23
1,2798,23260,176
1,3393,30168,4
1,2798,34397,95
1,3393,20823,1
1,2798,35326,31
1,3393,21656,17
1,2798,35224,69
1,2312,33527,6
1,2798,46137,8
1,2312,14097,1
1,2798,12792,72
1,2312,46138,7
1,2798,12854,165
1,2312,27207,0
1,2798,34351,54
1,2323,37311,2
1,2798,36639,34
1,2323,32179,5
1,2798,20778,6
1,3051,46138,4
1,2798,41965,6
1,3052,16037,124
1,2798,38244,251
1,2341,31285,9
1,2798,34006,116
1,2341,33022,2
1,2798,21820,32
1,2343,20823,5
1,2798,36488,20
1,2343,23637,2
1,2798,34411,5
1,3288,42779,11
1,2798,20851,45
1,3398,22926,163
1,2798,33528,34
1,3398,36425,142
1,2798,12441,10
1,3398,20848,320
1,2798,25431,31
1,3398,19500,204
1,2798,14172,10
1,3398,25610,476
1,2798,33529,19
1,5534,25610,44
1,2799,18106,36
1,5534,40661,11
1,2799,36632,48
1,5534,20848,79
1,2799,30484,15
1,5534,22926,37
1,2799,37273,44
1,5534,20851,16
1,2799,36036,36
1,5534,26061,85
1,2799,24865,47
1,5534,36631,22
1,2799,23638,114
1,5534,40670,50
1,2799,34697,21
1,3398,18106,219
1,2799,32555,82
1,3398,36766,79
1,2799,25610,226
1,3398,14860,48
1,2799,25609,277
1,3398,36757,82
1,2799,36766,32
1,3398,26061,106
1,2799,13743,94
1,3398,33770,194
1,2799,30941,17
1,3398,37273,40
1,2799,18105,59
1,3398,15430,44
1,2799,13848,31
1,3398,34351,126
1,2799,36635,4
1,3398,19502,124
1,2799,13813,12
1,3398,32555,166
1,2799,14167,26
1,3398,41965,65
1,2799,19500,15
1,3398,34397,62
1,2799,15194,11
1,3398,36628,19
1,2799,31322,20
1,3398,36641,17
1,2799,32598,26
1,3398,27207,7
1,2799,33895,4
1,3398,33772,117
1,2799,19432,14
1,3398,43641,89
1,2799,36757,8
1,3398,45284,85
1,2799,21463,84
1,3398,32597,165
1,2799,41567,24
1,3398,34399,74
1,3393,19500,89
1,3398,46138,24
1,3393,36635,43
1,3398,24184,31
1,3393,34697,73
1,3398,25432,11
1,3393,23637,4
1,3398,42782,1
1,3393,36631,37
1,3398,13970,25
1,3393,35079,62
1,3398,43636,10
1,3393,31091,264
1,3398,21820,78
1,3393,24838,46
1,3398,13954,33
1,3393,33527,73
1,3398,34411,6
1,3393,40665,22
1,3398,32599,93
1,3393,18581,74
1,3398,20851,17
1,3393,33768,92
1,3398,40829,5
1,3393,21463,180
1,3398,32598,59
1,3393,42779,98
1,3398,19432,45
1,3393,41842,40
1,3398,13060,2
1,3393,24841,14
1,3398,26214,12
1,3393,33771,27
1,3398,31322,21
1,3393,43584,12
1,3400,13848,115
1,3393,36630,93
1,3400,36631,67
1,3393,18556,61
1,3400,32599,151
1,61,43632,11
1,3400,23638,410
1,3393,45563,33
1,3400,20523,56
1,3393,42725,13
1,3400,34434,276
1,30,43632,16
1,3400,36766,46
1,47,43641,39
1,3400,18106,300
1,50,16037,405
1,3400,19434,268
1,90,36488,17
1,3400,14167,16
1,99,42724,2
1,3400,25610,458
1,99,38049,126
1,3400,36636,65
1,3393,33534,2
1,3400,33635,11
1,3393,31322,18
1,3400,12853,73
1,144,30482,175
1,3400,19502,47
1,145,22124,88
1,3400,15194,34
1,145,45284,34
1,3400,31322,27
1,255,16037,311
1,3400,19432,87
1,255,38049,201
1,3400,32555,460
1,390,44027,2
1,3400,37832,257
1,390,37045,13
1,3400,32598,78
1,564,43635,9
1,3400,24865,172
1,5508,20778,5
1,3400,35687,20
1,5508,23639,46
1,3400,36088,96
1,5508,13744,0
1,3400,34411,12
1,5508,22926,16
1,3400,20852,148
1,5508,23638,29
1,3400,21390,38
1,5508,37045,2
1,3400,34697,62
1,5508,36632,16
1,3400,23637,84
1,5508,18106,19
1,3400,37273,44
1,5508,23260,20
1,3400,45284,84
1,90,25451,18
1,3400,12793,111
1,5508,20519,13
1,3400,46138,13
1,5508,46137,7
1,3400,44068,26
1,145,43641,60
1,3400,36638,32
1,145,33772,11
1,3400,36757,40
1,292,43632,34
1,3400,21463,31
1,3398,18105,231
1,3400,38244,164
1,3398,36639,61
1,3400,41567,124
1,3398,13743,334
1,3400,42791,19
1,3398,36638,71
1,3400,33770,111
1,3398,35326,180
1,3400,37491,14
1,3398,36632,120
1,3400,23642,12
1,390,43639,18
1,3400,13775,7
1,977,13007,104
1,3402,23638,207
1,977,38049,123
1,3402,20523,50
1,977,30484,149
1,3402,22926,146
1,977,13743,46
1,3402,36088,7
1,977,32597,160
1,3402,37273,51
1,977,22926,125
1,3402,41817,35
1,977,25450,14
1,3402,15194,20
1,977,23639,242
1,3402,14167,75
1,977,30820,63
1,3402,21390,21
1,977,25609,165
1,3402,28229,94
1,977,36632,31
1,3402,24865,20
1,977,26060,50
1,5534,16037,101
1,977,24866,15
1,5534,42001,6
1,977,32179,23
1,5534,14860,13
1,977,34396,42
1,5534,45284,28
1,977,26629,0
1,5534,43634,5
1,977,30482,23
1,5534,41965,16
1,977,34006,66
1,5534,22944,6
1,977,21851,83
1,5534,21463,10
1,977,43632,12
1,5534,43632,23
1,977,42783,25
1,5534,36088,5
1,977,20778,8
1,5534,20784,24
1,977,13262,4
1,5534,12854,10
1,977,24185,5
1,5534,35326,17
1,977,15430,15
1,5534,13743,11
1,977,23260,15
1,5534,19434,9
1,977,43640,17
1,5535,20850,324
1,3398,41964,21
1,5535,30820,230
1,3398,25609,356
1,5535,20848,206
1,5508,33770,9
1,5535,44077,23
1,5508,20850,3
1,977,19502,86
1,3398,28229,201
1,977,20852,51
1,3398,30484,566
1,977,30191,98
1,3398,30820,119
1,977,25610,150
1,3398,15110,109
1,977,33770,6
1,3398,40662,29
1,977,12854,5
1,3398,20778,48
1,977,32599,53
1,3398,41817,32
1,977,32598,72
1,3398,22124,98
1,977,33895,6
1,3398,41567,89
1,977,17951,36
1,3398,24865,56
1,977,36766,31
1,3398,37490,14
1,977,36628,5
1,3398,12854,217
1,977,24184,35
1,3398,36636,59
1,977,20523,22
1,3398,36424,29
1,977,21820,62
1,3398,20850,81
1,977,27897,22
1,3398,24838,58
1,977,19311,10
1,3398,44068,17
1,977,24865,17
1,3398,37045,4
1,977,23638,179
1,3398,42783,16
1,977,30169,6
1,3398,43637,22
1,977,44027,21
1,3398,14880,39
1,977,43634,20
1,3398,21851,101
1,977,35326,28
1,3398,24866,20
1,977,26061,11
1,3398,34396,17
1,977,23637,4
1,3398,33527,56
1,977,32555,57
1,3398,43346,43
1,977,13060,6
1,3398,32179,25
1,977,22921,8
1,3398,17951,22
1,977,20851,40
1,3398,33535,6
1,977,18105,21
1,3398,12441,34
1,977,39002,11
1,3400,19500,271
1,5535,12795,29
1,3400,18105,417
1,5535,20778,16
1,3400,26061,160
1,5535,31091,311
1,3400,21820,130
1,5535,40662,8
1,3400,17951,63
1,5535,26060,92
1,3400,20784,30
1,5535,13744,29
1,3400,20848,665
1,5535,46137,15
1,3400,32597,277
1,5535,23260,30
1,3400,12854,157
1,5535,36425,6
1,3400,22556,82
1,5535,34351,51
1,3400,24184,79
1,5535,41968,9
1,3400,33897,9
1,5535,23638,114
1,3400,34396,53
1,5535,28229,109
1,3400,21851,127
1,5535,35079,30
1,3400,13743,266
1,5535,33527,60
1,3400,22124,140
1,5535,30191,46
1,3400,28229,226
1,5535,37045,8
1,3400,25609,76
1,5535,20519,12
1,3400,31659,11
1,5535,34413,10
1,3400,12472,25
1,5535,42920,15
1,3400,36635,25
1,5535,43345,5
1,3400,30169,15
1,3402,23639,98
1,3400,13813,16
1,3646,38747,2
1,3400,27815,9
1,3402,36640,21
1,3400,13007,50
1,3402,36631,11
1,3400,14860,88
1,5535,36488,6
1,3400,43640,116
1,3402,13007,21
1,3400,35326,56
1,1830,33525,165
1,3400,24185,13
1,1830,33896,63
1,3400,45471,28
1,1830,17591,3
1,3400,40664,81
1,1830,15171,118
1,3400,39002,70
1,1830,33526,195
1,3400,15110,88
1,1830,23374,40
1,3400,42783,13
1,1831,36486,3
1,3400,42723,85
1,2379,13152,1
1,3400,36639,36
1,2379,29908,3
1,3400,15430,290
1,1831,19502,8
1,3400,37045,25
1,1831,20852,11
1,3400,20850,151
1,3402,36036,19
1,3400,42000,89
1,3402,20519,38
1,3400,41968,47
1,3402,21851,28
1,3400,36977,17
1,3402,36352,4
1,3400,15209,33
1,3402,42779,34
1,3400,19311,29
1,3402,36630,16
1,3400,27207,7
1,3402,37832,24
1,3400,40829,15
1,2403,42783,6
1,3402,20848,213
1,2437,17703,2
1,3402,32555,90
1,1831,17952,12
1,3402,34397,50
1,1831,34434,0
1,3402,35326,51
1,1831,36766,26
1,3402,18087,50
1,1831,24865,3
1,3402,32597,112
1,1831,30199,1
1,3402,30820,226
1,1831,22926,12
1,3402,24184,18
1,2489,46931,4
1,3402,36488,21
1,2489,36352,4
1,3402,18105,140
1,2500,24841,2
1,3402,18106,66
1,2500,13151,1
1,3402,25610,285
1,2500,33020,3
1,3402,13743,75
1,2500,33021,1
1,3402,34396,70
1,1831,35079,18
1,3402,25432,14
1,1831,24843,2
1,3402,36757,7
1,2508,13060,1
1,3402,30941,32
1,2508,40670,7
1,3402,20851,58
1,1831,20523,4
1,3402,34399,46
1,4549,36305,2
1,3402,36766,104
1,4550,23638,2
1,3402,22124,73
1,4550,33530,0
1,3402,33770,45
1,1831,22921,7
1,3402,40663,2
1,4628,18084,1
1,3402,19500,98
1,4628,39160,0
1,995,22926,3
1,4629,35687,1
1,995,23548,1
1,2558,32555,10
1,3402,21820,45
1,2558,19500,3
