warehouse_id,vending_machine_id,sku_group_id,extra,remove,expiry
6,4275,19644,0,12,0
6,579,19644,0,6,6
6,4270,19644,0,10,0
6,651,19644,0,23,16
6,616,19644,0,10,11
6,577,19644,3,2,6
6,989,19644,0,18,0
6,2245,19644,0,3,0
6,669,19644,1,7,3
6,2545,19644,0,26,0
6,642,19644,0,8,2
6,4273,19644,0,11,0
6,574,19644,0,3,0
6,4000,19644,0,24,0
6,460,19644,0,2,0
6,593,19644,0,0,3
6,653,19644,0,10,16
6,662,19644,0,3,0
6,588,19644,0,0,0
6,606,19644,0,0,8
6,5418,19644,0,5,0
6,592,19644,1,0,1
6,942,19644,0,14,8
6,589,19644,0,0,0
6,5207,19644,0,0,0
6,636,19644,1,21,0
6,664,19644,0,10,0
6,596,19644,0,4,0
6,4003,19644,0,3,0
6,569,19644,0,0,0
6,645,19644,0,0,17
6,587,19644,1,0,0
6,5717,19644,1,0,0
6,573,19644,0,0,3
6,5419,19644,0,4,0
6,2551,19644,0,21,0
6,628,19644,0,0,0
6,2550,19644,0,11,0
6,5479,19644,0,18,3
6,629,19644,0,19,2
6,619,19644,0,0,1
6,1078,19644,0,3,0
6,5481,19644,0,7,21
6,621,19644,9,3,9
6,943,19644,0,6,0
6,4538,19644,1,8,0
6,609,19644,0,1,0
6,2942,19644,0,4,0
6,610,19644,10,0,1
6,623,19644,0,5,0
6,654,19644,0,9,21
6,675,19644,0,6,0
6,1066,19644,0,0,0
6,5482,19644,0,9,5
6,4710,19644,0,0,0
6,624,19644,0,1,3
6,2168,19644,0,24,6
6,627,19644,0,5,2
6,1628,19644,0,18,3
6,4614,19644,0,0,0
6,612,19644,2,0,0
6,1938,19644,0,6,0
6,647,19644,0,16,2
6,567,19644,0,0,0
6,672,19644,0,0,0
6,663,19644,0,14,0
6,632,19644,0,12,0
6,582,19644,0,0,3
6,570,19644,0,4,0
6,594,19644,0,0,1
6,5549,19644,0,11,0
6,644,19644,0,1,1
6,880,19644,0,4,2
6,5550,19644,0,15,0
6,598,19644,0,0,0
6,4280,19644,0,3,0
6,599,19644,0,10,2
6,4878,19644,0,0,0
1,3237,19644,0,5,4
6,5206,19644,0,0,0
6,581,19644,0,22,0
6,3719,19644,0,11,3
6,4272,19644,0,3,0
6,2541,19644,0,2,0
6,576,19644,0,5,0
6,2052,19644,0,0,0
6,625,19644,0,0,0
6,568,19644,0,20,3
6,3184,19644,0,1,0
6,595,19644,0,4,0
6,650,19644,0,6,4
6,945,19644,9,6,9
6,638,19644,0,16,5
6,4005,19644,0,8,0
6,4620,19644,0,2,0
6,646,19644,0,1,7
6,667,19644,0,1,0
6,674,19644,0,2,0
6,635,19644,0,16,0
6,879,19644,2,0,0
6,947,19644,0,0,0
6,666,19644,0,2,0
6,1447,19644,0,0,0
6,665,19644,0,11,0
5,4291,19646,0,0,3
5,4291,19651,0,0,7
16,6119,19709,0,0,0
16,3314,19709,0,0,0
16,1337,19709,0,6,1
16,3576,19709,0,8,0
16,5216,19709,0,0,0
16,2785,19709,0,0,0
16,4292,19709,0,1,0
16,4444,19709,0,8,0
16,4611,19709,0,9,0
16,3275,19709,1,6,0
16,5412,19709,0,6,0
16,6125,19709,0,3,0
16,2218,19709,0,7,0
16,3933,19709,0,8,0
16,4006,19709,0,4,0
16,4452,19709,0,3,0
16,4876,19709,0,3,0
16,4898,19709,0,7,2
16,4522,19709,0,4,0
16,2840,19709,0,4,0
16,3932,19709,0,8,0
16,2463,19709,0,4,0
16,4184,19709,0,17,0
16,3312,19709,1,3,0
16,4945,19709,0,0,6
16,5156,19709,0,1,0
16,5086,19709,0,0,0
16,3530,19709,0,5,0
16,5455,19709,0,4,0
16,6123,19709,0,0,0
16,5087,19709,0,9,0
16,4090,19709,0,3,0
16,5322,19709,0,2,0
16,2219,19709,0,7,0
16,2220,19709,0,2,0
16,4445,19709,0,8,0
16,5274,19709,0,12,0
16,5415,19709,0,0,0
16,5098,19709,0,1,0
16,1470,19709,0,0,0
16,5099,19709,0,0,0
16,3807,19709,0,8,0
16,5154,19709,0,3,0
16,3959,19709,0,11,0
16,4293,19709,0,5,0
16,1323,19709,0,7,0
16,4186,19709,0,1,0
16,5214,19709,0,1,0
16,3806,19709,0,4,3
16,5552,19709,0,0,0
16,5037,19709,0,3,0
16,6121,19709,0,3,0
16,3768,19709,0,5,0
16,6122,19709,0,0,0
16,2640,19709,0,0,0
16,5024,19709,0,6,0
16,3938,19709,0,8,0
16,1468,19709,0,4,0
16,3441,19709,0,3,0
16,4311,19709,0,0,0
16,2648,19709,0,16,0
16,4360,19709,0,24,0
16,1689,19709,0,7,0
16,5127,19709,0,0,0
16,4608,19709,0,2,0
16,3313,19709,0,4,0
16,3950,19709,0,4,0
16,3960,19709,0,5,0
16,5035,19709,0,3,0
16,3923,19709,0,0,0
16,5036,19709,0,2,0
16,5320,19709,0,2,0
16,2573,19709,0,8,0
16,4609,19709,0,1,0
16,5213,19709,0,0,0
16,5738,19709,0,0,0
16,3961,19709,0,8,0
16,1467,19709,0,0,0
16,5215,19709,0,6,0
16,5625,19709,0,1,0
16,5721,19709,0,2,0
16,4237,19709,0,9,0
16,4610,19709,0,4,1
16,2786,19709,0,3,0
16,5946,19709,0,2,0
16,6120,19709,0,0,0
16,5321,19709,0,2,0
16,1324,19709,0,9,0
16,3561,19709,0,3,0
16,3562,19709,0,7,0
16,3729,19709,0,11,0
16,5858,19709,0,0,0
16,3730,19709,0,16,0
16,1889,19709,0,0,3
16,3563,19709,0,6,0
16,5155,19709,0,6,0
16,1965,19709,0,2,0
16,3910,19709,0,11,0
16,5274,19710,0,6,0
16,1467,19710,0,0,0
16,3275,19710,0,7,0
16,1324,19710,0,6,0
16,3576,19710,0,11,0
16,3910,19710,0,2,0
16,4898,19710,0,0,0
16,4090,19710,0,13,0
16,6122,19710,0,2,0
16,3729,19710,0,12,0
16,3959,19710,2,8,0
16,6126,19710,0,1,0
16,2840,19710,1,2,6
16,4311,19710,0,6,0
16,2219,19710,0,4,0
16,5552,19710,0,4,0
16,6283,19710,0,1,0
16,3562,19710,0,7,0
16,5412,19710,0,6,0
16,3807,19710,0,8,0
16,1965,19710,0,14,0
16,5155,19710,0,1,2
16,2785,19710,0,0,0
16,4360,19710,1,10,1
16,4186,19710,0,5,0
16,5320,19710,1,1,0
16,4444,19710,0,8,0
16,6119,19710,0,3,0
16,4452,19710,0,5,0
16,1470,19710,0,0,0
16,5213,19710,0,4,0
16,4184,19710,0,10,0
16,5738,19710,0,0,0
16,5035,19710,0,0,0
16,1337,19710,0,8,0
16,5415,19710,0,0,0
16,3314,19710,0,16,0
16,3938,19710,0,6,0
16,4292,19710,0,2,0
16,5215,19710,0,7,0
16,5455,19710,0,10,0
16,3933,19710,0,7,0
16,5859,19710,0,8,0
16,5214,19710,1,1,0
16,6121,19710,0,0,0
16,4445,19710,0,8,0
16,2463,19710,0,10,0
16,5036,19710,0,5,0
16,6125,19710,0,2,0
16,3530,19710,0,5,0
16,3960,19710,0,0,0
16,5625,19710,0,0,0
16,2648,19710,0,0,5
16,5127,19710,0,8,0
16,4293,19710,0,2,0
16,4006,19710,0,9,0
16,4522,19710,0,2,0
16,4611,19710,0,6,0
16,3923,19710,0,1,0
16,3561,19710,0,10,0
16,2218,19710,0,1,0
16,4609,19710,0,5,0
16,1323,19710,0,4,0
16,4876,19710,0,7,0
16,5216,19710,0,0,0
16,2786,19710,0,7,0
16,3730,19710,0,8,0
16,1689,19710,0,5,0
16,5721,19710,0,1,0
16,4945,19710,1,3,0
16,2640,19710,0,5,0
16,5086,19710,0,0,0
16,3312,19710,0,14,0
16,6124,19710,0,1,0
16,3441,19710,0,14,0
16,3932,19710,0,0,0
16,5024,19710,0,6,0
16,5087,19710,0,5,0
16,3563,19710,0,6,0
16,2220,19710,0,2,0
16,5098,19710,0,9,0
16,5154,19710,0,11,2
16,4237,19710,0,8,0
16,5322,19710,0,1,6
16,6123,19710,0,5,0
16,5099,19710,0,3,0
16,3313,19710,0,12,1
16,3961,19710,0,14,0
16,1468,19710,0,8,0
16,5037,19710,0,0,0
16,3768,19710,0,8,0
16,3950,19710,0,6,0
16,4610,19710,0,8,0
16,5156,19710,0,9,0
16,3806,19710,0,1,2
16,1889,19710,0,2,3
16,4608,19710,0,10,0
16,2573,19710,0,8,0
16,1470,19711,0,0,0
16,4610,19711,0,3,0
16,3314,19711,0,2,0
16,3730,19711,0,1,0
16,3563,19711,0,7,2
16,2218,19711,0,9,0
16,3576,19711,0,10,0
16,3561,19711,0,3,0
16,2219,19711,0,8,0
16,3313,19711,0,6,0
16,4186,19711,0,4,0
16,1689,19711,0,4,1
16,1323,19711,0,7,0
16,1965,19711,0,6,0
16,2463,19711,0,5,0
16,3530,19711,0,6,0
16,3729,19711,0,4,0
16,4293,19711,0,10,0
16,3312,19711,0,6,0
16,3950,19711,0,13,0
16,4452,19711,0,11,0
16,2573,19711,0,5,0
16,4090,19711,0,3,0
16,4611,19711,0,11,0
16,3275,19711,0,4,0
16,4360,19711,0,1,0
16,3960,19711,0,2,0
16,3938,19711,0,12,0
16,4292,19711,0,5,0
16,4184,19711,0,6,0
16,3562,19711,0,5,0
16,2786,19711,0,10,0
16,3807,19711,0,0,0
16,3959,19711,0,0,0
16,3932,19711,0,1,0
16,2648,19711,0,2,0
16,3961,19711,0,8,0
16,3933,19711,0,7,0
16,3910,19711,0,5,0
16,1337,19711,0,11,0
16,1889,19711,0,6,0
16,2840,19711,0,3,0
16,4006,19711,0,4,0
16,2785,19711,0,0,0
16,3923,19711,0,6,0
16,2220,19711,0,3,0
16,4609,19711,0,2,0
16,3441,19711,0,27,0
16,3530,19712,0,10,0
16,3562,19712,0,0,0
16,3275,19712,0,25,0
16,3768,19712,0,3,0
16,4237,19712,0,13,0
16,4006,19712,0,2,2
16,2218,19712,0,7,0
16,3932,19712,0,9,0
16,4293,19712,0,10,0
16,3561,19712,0,3,2
16,3960,19712,0,9,0
16,2220,19712,0,17,0
16,3313,19712,0,10,4
16,3441,19712,0,8,0
16,1689,19712,0,21,0
16,4608,19712,0,11,0
16,1965,19712,0,8,0
16,1889,19712,0,1,4
16,3730,19712,0,9,0
16,3923,19712,0,5,0
16,3563,19712,0,10,0
16,3806,19712,0,5,0
16,4452,19712,0,5,0
16,3950,19712,0,10,0
16,4090,19712,0,4,0
16,4186,19712,0,1,0
16,3910,19712,0,6,0
16,3938,19712,0,6,0
16,4184,19712,0,4,0
16,2219,19712,0,10,0
16,2786,19712,0,9,0
16,3729,19712,0,1,0
16,2648,19712,0,3,0
16,1470,19712,0,0,0
16,3961,19712,0,8,0
16,4522,19712,0,7,0
16,1324,19712,0,0,0
16,2840,19712,0,8,0
16,4611,19712,0,7,0
16,1323,19712,0,6,0
16,4360,19712,0,5,0
16,4444,19712,0,20,0
16,3933,19712,0,15,5
16,3576,19712,0,8,0
16,2573,19712,0,7,0
16,2463,19712,0,16,0
16,4311,19712,0,0,0
16,2640,19712,0,3,0
16,3314,19712,0,6,0
16,3312,19712,0,6,1
16,4445,19712,0,20,0
16,1337,19712,0,9,0
16,2785,19712,0,0,0
16,4292,19712,0,0,0
16,1467,19712,0,0,3
16,1468,19712,0,3,5
16,3959,19712,0,0,0
16,3729,19714,0,0,0
16,5035,19714,0,0,0
16,2219,19714,0,0,0
16,1889,19714,0,0,0
16,5415,19714,0,0,0
16,6121,19714,0,0,0
16,3933,19714,0,0,0
16,5721,19714,0,6,0
16,3960,19714,0,5,0
16,5099,19714,0,0,0
16,5214,19714,0,1,0
16,3950,19714,0,1,0
16,5625,19714,0,0,0
16,5859,19714,0,6,0
16,3312,19714,0,0,0
16,5098,19714,0,4,0
16,6123,19714,0,0,0
16,4609,19714,0,0,0
16,3314,19714,0,0,0
16,5215,19714,0,0,0
16,5213,19714,0,1,0
16,5858,19714,0,0,0
16,4452,19714,0,4,0
16,4883,19714,0,0,0
16,5320,19714,0,6,0
16,5155,19714,0,0,0
16,2786,19714,0,0,0
16,2220,19714,0,0,0
16,3576,19714,0,6,0
16,5087,19714,0,13,0
16,1323,19714,0,0,0
16,5274,19714,0,0,0
16,5455,19714,0,0,0
16,5216,19714,0,0,0
16,4293,19714,0,0,0
16,3959,19714,0,0,0
16,5738,19714,0,0,0
16,2640,19714,0,3,0
16,3768,19714,0,2,0
16,5154,19714,0,0,0
16,2840,19714,0,0,0
16,2218,19714,0,3,0
16,3313,19714,0,0,0
16,3923,19714,0,6,0
16,1337,19714,0,0,0
16,3806,19714,0,0,0
16,4360,19714,1,0,0
16,5829,19714,0,0,0
16,6283,19714,0,0,0
16,5946,19714,0,0,0
16,5552,19714,0,5,0
16,4522,19714,0,0,0
16,1689,19714,0,0,0
16,4006,19714,0,1,0
16,1467,19714,0,2,0
16,6122,19714,0,0,0
16,4090,19714,0,3,0
1,833,19718,0,9,0
1,1831,19718,0,6,0
9,3006,19726,0,0,0
9,1599,19726,0,10,0
9,1608,19726,0,15,0
9,3453,19726,0,0,0
9,1609,19726,0,0,0
9,1280,19726,0,30,0
9,3206,19726,0,0,0
9,2981,19726,0,0,0
9,3213,19726,0,0,0
9,3005,19726,0,0,0
9,1598,19726,0,15,0
9,3004,19726,0,5,0
9,1739,19726,5,0,0
9,1607,19726,0,2,0
9,1740,19726,0,0,0
9,1741,19726,0,0,0
9,3872,19728,0,2,0
9,3178,19728,0,0,0
9,1273,19728,0,0,0
15,4911,19728,0,0,0
9,3207,19728,0,0,0
15,5449,19728,0,0,0
9,4767,19728,0,0,0
15,1040,19728,0,6,0
9,2957,19728,0,0,0
9,1269,19728,0,7,0
9,1598,19728,0,1,0
9,1271,19728,0,0,0
74,5539,19728,0,0,0
9,1268,19728,0,6,0
9,2611,19728,1,3,0
9,1272,19728,0,0,0
9,3453,19728,0,0,0
9,2110,19728,0,7,0
9,2621,19728,1,8,0
9,3006,19728,0,1,0
9,4763,19728,0,17,0
9,3004,19728,0,7,0
9,3016,19728,0,1,0
9,4765,19728,0,1,0
9,2607,19728,0,7,0
15,1038,19728,0,1,0
74,5540,19728,0,0,0
9,1741,19728,0,7,0
9,3179,19728,0,9,0
9,3180,19728,0,0,0
15,1046,19728,0,1,0
9,4761,19728,0,3,0
9,1600,19728,0,0,0
15,1041,19728,0,4,0
9,3005,19728,0,0,0
9,3214,19728,0,0,3
9,4760,19728,0,3,0
9,3213,19728,0,24,0
9,1609,19728,0,0,0
9,4768,19728,0,3,0
9,2610,19728,2,3,0
9,3212,19728,0,0,0
9,5896,19728,0,0,0
15,1039,19728,0,5,0
9,2614,19728,0,3,0
9,1276,19728,0,1,0
9,2622,19728,0,0,0
9,2958,19728,0,7,0
9,3181,19728,0,1,0
15,1037,19728,0,0,0
15,4912,19728,0,0,0
9,3209,19728,0,1,0
9,3452,19728,0,11,0
9,2609,19728,0,16,0
9,2979,19728,0,0,0
9,2959,19728,0,0,0
9,1599,19728,0,1,0
9,1275,19728,0,1,0
15,6164,19728,0,0,0
9,1739,19728,0,0,0
9,1277,19728,0,0,0
9,2612,19728,0,3,0
9,1280,19728,0,0,0
9,4762,19728,0,17,0
9,2981,19728,0,0,0
9,4766,19728,0,8,0
9,2111,19728,0,0,0
9,3206,19728,0,0,0
9,5191,19728,0,0,0
9,5894,19728,0,0,0
9,4759,19728,0,5,0
9,2608,19728,0,2,0
9,2613,19728,1,20,0
9,1740,19728,0,4,0
15,1036,19728,0,0,0
9,3734,19728,0,5,0
9,2635,19728,0,7,0
9,4764,19728,0,20,0
9,3008,19728,0,0,0
9,3007,19728,0,0,0
9,3208,19728,0,0,0
15,1043,19728,0,8,0
15,1042,19728,0,6,0
9,1278,19728,0,7,0
9,3015,19728,0,0,0
9,3871,19728,0,0,0
9,1274,19728,0,0,0
9,1270,19728,0,5,0
15,1035,19728,0,3,0
9,3211,19729,0,0,0
15,1037,19729,0,0,0
9,1741,19729,0,0,0
15,1035,19729,0,0,0
9,2614,19729,0,0,0
9,4768,19729,0,4,0
9,1599,19729,0,0,0
15,1041,19729,0,0,0
9,4765,19729,0,0,0
9,2622,19729,0,0,0
9,2958,19729,0,0,0
9,1740,19729,0,0,0
15,6164,19729,0,0,0
9,2612,19729,0,0,0
9,1278,19729,0,0,0
9,4766,19729,0,0,0
15,4911,19729,0,0,0
9,1268,19729,0,0,0
9,1269,19729,0,0,0
9,3005,19729,0,0,0
9,3209,19729,0,0,0
9,2608,19729,0,0,0
9,3006,19729,0,0,0
9,3180,19729,0,0,0
9,4767,19729,0,0,0
9,4764,19729,2,6,0
9,5191,19729,0,0,0
15,1043,19729,0,0,0
9,1271,19729,0,0,0
9,2621,19729,0,0,0
9,3004,19729,0,0,0
9,3734,19729,0,0,0
9,3213,19729,0,6,0
15,1038,19729,0,0,0
9,1598,19729,0,0,0
9,3214,19729,0,0,0
9,5896,19729,0,0,0
9,4763,19729,0,0,0
9,1600,19729,0,0,0
9,2610,19729,0,0,0
9,4415,19729,0,0,0
9,1739,19729,0,0,0
15,1040,19729,0,0,0
9,1272,19729,0,0,0
9,1277,19729,0,0,0
9,2613,19729,0,0,0
9,1270,19729,0,0,0
9,3207,19729,0,0,0
15,1039,19729,0,0,0
9,2635,19729,0,0,0
9,4416,19729,0,0,0
9,1274,19729,0,0,0
9,3212,19729,0,0,0
9,3453,19729,0,0,0
9,3206,19729,0,0,0
74,5540,19729,0,0,0
9,1273,19729,0,0,0
9,2609,19729,0,0,0
9,1276,19729,0,0,0
9,2111,19729,0,0,0
74,5539,19729,0,0,0
9,4759,19729,0,0,0
9,4762,19729,0,3,0
9,1275,19729,0,0,0
15,4912,19729,0,0,0
9,3181,19729,0,0,0
9,2607,19729,0,6,0
15,1042,19729,0,0,0
9,3210,19729,0,0,0
15,4913,19729,0,0,0
9,3016,19729,0,0,0
13,2298,19751,0,5,4
3,2599,19757,0,6,0
3,1077,19757,0,8,0
3,2466,19757,0,4,0
3,4260,19757,1,6,0
3,2194,19757,0,3,0
3,4564,19757,0,0,0
2,4547,19757,0,0,2
3,3708,19757,0,2,1
52,5406,19757,0,0,0
3,3003,19757,0,1,0
3,2347,19757,0,3,0
3,3925,19757,0,4,0
3,3295,19757,0,4,0
3,4437,19757,0,11,0
3,1490,19757,0,1,0
3,177,19757,0,2,0
3,1491,19757,0,2,0
3,3010,19757,0,10,0
3,3012,19757,0,0,0
3,1396,19757,0,2,0
3,4946,19757,0,2,0
3,3995,19757,0,2,0
3,2471,19757,0,14,0
3,2193,19757,0,16,0
3,4236,19757,0,4,5
3,3032,19757,0,10,0
3,4899,19757,0,3,3
3,2095,19757,0,17,1
3,3017,19757,0,6,0
3,3340,19757,0,3,0
3,2598,19757,0,6,0
3,2767,19757,0,15,0
3,143,19757,0,3,0
3,3031,19757,0,7,0
3,3011,19757,2,4,0
3,141,19757,0,3,0
3,658,19757,0,6,0
3,3743,19757,0,29,0
3,1489,19757,0,5,0
3,1463,19757,0,11,0
3,1332,19757,0,14,0
3,3407,19757,0,4,0
3,2429,19757,0,9,0
3,1034,19757,0,3,0
3,1179,19757,0,17,0
3,3811,19757,0,0,0
3,3406,19757,0,0,0
3,2860,19757,0,13,0
3,3341,19757,0,10,0
3,3516,19757,0,0,0
3,523,19757,0,3,0
3,3810,19757,0,6,0
3,3709,19757,0,4,0
3,3337,19757,0,9,0
3,3405,19757,0,8,0
3,3426,19757,0,2,0
3,1263,19757,0,9,0
3,5227,19757,0,0,0
3,523,19758,0,2,0
3,3407,19758,0,0,0
3,3426,19758,0,5,3
3,1490,19758,0,2,5
3,177,19758,0,0,0
3,1489,19758,0,2,5
3,4260,19758,0,3,0
3,2860,19758,0,1,0
3,143,19758,0,2,0
3,3032,19758,0,0,0
3,1179,19758,0,4,0
3,4946,19758,0,3,0
3,2466,19758,0,2,0
3,3516,19758,0,4,0
3,5227,19758,0,0,0
3,3406,19758,0,2,6
3,3012,19758,0,4,0
3,1332,19758,0,2,0
3,2194,19758,0,0,3
3,3017,19758,0,0,0
3,3003,19758,0,2,0
3,2193,19758,0,7,0
3,2599,19758,0,1,0
3,2767,19758,0,2,0
3,658,19758,0,3,0
3,4437,19758,0,9,0
3,3010,19758,0,3,0
3,1491,19758,0,13,0
3,2429,19758,0,4,0
3,2598,19758,0,2,0
3,3295,19758,0,0,0
3,3708,19758,0,3,0
3,3031,19758,0,0,0
3,3925,19758,0,3,0
3,4236,19758,0,2,0
3,1077,19758,0,0,0
3,1263,19758,0,2,0
3,3405,19758,0,2,0
3,2095,19758,1,2,0
3,1034,19758,0,5,1
3,3011,19758,0,10,0
2,4547,19758,0,3,0
3,2347,19758,0,2,0
3,141,19758,0,1,3
3,3743,19758,0,1,2
3,1463,19758,0,4,0
3,2471,19758,0,3,0
3,3709,19759,0,0,0
3,3708,19759,0,10,0
3,2194,19759,0,0,0
3,3295,19759,0,2,0
3,1491,19759,0,3,0
3,141,19759,0,4,0
3,658,19759,0,8,0
3,3003,19759,0,13,0
3,3405,19759,0,5,0
3,4564,19759,0,0,0
3,3925,19759,0,7,0
3,1396,19759,0,3,2
3,3341,19759,0,0,0
3,3340,19759,0,14,0
3,2429,19759,0,8,0
3,3032,19759,0,0,0
3,1179,19759,0,10,0
3,4437,19759,0,4,0
3,1077,19759,0,0,0
3,3995,19759,0,10,1
3,2598,19759,0,17,0
3,1263,19759,0,3,0
3,1034,19759,0,6,7
3,3017,19759,0,3,0
3,2599,19759,0,1,0
3,3743,19759,0,4,0
3,3426,19759,0,0,0
3,3406,19759,0,0,0
3,4946,19759,0,6,0
3,2193,19759,0,9,0
3,1489,19759,0,8,11
3,2471,19759,0,0,0
3,143,19759,0,4,0
3,3811,19759,0,0,0
3,177,19759,0,1,0
3,2347,19759,0,6,0
2,4547,19759,0,7,0
3,3407,19759,0,4,0
3,2767,19759,0,26,0
3,1463,19759,0,12,0
3,4899,19759,0,7,6
3,2466,19759,0,11,0
3,3516,19759,0,4,0
3,2095,19759,0,14,0
3,1332,19759,0,14,0
3,3337,19759,0,0,2
3,3010,19759,0,8,2
3,4236,19759,0,7,21
3,3810,19759,0,8,0
3,523,19759,0,3,3
3,3012,19759,0,2,0
3,3031,19759,0,2,0
3,2860,19759,0,20,0
3,1490,19759,0,6,0
3,4260,19759,0,14,2
3,3011,19759,0,7,0
1,2011,19796,0,2,0
9,950,19803,0,0,0
9,2788,19804,0,0,0
9,1161,19804,0,0,0
9,2071,19804,0,4,0
9,857,19804,0,15,0
9,2057,19804,0,14,0
9,852,19804,0,0,0
9,851,19804,0,10,0
9,920,19804,0,13,6
9,860,19804,0,2,0
9,2794,19804,0,14,0
9,2790,19804,0,0,0
9,1152,19804,0,0,0
9,2787,19804,0,0,0
9,1160,19804,0,15,0
9,2789,19804,0,0,0
9,1156,19804,0,0,0
9,5229,19804,0,27,0
9,1159,19804,0,0,0
9,922,19804,0,0,0
9,5228,19804,0,32,0
9,5889,19804,0,0,0
9,1340,19804,0,0,0
9,2186,19804,0,0,0
9,2792,19804,0,0,0
9,1069,19804,0,0,0
9,918,19804,0,0,0
9,2791,19804,0,0,0
9,859,19804,0,0,0
9,854,19804,0,0,0
9,1153,19804,0,15,0
9,2026,19804,0,41,0
9,1155,19804,0,0,0
9,919,19804,0,0,0
9,954,19804,0,22,0
9,2793,19804,0,0,0
9,858,19804,0,0,0
9,4612,19804,0,0,0
9,1155,19805,0,19,0
9,1158,19805,0,7,0
9,855,19805,0,1,0
9,953,19805,0,1,0
9,2791,19805,0,24,0
9,1159,19805,0,3,0
9,2793,19805,0,0,0
9,2057,19805,0,3,0
9,5889,19805,0,0,0
9,852,19805,0,24,0
9,858,19805,0,0,0
9,2794,19805,0,0,0
9,919,19805,0,0,0
9,2792,19805,0,12,0
9,2900,19805,0,0,0
9,4612,19805,0,0,0
9,918,19805,0,0,0
9,2026,19805,0,0,0
9,1161,19805,0,7,0
9,2787,19805,0,7,0
9,1069,19805,0,11,0
9,1152,19805,0,3,0
9,2788,19805,0,1,0
9,1153,19805,0,3,0
9,859,19805,0,20,0
9,854,19805,0,7,0
9,851,19805,0,1,0
9,2789,19805,1,6,0
9,955,19805,0,0,0
9,2186,19805,0,0,0
9,1154,19805,0,2,0
9,1156,19805,1,19,0
9,860,19805,0,1,0
9,2790,19805,0,2,0
9,3345,19805,0,0,0
9,921,19805,0,0,0
9,1157,19805,0,6,0
9,857,19805,0,8,0
9,1160,19805,0,2,0
9,2071,19805,0,10,0
9,3039,19806,0,7,0
9,1159,19806,0,7,0
9,3034,19806,0,0,0
9,1157,19806,0,0,0
9,1069,19806,0,13,0
9,2787,19806,0,44,0
9,1156,19806,0,29,0
9,2789,19806,0,11,0
9,860,19806,0,7,0
9,3041,19806,0,6,0
9,3040,19806,0,9,0
9,921,19806,0,0,0
9,1160,19806,0,31,0
9,1158,19806,0,19,0
9,3345,19806,0,13,0
9,953,19806,0,0,0
9,851,19806,0,9,0
9,2794,19806,0,11,0
9,2788,19806,0,0,0
9,5229,19806,0,1,0
9,2790,19806,0,0,0
9,854,19806,0,17,0
9,922,19806,0,5,0
9,4612,19806,0,0,0
9,1152,19806,0,0,0
9,857,19806,0,2,0
9,950,19806,0,0,0
9,859,19806,0,6,0
9,2026,19806,0,0,0
9,1161,19806,0,5,0
9,2791,19806,0,7,0
9,951,19806,0,0,0
9,2071,19806,0,2,0
9,5889,19806,0,0,0
9,1153,19806,0,8,0
9,858,19806,0,12,0
9,3042,19806,0,10,0
9,954,19806,0,2,0
9,852,19806,0,3,0
9,855,19806,0,33,0
9,1154,19806,0,27,0
9,955,19806,0,0,0
9,3043,19806,0,0,0
9,2900,19806,0,30,0
9,1155,19806,0,0,0
9,2792,19806,0,19,0
6,662,19820,0,4,0
6,662,19830,0,2,0
6,949,19830,0,5,0
6,615,19830,1,0,1
6,565,19830,0,4,0
6,577,19830,0,2,0
6,662,19831,0,3,0
16,4090,19902,0,5,0
16,3562,19902,0,0,0
16,1323,19902,0,3,0
16,4184,19902,0,2,0
16,3576,19902,0,0,0
16,3961,19902,0,4,0
16,5098,19902,0,0,0
16,2840,19902,0,0,0
16,3910,19902,0,0,0
8,3396,19956,0,4,0
8,2458,19956,0,6,0
8,2850,19956,0,0,0
8,2774,19956,0,0,1
8,4976,19956,2,0,6
8,4400,19956,0,0,0
8,1804,19956,0,1,0
8,3128,19956,0,8,0
8,2852,19956,0,1,2
8,3998,19956,0,0,6
8,2854,19956,0,9,2
8,1254,19956,0,2,0
8,3921,19956,0,1,1
8,5027,19956,0,1,0
8,4682,19956,0,13,0
8,4359,19956,0,3,3
8,2856,19956,0,0,19
8,5426,19956,0,17,0
8,4490,19956,0,1,0
8,2781,19956,0,5,2
8,5122,19956,0,3,0
8,1227,19956,0,0,0
8,4168,19956,0,20,0
8,4079,19956,0,0,0
8,4558,19956,0,0,0
8,4871,19956,0,2,6
8,4398,19956,0,1,0
8,5100,19956,0,0,0
8,3272,19956,0,0,0
8,3920,19956,0,1,0
8,4908,19956,0,0,0
8,2459,19956,0,4,2
8,5396,19956,0,0,0
8,2778,19956,0,3,0
8,4170,19956,0,7,8
8,4727,19956,0,2,0
8,2461,19956,0,6,0
8,5231,19956,0,0,9
8,656,19956,0,0,0
8,3791,19956,0,4,1
8,4992,19956,0,0,4
8,3332,19956,0,3,5
8,4726,19956,0,3,0
8,4974,19956,0,9,0
8,3857,19956,0,2,0
8,2779,19956,0,0,8
8,3287,19956,0,0,1
8,2717,19956,0,0,1
12,5129,19956,0,0,0
8,3869,19956,0,0,0
8,3385,19956,0,3,0
8,5030,19956,0,8,0
8,4174,19956,0,8,2
8,4668,19956,0,0,0
8,1822,19956,0,8,0
8,4313,19956,0,0,0
8,4699,19956,0,0,0
8,1996,19956,0,3,1
8,3298,19956,0,3,1
8,1958,19956,0,6,1
8,4175,19956,0,0,0
8,1705,19956,0,9,0
