sku_group_id,item_quantity,vending_machine_id,warehouse_id
25450,2,61,1
32599,4,61,1
25610,3,61,1
30482,6,61,1
19502,2,61,1
19501,2,61,1
23151,3,61,1
24185,2,61,1
32598,3,61,1
12157,2,61,1
12327,5,61,1
33528,6,61,1
30482,3,61,1
23151,3,61,1
12157,2,61,1
20852,5,61,1
25609,8,61,1
17951,3,61,1
33525,6,62,1
22926,4,62,1
19500,3,62,1
13744,6,62,1
15194,5,62,1
19501,5,62,1
32598,5,62,1
32599,2,62,1
32597,4,62,1
27897,4,62,1
22921,3,62,1
33527,8,62,1
33529,6,62,1
17951,6,62,1
12327,6,62,1
32179,2,62,1
27897,4,62,1
12485,6,62,1
32599,5,64,1
32597,6,62,1
15058,4,64,1
19502,6,62,1
33525,2,64,1
33525,4,64,1
33526,2,64,1
32598,2,64,1
32597,3,64,1
24866,3,64,1
32179,8,64,1
31322,2,64,1
30940,6,64,1
19501,4,64,1
32597,2,64,1
13848,3,64,1
20523,12,64,1
32599,2,64,1
32598,2,64,1
23260,6,64,1
32599,3,64,1
13848,5,64,1
16037,4,64,1
14017,2,64,1
14017,2,64,1
23260,2,64,1
12327,2,64,1
32597,4,64,1
23548,6,64,1
14017,2,64,1
32599,4,64,1
12327,2,64,1
30940,4,64,1
12485,5,64,1
20852,12,64,1
17951,2,64,1
17951,2,64,1
19501,3,64,1
32179,3,64,1
30940,2,64,1
30485,3,4626,1
23639,2,1581,1
40661,3,3408,1
37045,4,3393,1
34397,1,1165,1
36632,2,3393,1
37832,3,4921,1
37832,3,3393,1
36640,4,4921,1
24843,2,3393,1
20848,16,4936,1
22926,2,1639,1
34006,2,3284,1
16037,4,1656,1
25610,2,3284,1
21851,8,1656,1
24865,9,3284,1
23395,2,1661,1
25610,6,3284,1
4627,8,1661,1
15430,5,4936,1
19322,3,1661,1
37832,2,4936,1
4522,3,1661,1
22556,3,4936,1
25609,4,3398,1
23638,4,4936,1
25610,5,3398,1
32348,4,4936,1
36088,6,1672,1
13232,3,4941,1
12792,2,1017,1
25609,5,2127,1
36036,5,1017,1
22926,2,2127,1
23260,1,1680,1
13786,4,2127,1
22124,2,1680,1
40715,14,5249,1
30820,2,1680,1
25610,3,1245,1
33768,2,2489,1
24866,3,1246,1
23638,3,2492,1
16037,4,5249,1
13786,3,2492,1
21851,5,1312,1
22926,2,2492,1
36632,3,1312,1
20808,2,1830,1
13135,3,4383,1
25610,7,1830,1
12327,4,4383,1
28231,1,1830,1
22124,3,4383,1
22124,1,1830,1
12792,3,1312,1
12327,1,1830,1
22926,3,4383,1
30941,3,1843,1
16037,4,4383,1
28229,3,2500,1
22926,3,3322,1
30820,6,2500,1
36036,2,3322,1
30485,3,2500,1
36509,2,3322,1
31659,14,2206,1
25610,8,2101,1
32555,18,2206,1
13135,6,2101,1
13786,2,4717,1
16037,7,2101,1
22926,3,1090,1
26061,3,2101,1
26060,2,1091,1
23260,6,2101,1
18106,2,1091,1
22926,7,2101,1
37994,3,1091,1
18105,2,1285,1
23639,2,1091,1
33525,4,1285,1
22926,3,1894,1
20848,4,5038,1
13007,4,1894,1
12854,3,1312,1
13743,6,1916,1
22124,3,1312,1
14172,2,1917,1
33526,3,1312,1
33525,3,1931,1
13743,2,1312,1
13135,6,1118,1
25610,2,1312,1
23638,3,1118,1
13135,6,5039,1
32348,5,1119,1
26060,4,5039,1
13060,0,1124,1
24865,2,3390,1
13060,2,1124,1
20852,14,3390,1
13060,1,1124,1
32599,4,68,1
18106,1,1137,1
27815,4,68,1
13060,2,1137,1
24184,4,68,1
37992,3,1143,1
32597,6,68,1
12792,6,1723,1
15194,4,68,1
33526,4,68,1
14172,5,68,1
22926,7,68,1
19501,6,68,1
24838,4,68,1
33525,4,68,1
19501,4,68,1
16037,5,68,1
33525,3,68,1
24838,3,68,1
24843,4,68,1
33529,2,68,1
32598,3,68,1
20852,13,68,1
14172,4,68,1
22926,7,68,1
33525,5,68,1
24746,2,68,1
27897,4,68,1
14172,2,68,1
20852,15,68,1
14172,3,68,1
24843,4,68,1
22926,2,68,1
28232,8,68,1
32179,1,68,1
32597,5,68,1
33526,2,68,1
20523,12,68,1
24866,2,68,1
33525,5,68,1
33525,2,68,1
31322,2,68,1
33528,8,68,1
24865,2,68,1
32599,6,68,1
27897,2,68,1
24838,3,68,1
30941,4,68,1
19501,4,68,1
32598,3,68,1
14172,2,68,1
16037,5,68,1
22926,2,68,1
22926,4,68,1
31644,4,68,1
16037,4,68,1
19502,7,68,1
24746,3,68,1
24838,7,68,1
16037,5,68,1
24184,5,68,1
25432,3,68,1
19501,2,68,1
32599,3,68,1
21656,7,68,1
20523,9,68,1
33528,4,68,1
