sku_group_id,item_quantity,vending_machine_id,warehouse_id
36639,6,2798,1
23639,7,4626,1
23639,9,2798,1
36757,6,4626,1
22124,4,2798,1
20854,5,4626,1
44068,18,3124,1
34697,3,4626,1
26061,2,3124,1
23639,10,4626,1
30484,2,3124,1
13135,6,4626,1
38049,3,3158,1
36305,3,4626,1
42000,5,3158,1
30484,5,4519,1
34351,2,3158,1
16037,3,4519,1
30484,4,2489,1
22926,3,4519,1
32597,7,2489,1
13970,4,3777,1
24843,2,2489,1
24865,5,3081,1
24838,5,2492,1
13135,2,3081,1
25610,2,2492,1
20848,7,3797,1
24184,3,2508,1
34697,8,3797,1
32597,7,2508,1
33770,3,3801,1
16037,6,2508,1
23548,3,3801,1
17952,4,2508,1
12792,3,3408,1
30941,3,2508,1
17889,2,3408,1
21851,2,521,1
23638,8,2759,1
43640,4,564,1
15209,2,2759,1
20854,2,564,1
35326,4,2796,1
36088,2,564,1
38049,10,2796,1
36639,2,5409,1
16037,7,3844,1
43640,18,3158,1
25452,2,3844,1
36088,2,3158,1
19311,4,3408,1
18105,2,3158,1
12795,3,3844,1
20852,14,2320,1
12327,2,3854,1
12795,4,2320,1
34006,2,3124,1
30482,7,2320,1
18106,4,2796,1
36766,6,2320,1
30191,4,2796,1
25609,5,2320,1
30485,8,2798,1
20848,15,2320,1
38049,7,2798,1
23639,4,2320,1
33527,5,2798,1
21851,5,2323,1
37832,9,2798,1
30820,3,2323,1
22556,4,3408,1
14017,4,2323,1
33527,3,3408,1
19501,6,2342,1
36305,6,2798,1
34006,4,2342,1
36632,5,2798,1
20848,10,2890,1
12795,6,2798,1
14017,3,1785,1
37832,3,2799,1
38079,2,2379,1
36486,4,3408,1
13743,2,2560,1
23639,4,4717,1
13743,3,2404,1
36639,7,4717,1
23639,8,2404,1
23260,2,4719,1
25609,2,1785,1
18105,2,4719,1
17952,4,2679,1
32555,16,4719,1
24865,2,2679,1
36632,2,2799,1
36036,5,2679,1
12792,4,4563,1
36437,6,3237,1
34006,2,4576,1
35326,3,1831,1
25609,5,4576,1
13743,2,1723,1
19501,2,4576,1
36632,2,1723,1
14017,3,4576,1
23638,2,1723,1
36757,7,4576,1
32555,7,1782,1
34006,3,4576,1
25610,4,1782,1
13743,3,3202,1
40662,2,1782,1
32555,15,3205,1
38049,2,1794,1
25610,7,3205,1
20852,6,2437,1
12485,6,3873,1
37993,3,2437,1
34397,6,3873,1
23639,3,2437,1
30191,6,3873,1
30191,5,2437,1
12327,2,3873,1
13744,4,1830,1
27899,2,3902,1
20887,2,1830,1
32555,6,3902,1
20848,2,1830,1
36641,6,3221,1
24843,2,1830,1
12327,1,3221,1
38244,4,1830,1
20059,2,3237,1
14017,2,1830,1
6459,3,3237,1
33527,8,1830,1
30484,6,3044,1
18106,1,1830,1
22926,4,3044,1
12795,1,1830,1
33768,6,3051,1
14017,5,1830,1
12485,4,3927,1
40664,2,1830,1
24865,7,3927,1
22556,6,1830,1
22926,5,3927,1
20848,7,1830,1
33770,3,3927,1
21837,1,1830,1
26060,4,3051,1
13744,5,1830,1
38049,2,3051,1
41966,7,1830,1
23638,2,3051,1
20887,4,1830,1
30484,3,3052,1
16037,1,1830,1
18105,2,3053,1
41966,1,1830,1
42782,2,4626,1
22556,2,2437,1
25609,3,4589,1
12795,2,655,1
36766,4,4589,1
36486,5,655,1
22926,2,4589,1
38244,4,1830,1
13007,2,3052,1
20848,15,1830,1
14172,4,3052,1
28229,6,1830,1
22926,4,3262,1
33770,2,1831,1
18105,4,3053,1
25609,3,1931,1
18105,6,3081,1
18105,3,1931,1
36635,4,3081,1
21851,8,2489,1
36036,2,3280,1
23639,10,2489,1
16037,2,3280,1
12792,3,2489,1
36632,6,3285,1
19500,5,2500,1
34006,7,3285,1
30484,3,2500,1
30940,4,3285,1
25609,4,2500,1
12327,7,3285,1
36640,5,1931,1
35079,6,3285,1
12327,3,1794,1
23639,8,3285,1
18106,2,1931,1
14017,3,1118,1
30482,4,1932,1
16037,5,1118,1
18105,2,1932,1
27897,5,1118,1
25610,4,1835,1
33526,2,1118,1
14860,7,1835,1
31322,2,1118,1
25610,6,1835,1
12327,4,1118,1
25610,3,1835,1
19432,6,1118,1
35224,4,1934,1
31322,2,1118,1
25610,2,1934,1
23637,2,1118,1
30484,3,1794,1
21820,6,1118,1
30482,6,1794,1
31322,2,1118,1
36635,7,2560,1
20784,3,1118,1
16037,4,2560,1
18556,3,1118,1
23639,8,789,1
22926,7,1118,1
13007,5,1843,1
13135,6,1118,1
35224,6,1843,1
31285,2,1118,1
19501,1,817,1
13007,4,1119,1
32555,4,817,1
12441,6,1119,1
13744,4,824,1
19432,7,1119,1
34006,3,839,1
32599,7,1119,1
20852,15,1118,1
19501,6,1119,1
32555,15,1118,1
25610,7,1119,1
31285,5,1118,1
24838,6,1119,1
32598,2,1118,1
33529,6,1119,1
18556,3,1118,1
32179,6,1119,1
28232,3,1118,1
32598,7,1119,1
20784,6,1118,1
27897,3,1123,1
14172,3,1118,1
17415,1,1123,1
20784,6,1118,1
18556,2,1123,1
25610,3,1118,1
32597,1,1123,1
20852,5,1118,1
24185,6,1124,1
20848,9,1118,1
23548,2,1124,1
27897,4,1118,1
20852,15,1124,1
31322,7,1118,1
33770,5,1124,1
12327,6,1118,1
12441,6,1124,1
33525,4,1118,1
13744,6,1124,1
21656,6,1118,1
18556,4,1124,1
25610,7,1118,1
31322,3,1124,1
20854,6,1118,1
32555,6,3288,1
25609,7,1119,1
30169,2,3288,1
33526,6,1119,1
37993,2,3148,1
12327,6,1119,1
13135,2,4773,1
26629,3,1119,1
25609,3,4773,1
21656,6,1119,1
25610,3,3053,1
18556,6,1119,1
19500,6,3053,1
14017,6,1119,1
26060,4,3053,1
20854,6,1119,1
23639,4,3288,1
32599,5,1119,1
19500,4,1137,1
23151,2,1119,1
12441,3,1137,1
19502,6,1119,1
33529,5,1137,1
25450,2,1119,1
18556,3,1137,1
25610,2,1123,1
33530,2,1137,1
12327,4,1123,1
15171,3,1137,1
33529,2,1123,1
15194,3,1137,1
17951,4,1124,1
33525,3,1137,1
14894,7,1124,1
21656,3,1137,1
18105,5,1124,1
33022,1,1137,1
27897,3,1124,1
33770,4,1137,1
13848,5,1124,1
32599,2,1137,1
33525,6,1124,1
32348,5,1137,1
23151,4,1124,1
33525,2,1137,1
20852,10,1124,1
19432,7,1137,1
13743,6,1124,1
24838,2,1137,1
17951,3,1124,1
17951,5,1137,1
26060,4,1843,1
18556,3,1137,1
25609,7,1843,1
21656,4,1137,1
12485,4,1894,1
19432,6,1137,1
35326,4,1932,1
33529,5,1137,1
19500,4,3044,1
32598,5,1137,1
31659,15,839,1
32597,5,1137,1
22124,6,839,1
19501,4,1137,1
12485,7,839,1
21656,3,1137,1
25610,7,840,1
32599,5,1137,1
21656,2,1137,1
19500,3,1137,1
16037,3,1137,1
16037,2,1137,1
12327,5,1137,1
33529,3,1137,1
24865,4,1137,1
33021,2,1137,1
32597,5,1137,1
33525,3,1137,1
17951,3,1137,1
19432,7,1137,1
18083,1,1137,1
19502,2,1137,1
32599,5,1137,1
21656,3,1137,1
32179,3,1137,1
32598,5,1137,1
19501,5,1137,1
18556,2,1137,1
31322,2,1137,1
33023,3,1137,1
19432,7,1137,1
23151,4,1137,1
19500,5,1137,1
19500,2,1137,1
16037,5,1137,1
22926,5,1137,1
12327,4,1137,1
33527,4,1137,1
18556,5,1137,1
12441,4,1137,1
17951,3,1137,1
19432,7,1137,1
32597,4,1137,1
32597,4,1137,1
20848,10,1137,1
12327,4,1137,1
16037,2,1137,1
13744,6,1138,1
12441,4,1137,1
18105,6,1138,1
22926,5,1137,1
32179,6,1138,1
23151,2,1137,1
18105,4,1138,1
31475,2,1137,1
31322,5,1138,1
19502,5,1137,1
32179,2,1138,1
18556,6,1137,1
20523,5,1138,1
19501,3,1137,1
31322,3,1138,1
18556,4,1137,1
32598,3,1138,1
32599,5,1137,1
23151,4,1138,1
32599,4,1137,1
30484,5,1138,1
25610,6,1137,1
32599,3,1138,1
23151,5,1137,1
13744,4,1138,1
33526,4,1137,1
32599,2,1138,1
19501,3,1137,1
33526,2,1138,1
32179,3,1137,1
26061,3,1138,1
24184,3,1137,1
13156,1,1138,1
20848,14,1137,1
33529,2,1138,1
24866,5,1137,1
12854,6,1138,1
33529,3,1138,1
32598,2,1138,1
33529,3,1138,1
13744,3,1138,1
12441,3,1138,1
13743,2,1138,1
12823,1,1138,1
15171,3,1138,1
32599,4,1138,1
21656,2,1138,1
30838,2,1138,1
21656,3,1138,1
20848,7,1138,1
32599,2,1138,1
33529,4,1138,1
27897,3,1138,1
13152,1,1138,1
32597,2,1138,1
27897,2,1138,1
12854,3,1138,1
12441,3,1138,1
17951,6,1138,1
32597,2,1138,1
14017,2,5619,1
33525,3,1138,1
16037,8,4626,1
22926,3,1138,1
18106,6,4626,1
31322,3,1138,1
13743,6,4626,1
19501,2,1138,1
34824,1,4628,1
23151,2,1138,1
33020,1,4628,1
13135,6,1138,1
19500,3,4628,1
33528,5,1138,1
36766,10,4628,1
18083,1,1138,1
37273,2,4797,1
27815,4,1138,1
38049,4,4799,1
13743,3,1138,1
22124,3,4799,1
31475,1,1138,1
25609,4,4799,1
32599,3,1138,1
32555,15,4799,1
19500,3,1138,1
36635,3,4800,1
32598,2,1138,1
19311,3,4808,1
33528,3,1138,1
13479,7,4809,1
18556,3,1138,1
32597,4,3927,1
20848,8,1138,1
16037,4,3081,1
13135,4,1138,1
26060,3,3124,1
12441,4,1138,1
21463,1,3130,1
20854,6,1138,1
32555,8,3081,1
36766,2,3044,1
30484,4,3081,1
22926,2,3044,1
13743,1,3148,1
15430,5,3044,1
12327,2,3158,1
22124,4,840,1
24843,4,3081,1
19502,4,3051,1
6309,6,3237,1
15430,5,3052,1
1636,2,3237,1
18105,4,3052,1
13156,1,3148,1
19500,3,840,1
34826,1,3155,1
23639,7,840,1
22124,2,3155,1
18106,6,840,1
20854,2,3155,1
18106,2,840,1
18083,1,3159,1
35133,4,3081,1
30484,2,3205,1
12792,2,3081,1
22926,4,3205,1
24865,2,3081,1
37832,8,3285,1
28229,2,2008,1
18106,6,3285,1
21463,5,2008,1
36757,4,3288,1
12552,1,2008,1
25609,1,3201,1
40664,7,2008,1
25610,3,3202,1
39893,11,2008,1
23260,3,3351,1
22124,6,2008,1
12795,5,3351,1
36636,8,2719,1
22926,4,4678,1
19501,2,2719,1
36488,2,3202,1
36486,2,2729,1
15430,9,3288,1
30820,2,2729,1
19501,3,3993,1
26060,6,3148,1
13744,5,3993,1
38747,3,3148,1
25610,6,3993,1
38049,2,3155,1
36631,1,3297,1
18105,5,2730,1
32555,7,3390,1
25610,7,1932,1
34006,2,3390,1
30820,5,2601,1
30940,4,3390,1
21851,5,2601,1
18106,4,3392,1
13744,6,2601,1
24865,3,3392,1
25610,4,2601,1
12327,6,3392,1
20848,6,2601,1
34006,6,3392,1
33771,2,3262,1
19500,3,3392,1
13135,3,3158,1
21390,3,3392,1
30482,4,3158,1
16037,6,3392,1
12795,1,2008,1
25610,3,3392,1
25610,4,2759,1
32555,8,3393,1
19501,4,2759,1
37273,6,4888,1
34006,4,2759,1
26061,6,4888,1
25609,3,2759,1
18106,2,4888,1
33770,4,2759,1
36631,2,4888,1
22926,2,2602,1
25610,4,3393,1
13743,4,2602,1
34434,12,3393,1
21837,3,2008,1
17952,5,3393,1
20887,3,2008,1
35079,3,3993,1
38244,5,2009,1
36639,5,4900,1
21837,1,2009,1
18084,1,4717,1
20887,3,2009,1
24865,3,4717,1
20518,6,2009,1
25610,4,3398,1
12792,3,3202,1
12854,2,3398,1
35224,2,3202,1
13135,3,3398,1
18105,4,3280,1
36635,6,4921,1
38244,2,3288,1
36638,4,4936,1
36635,8,3202,1
23639,3,3400,1
18106,3,2009,1
12792,5,3051,1
28229,7,2009,1
30484,3,3051,1
38244,2,2009,1
37832,8,3051,1
21837,2,2009,1
38049,2,4968,1
20518,1,2009,1
20845,8,4968,1
32348,2,3221,1
34434,4,4969,1
25450,2,2676,1
13135,3,4969,1
23098,3,3237,1
32597,3,1143,1
40224,6,3237,1
32599,2,1143,1
36628,3,2009,1
33021,1,1143,1
12472,2,2009,1
33528,7,1143,1
15430,6,2009,1
33770,2,1143,1
13744,1,2009,1
13744,2,1143,1
28229,7,2009,1
32597,3,1143,1
21463,4,2009,1
13152,1,1143,1
28229,12,2009,1
22926,5,1143,1
15430,1,2009,1
13156,1,1143,1
39893,4,2009,1
20852,14,1143,1
20887,3,2009,1
17703,1,1143,1
13744,2,2009,1
16037,4,1143,1
14694,3,2009,1
17415,1,1143,1
33527,3,2009,1
33529,3,1143,1
16037,4,2009,1
23548,5,1143,1
13743,1,2010,1
20852,4,1143,1
20848,4,2010,1
13135,4,1143,1
24841,2,2010,1
13744,2,1143,1
14017,1,2010,1
33529,3,1143,1
26061,6,3262,1
17416,1,1143,1
38244,11,2010,1
12327,4,3400,1
25609,2,896,1
12854,6,3400,1
20778,6,896,1
13744,2,4007,1
13135,3,3284,1
12854,2,4007,1
36638,4,3284,1
34434,16,4011,1
38049,3,3285,1
13135,4,3420,1
19434,5,3285,1
19501,3,4011,1
17415,1,1143,1
32597,7,4011,1
32597,3,1143,1
30482,3,4011,1
17703,1,1143,1
16037,8,3051,1
12327,3,1143,1
33772,3,3051,1
33527,7,1143,1
35326,5,3051,1
31322,3,1143,1
1703,1,3237,1
30946,5,1143,1
30445,3,3237,1
33526,3,1143,1
36437,3,3237,1
14017,3,1143,1
1712,1,3237,1
33525,3,1143,1
14017,4,3322,1
16037,4,1143,1
18106,4,3322,1
30946,1,1143,1
30484,2,3052,1
17952,2,1143,1
40224,3,3237,1
33529,5,1143,1
33851,2,3237,1
33525,7,1143,1
12327,3,3081,1
19501,3,1143,1
39002,2,3081,1
32599,3,1143,1
42779,8,3081,1
12823,1,1143,1
44068,3,3124,1
12327,2,1143,1
14167,8,3124,1
14017,4,1143,1
36088,2,3351,1
31475,1,1143,1
38049,2,3351,1
27897,2,1143,1
14894,9,4773,1
32597,3,1143,1
18105,4,4773,1
31322,1,1143,1
20852,8,4773,1
18106,7,896,1
25610,6,4773,1
16037,3,2679,1
25610,6,4797,1
20887,1,2010,1
21390,4,4797,1
14017,1,2010,1
13135,2,4798,1
18106,4,2010,1
37993,2,3148,1
18106,4,2010,1
22926,2,3155,1
35133,1,2010,1
16037,6,3158,1
22124,1,2011,1
13060,2,3158,1
38244,4,2011,1
24866,2,3221,1
12552,6,2011,1
26060,2,3159,1
26060,3,2011,1
13743,4,3398,1
20848,2,2011,1
36639,3,3398,1
35133,3,2011,1
35079,4,3398,1
19501,1,2011,1
38049,4,3398,1
36757,2,2011,1
36638,5,3398,1
24843,2,2011,1
15209,6,3398,1
24843,3,2011,1
34397,3,4798,1
12327,1,2011,1
22926,5,4798,1
22124,7,2011,1
34399,4,4799,1
39893,7,2011,1
33770,2,4799,1
20887,11,2011,1
20852,9,4799,1
20887,1,2011,1
38244,2,3408,1
40664,1,2011,1
33770,3,5437,1
28229,14,2011,1
16037,8,3201,1
22556,2,2012,1
30484,3,3202,1
38244,3,2012,1
40663,3,3202,1
12795,3,2012,1
30820,5,5437,1
40661,5,2012,1
23639,4,5437,1
24843,1,2012,1
14821,1,3237,1
36757,1,2012,1
33824,7,4029,1
28229,11,2012,1
33824,1,4030,1
39893,7,2012,1
30484,3,4052,1
16037,3,2012,1
12485,4,4052,1
19501,1,2012,1
13135,4,4053,1
18106,1,2012,1
12327,3,4053,1
13744,2,2012,1
12792,2,5023,1
14017,3,2012,1
26061,2,4800,1
38049,3,3285,1
20784,2,4800,1
36766,3,3285,1
18106,4,5039,1
36632,2,2062,1
33768,4,3202,1
38049,2,2062,1
13743,2,3202,1
26061,3,2081,1
13247,8,4808,1
22124,5,2081,1
24866,4,4808,1
36639,5,3288,1
34006,2,4808,1
34697,2,3288,1
16037,3,4809,1
24185,2,929,1
36088,4,4519,1
13743,6,3322,1
13848,2,4809,1
37832,3,3322,1
40829,5,4519,1
36639,4,3322,1
30484,3,3509,1
33770,3,2009,1
21390,5,3509,1
14694,2,2009,1
24843,2,3509,1
16037,3,2020,1
36766,5,3509,1
25610,6,2020,1
20848,14,4064,1
23548,6,2040,1
32597,2,3262,1
32597,4,2040,1
30485,6,4064,1
19500,4,2040,1
13744,6,4064,1
35326,4,2061,1
22926,3,3284,1
12327,4,2061,1
30485,6,3285,1
30484,7,2101,1
42725,3,5437,1
20808,2,2101,1
30484,3,5437,1
13007,2,2101,1
30484,6,5437,1
20523,6,2719,1
38747,2,5437,1
13135,2,3351,1
38748,2,5437,1
30482,8,3351,1
25610,4,4064,1
36425,3,3392,1
25610,4,5441,1
26060,4,3392,1
12792,2,5128,1
19502,6,3392,1
12792,4,5139,1
38049,5,3393,1
13135,4,5144,1
23639,6,3393,1
13135,6,5144,1
22124,2,3393,1
36766,5,5144,1
18106,3,3400,1
19502,2,5146,1
18105,5,3400,1
19502,5,5149,1
37832,3,3400,1
30820,5,5159,1
25609,6,2197,1
13135,3,5159,1
30484,8,2197,1
36632,3,3646,1
30485,8,2197,1
20770,5,3651,1
37832,6,2197,1
18106,3,3651,1
36632,2,2197,1
21463,5,3654,1
18105,6,2205,1
20778,2,3655,1
34351,6,2205,1
20850,6,3655,1
37832,2,2205,1
12417,4,3656,1
12795,3,2206,1
28229,12,3663,1
28229,12,2206,1
36637,1,3664,1
12327,3,2206,1
18105,3,3664,1
20848,9,2206,1
36632,7,3664,1
23639,3,3402,1
36640,3,3687,1
36352,2,3402,1
39002,2,3687,1
23638,3,3402,1
36635,3,3687,1
12485,6,2127,1
36635,2,3688,1
24865,3,2127,1
30484,3,3688,1
23260,4,2127,1
20848,8,3688,1
24865,7,2127,1
24866,4,3285,1
23638,10,3392,1
34396,4,3285,1
43639,2,3392,1
19501,5,3285,1
33768,4,1794,1
15209,3,3288,1
14017,4,1794,1
20848,6,3689,1
34351,2,2278,1
14017,2,5473,1
38244,6,3392,1
37273,1,5473,1
42779,4,3392,1
33768,6,3321,1
43640,6,3393,1
12854,4,3285,1
26060,3,3051,1
30484,5,4064,1
33768,3,3051,1
12854,6,4064,1
24865,5,2730,1
14966,1,3237,1
20519,12,2730,1
28298,2,3570,1
38244,10,3393,1
29061,10,3570,1
42783,3,3393,1
27843,5,3570,1
31322,3,2729,1
27767,3,3570,1
24866,2,2729,1
18087,12,3585,1
16037,2,3393,1
23639,1,3585,1
26061,2,3398,1
23548,2,3585,1
18581,3,3398,1
36036,5,3585,1
38049,2,2312,1
41968,2,3351,1
19500,2,2312,1
35687,2,3351,1
30482,3,3400,1
13135,6,3288,1
44068,14,3402,1
12327,6,3288,1
15209,3,3402,1
25610,2,3646,1
43640,18,3402,1
19500,5,3646,1
15209,4,3408,1
34434,6,3650,1
25610,2,3408,1
16037,3,3650,1
40663,3,3408,1
23638,5,1165,1
43640,18,3408,1
19500,2,1165,1
22124,2,3531,1
13135,3,3650,1
18106,3,3531,1
22926,5,3650,1
15194,4,3531,1
22926,2,3651,1
40664,2,2342,1
25431,3,3651,1
37832,4,3052,1
13245,2,3653,1
22556,2,1830,1
18245,6,3653,1
30820,1,1830,1
13245,2,3654,1
14017,1,1830,1
16037,2,3654,1
40715,15,1830,1
12327,5,3654,1
12358,1,1830,1
18106,5,3654,1
15110,2,1843,1
23637,6,3655,1
22226,2,3570,1
12544,4,3655,1
28805,1,3570,1
13116,1,3656,1
37993,2,2379,1
18105,2,3656,1
30482,2,1017,1
12209,2,3656,1
22124,2,1017,1
13744,4,3663,1
22229,2,3570,1
24746,4,3509,1
28229,6,1843,1
20852,12,3509,1
38049,4,1843,1
21820,8,3509,1
13786,2,1843,1
32555,14,4102,1
18581,4,1843,1
12327,5,3663,1
30484,3,1894,1
43640,18,4672,1
30820,4,5437,1
44068,18,4672,1
12327,5,5441,1
32555,10,3663,1
13848,2,5441,1
37832,5,3392,1
15174,3,5453,1
24843,2,3392,1
12792,2,5453,1
38244,5,3392,1
4,1,5453,1
43640,18,3262,1
35326,6,2796,1
36640,2,3393,1
19501,6,1165,1
23639,4,3664,1
19502,2,1165,1
26061,6,3664,1
23548,3,1165,1
20808,4,3664,1
16037,5,1165,1
36486,4,3664,1
33526,4,2796,1
25610,6,3687,1
30484,3,2797,1
23639,5,3687,1
16037,6,2797,1
20808,4,3687,1
33768,6,2403,1
30485,6,3322,1
37273,2,1894,1
25452,2,3322,1
20852,2,1059,1
33526,6,3322,1
22124,6,2797,1
12327,3,3687,1
32597,6,2797,1
14167,8,3285,1
22926,7,2798,1
30484,2,3285,1
19500,5,2798,1
31659,14,3687,1
38049,2,5116,1
25610,3,3688,1
42000,6,5116,1
31659,14,3689,1
21463,5,5116,1
25610,5,3689,1
34351,3,1932,1
18106,4,3696,1
30484,5,3081,1
12327,5,3288,1
38049,2,3081,1
14167,3,3288,1
14167,10,3124,1
22926,2,3288,1
16037,3,3124,1
15209,4,3288,1
32597,10,2798,1
30484,6,3288,1
22124,6,2798,1
30484,6,3696,1
25610,4,2798,1
42000,3,3393,1
30485,7,2798,1
34351,2,3398,1
22124,3,2799,1
37832,10,3322,1
24184,3,2799,1
37832,3,5324,1
18105,3,1934,1
38049,3,5324,1
18105,2,3155,1
36639,3,5324,1
36632,2,3155,1
40662,3,3398,1
12327,5,3158,1
19434,6,3398,1
13060,2,3159,1
41567,3,3400,1
30485,2,1934,1
26061,6,5339,1
19500,3,2796,1
34006,2,5339,1
22926,3,2796,1
36632,4,5339,1
24838,6,2797,1
19434,6,5339,1
16037,6,2797,1
19502,6,5339,1
19501,6,2797,1
12792,6,5339,1
25610,8,2797,1
19500,3,5339,1
22926,7,2798,1
23639,6,5339,1
36088,6,2798,1
37832,4,5339,1
23639,4,1090,1
12485,6,4102,1
12327,4,2890,1
25610,3,5381,1
12792,3,3202,1
23639,3,5382,1
38049,6,3202,1
18105,3,5382,1
33525,6,2890,1
36425,4,5382,1
12792,4,2797,1
34396,3,4102,1
25610,6,2798,1
19501,2,4103,1
37832,6,3646,1
25610,4,4103,1
36632,3,3646,1
19500,4,4103,1
23639,8,1091,1
34697,8,4105,1
31659,14,1091,1
25609,8,4105,1
19502,2,3646,1
12854,6,4105,1
12327,6,2798,1
25610,6,4105,1
41083,2,3237,1
24838,4,4106,1
24865,4,3646,1
36631,3,3509,1
13135,3,3646,1
36766,4,4888,1
12792,3,3646,1
30482,3,3351,1
38750,3,3646,1
36088,3,3351,1
22124,4,2798,1
12327,4,4888,1
12792,2,2798,1
36486,6,4888,1
24866,10,2799,1
14167,3,3390,1
35224,2,2798,1
30484,2,3390,1
20519,4,2798,1
43641,2,3390,1
23639,9,2798,1
14017,6,3392,1
30820,6,2798,1
18105,6,4888,1
35133,2,2798,1
19500,2,4889,1
36352,2,2799,1
14860,3,4889,1
22926,3,2799,1
34351,3,3400,1
36766,10,1092,1
18105,1,3408,1
23639,10,1092,1
13786,1,3408,1
14172,2,2818,1
30485,6,3351,1
25610,10,2799,1
36632,2,3720,1
13743,4,2799,1
32597,4,4163,1
12327,3,3262,1
20852,14,4900,1
30820,4,3650,1
36757,3,4900,1
38049,3,3650,1
14860,2,4900,1
36766,2,3650,1
36036,8,4900,1
15827,6,3650,1
26060,2,5437,1
37832,3,3651,1
36425,2,5453,1
15174,2,3652,1
36425,2,5471,1
12157,3,3653,1
13135,2,5471,1
25610,5,3654,1
19434,4,5473,1
12461,2,3654,1
16037,2,3390,1
22124,2,3660,1
19500,2,3390,1
43640,18,3509,1
26061,6,5473,1
22926,2,3509,1
15430,8,5473,1
26060,2,3509,1
12327,6,3531,1
30820,3,3509,1
23638,8,3392,1
30485,7,2500,1
22926,2,3392,1
42778,2,3285,1
21820,2,3392,1
37832,7,3285,1
30485,2,3392,1
41567,5,3285,1
30484,2,3393,1
37273,3,3285,1
21820,2,3393,1
44027,1,3285,1
19501,1,3398,1
38747,3,3663,1
33525,2,3398,1
15430,6,3663,1
30485,4,3398,1
20845,3,3664,1
25609,4,3398,1
25610,10,3664,1
30484,8,3400,1
36640,7,3664,1
33020,1,1181,1
37832,3,3664,1
33022,1,1181,1
12327,8,2818,1
17414,1,1181,1
23638,2,2500,1
23151,1,1181,1
25610,2,2500,1
13156,1,1181,1
19434,5,3687,1
23151,1,1181,1
26061,6,3687,1
17416,1,1181,1
13743,1,3687,1
30484,5,4900,1
19502,2,3689,1
12327,6,4900,1
36635,3,3696,1
25610,6,4900,1
36766,4,3696,1
24843,5,4900,1
19502,4,3696,1
34396,2,4900,1
30485,3,2508,1
19500,3,4900,1
23638,10,2508,1
13007,4,4200,1
37832,2,2508,1
32597,4,4200,1
13135,5,1118,1
25610,5,4227,1
36087,3,1118,1
39002,6,3392,1
16037,6,1118,1
22926,3,3393,1
12327,2,1118,1
24838,6,3393,1
34006,2,1118,1
12795,2,3393,1
33525,4,1119,1
44068,16,3398,1
23548,3,2197,1
39002,4,3400,1
32597,5,2197,1
44068,9,3402,1
13135,6,2197,1
30484,4,4227,1
26060,5,2197,1
34397,5,4227,1
25610,5,2197,1
12854,2,4227,1
19500,5,2197,1
16037,3,4227,1
19501,4,2197,1
30484,2,3408,1
13744,6,2198,1
32597,4,4227,1
19500,3,2198,1
23548,3,4228,1
36638,8,3727,1
12854,4,4228,1
25610,3,3727,1
13744,5,4228,1
25609,3,3727,1
17952,3,3400,1
12823,1,1181,1
17952,4,3402,1
20523,1,1181,1
13135,3,4228,1
23151,2,1181,1
33525,2,1189,1
27897,1,1181,1
14017,2,1189,1
33021,1,1181,1
19432,5,1189,1
33023,1,1181,1
31322,2,1189,1
14172,4,1119,1
22921,5,1189,1
23638,4,1119,1
33528,7,1189,1
35224,6,1119,1
32599,3,1189,1
13744,6,1119,1
13135,4,1189,1
24865,6,1119,1
16037,3,4228,1
30940,2,1119,1
12485,4,4228,1
20808,3,1124,1
16037,7,3408,1
13744,5,1137,1
25610,8,47,1
13135,2,1137,1
15430,9,50,1
36632,2,3747,1
20848,1,50,1
37832,2,3747,1
38049,2,50,1
19502,3,3748,1
35224,7,3747,1
21463,2,3288,1
19500,2,3748,1
40663,3,3288,1
12795,3,3748,1
13744,3,1138,1
22926,3,3748,1
12485,3,1138,1
23639,8,3748,1
30482,2,3748,1
35687,4,50,1
22926,5,3748,1
25610,3,62,1
18106,3,3748,1
34006,2,62,1
36635,7,3801,1
22921,6,3408,1
35326,4,1138,1
23637,8,3408,1
24865,4,1138,1
12485,2,3777,1
30484,3,1143,1
32597,2,3420,1
12327,5,1143,1
36766,7,68,1
13116,1,2890,1
38049,8,68,1
13135,6,2206,1
19434,8,68,1
12792,2,2206,1
34697,7,68,1
36638,3,3844,1
18105,3,90,1
39002,3,5139,1
18106,4,90,1
41567,3,5139,1
36640,4,3531,1
13743,2,5139,1
26061,6,3801,1
33526,6,1189,1
12792,6,3844,1
32179,2,1189,1
23548,3,3844,1
19432,6,1189,1
35224,7,3844,1
23637,5,1189,1
12854,6,3844,1
12157,2,2207,1
40664,3,3602,1
12854,6,2207,1
37273,4,3602,1
12792,2,3902,1
35133,3,3854,1
23260,5,3927,1
40664,4,3854,1
32555,16,3927,1
34006,2,3854,1
30484,2,5144,1
36630,4,3602,1
30484,3,5144,1
33527,3,3873,1
36635,2,3927,1
30484,6,3873,1
13060,0,3927,1
39002,5,3873,1
38244,7,5146,1
22926,2,3873,1
15110,2,5146,1
18105,3,4773,1
21390,3,1285,1
16037,3,3873,1
20778,6,1285,1
23639,3,3873,1
31659,15,1285,1
37832,2,4773,1
22926,2,1285,1
15110,2,4773,1
20523,9,1285,1
25609,4,144,1
31659,15,1285,1
18105,3,144,1
34006,6,1285,1
19434,2,145,1
37832,2,2676,1
26061,3,5626,1
22556,1,2008,1
12327,2,3902,1
13334,1,2009,1
