mvid,mrp,offer_price,zoho_id,vendor_price,variant_id,variant_name,product_id,product_name,brand_id,brand_name
1,1,1,201333000000703164,1,1488,Swashray Chavanu Rs 10,"1,202",Swashray Products,"1,666",Swashray
4,1,1,201333000000030142,1,2121,Test Slot 00,"1,612",Test Slot 1,"2,701",Test Brands
7,48,50,201333000000128069,30,7,Healthy Vegetable Poha,12,Healthy Vegetable Poha,"1,435",Annapurna Tiffin Service
8,60,44,,60,7,Healthy Vegetable Poha,12,Healthy Vegetable Poha,"1,435",Annapurna Tiffin Service
16,20,20,201333000000030182,20,13,Cornitos Nachos - Cheese and Herbs,7,Cornitos Nachos : Cheese and Herbs,"1,474",Cornitos
20,10,10,201333000000030193,9,17,McVities Digestive Rs 10,20,McVities Digestive Rs 10,"1,577",Mcvitie'S
61,69,59,201333000000238019,40,241,Tangy Mix Sauce Macronii,226,Tangy Mix Sauce Macroni,"1,512",Ggn Anaya Kitchen
62,55,49,201333000000733466,30,128,White Sauce Macroni Salad,508,Homestyle Veg Macaroni,"1,511",Generic
63,55,49,201333000000238094,30,244,Dry Manchurian Balls,229,Veggie Manchurian,"1,512",Ggn Anaya Kitchen
64,55,49,201333000000287259,30,66,Kathi Roll,69,Achari Kathi Roll,"1,512",Ggn Anaya Kitchen
65,69,59,201333000000238001,45,24,Rajma-Chawal Combo,27,Rajma-Chawal Combo,"1,511",Generic
66,69,59,201333000000238010,45,785,Choley Chawal Combo,703,Choley Chawal Combo,"1,601",Nda Breakfasttime
169,20,20,201333000000125447,20,109,Real Mixed Fruit Juice Rs 20,107,Real Mixed Fruit Juice,"1,640",Real Juice
242,20,20,201333000002099778,20,146,Real Litchi Juice ,140,Real Lichi Juice,"1,640",Real Juice
288,20,20,201333000000488001,11.67,189,ThumsUp,180,Thums Up,"1,677",Thumsup
294,55,49,201333000003172601,39,101,Aloo Matar Sandwich,99,Aloo Matar Sandwich,"1,435",Annapurna Tiffin Service
311,15,15,201333000000672932,12,204,Saffola masala oats - Tangy Chaat,195,Saffola masala oats - Tangy Chaat,"1,647",Saffola
312,15,15,201333000000672951,12,205,Saffola masala oats - Tandoori Magic,194,Saffola masala oats - Chefs Choice,"1,647",Saffola
317,99,69.8,201333000071450178,85.5,598,Moong Daal & Rice Combo,561,Moong Daal with Rice Combo,"1,511",Generic
350,45,45,201333000000672989,45,236,Go Grub Peanut + Blueberry,221,GO Grub Snack Bar,"1,518",Go Grub
351,45,45,201333000000726544,45,237,Go Grub Mocha + Almond,221,GO Grub Snack Bar,"1,518",Go Grub
357,65,59,201333000003055192,39,121,Homestyle Veg Mayo Sandwich,119,Home-style Veg Mayo Sandwich,"1,533",Hersheys
358,65,59,201333000003196127,46,65,Vegetable Chatpati Roll,68,Vegetable Chatpati Roll,"1,453",Breakfast 7-11
372,69,65,201333000003056750,49,141,Crispy Veggie Cutlet ,40,Medu Vada With Chutney,"1,511",Generic
384,75,75,201333000000080139,75,256,M&M- Chocolate Rs 75,209,M&M,"1,570",M&M
386,447,447,201333000000726376,298,258,eighty7- Chilean Walnuts,241,eighty7- Chilean Walnuts,"1,496",Eighty7
390,15,15,201333000000672816,15,262,Monginis Veg Fruit Cakes,245,Monginis - Veg Fruit Cakes,"1,589",Monginis
391,5,5,201333000000672777,5,263,Creme Bite- Orange Flavour,246,Modern- Creme Bite (Contains Egg),"1,477",Creme Bite
412,20,20,201333000000673027,20,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20,264,TOO YUMM!,6,Too Yumm 
440,45,39,201333000001236264,30,44,Vada Pav,47,Vada Pav with Sauce,"1,453",Breakfast 7-11
445,30,30,201333000000030411,21.45,310,Baked Khakhra Chips Methi Flavour,292,Baked Khakhra Chips,"1,649",Sattviko
446,30,30,201333000000030420,22.86,311,Baked Khakhra Chips Pizza Flavour,292,Baked Khakhra Chips,"1,649",Sattviko
448,30,30,201333000000673104,30,312,Pudina Party Makhana,291,Mr. Makhana,"1,592",Mr Makhana
467,20,20,201333000000067015,20,331,Britannia Veg Cake Fruity Fun Rs 20,308,Britannia Cake Fruity Fun,"1,455",Britannia
475,25,25,201333000000030456,20,338,Unibic Fruit and Nut Rs 25,466,Unibic Fruit and Nut,"1,686",Unibic
487,79,79,201333000003175118,55,227,Paneer Butter Masala Wrap,215,Paneer Butter Masala Wrap,"1,663",Spice Box - Express
496,65,59,201333000003124001,44,266,Tangy and Spicy Mixed Sauce Pasta,250,Tangy and Spicy Mixed Sauce Macroni,"1,453",Breakfast 7-11
534,20,20,201333000000030474,20,396,Too Yumm Dahi Papdi ,377,Too Yum- Multigrain Chips,6,Too Yumm 
539,25,25,201333000002133871,25,399,Unibic Honey Oatmeal Cookies,379,unibic Honey Oatmeal Cookies,"1,686",Unibic
581,20,20,201333000000150020,20,433,Minute Maid Pulpy Orange Rs 20,138,Minute Maid,"1,581",Minute Maid
582,10,10,201333000000137399,10,434,Uncle Chips - Spicy Treat,410,Uncle Chipps,"1,685",Uncle Chips
648,1,1,201333000002199567,1,493,Test Product,463,Test Product,"2,701",Test Brands
760,10,10,201333000000733219,8,589,Too Yumm Dahi Papdi Rs 10,551,Too Yum Dahi Papdi Rs 10,6,Too Yumm 
776,20,20,201333000000733257,20,604,Too Yumm Veggie Stix Chili Chataka Rs 20,567,Too Yoom chili chataka,6,Too Yumm 
956,55,49,201333000000128483,30,669,Rava Idli with Chutney,625,Rava Idli with Chutney,"1,585",Meals and RTE
957,65,59,201333000000128492,54,467,Stir Fry Idli,441,Stir Fry Idli,"1,511",Generic
980,25,25,201333000002134615,16.53,784,Unibic- Honey Oatmeal Cookies,702,Unibic- Honey Oatmeal Cookies,"1,686",Unibic
999,49,0,201333000071606073,31,780,Fresh Pineapple - Urban Harvest,699,Fresh Pineapple  - Urban Harvest,"1,511",Generic
"1,016",40,40,201333000002152082,30,814,Ritebite Sport Bar Almond Mocha,729,Ritebite Sport Bar Almond Mocha,"1,644",Ritebite
"1,018",25,25,201333000000637003,18.91,816,Unibic - Cashew Cookies Rs.25,730,Unibic,"1,686",Unibic
"1,022",20,20,201333000002152113,18,820,Amul Lassi Premium ,734,Amul Premium Lassi (Cap) Rs 20,"1,434",Amul
"1,025",40,40,201333000000240001,21.42,823,Mr Makhana Himalayan Salt  & Pepper Rs 40,291,Mr. Makhana,"1,592",Mr Makhana
"1,026",35,35,201333000000672511,25,824,Mr Makhana Piri Piri Rs 35,739,Mr Makhana Piri Piri Rs 35,"1,592",Mr Makhana
"1,027",12,12,201333000000292247,10.8,825,Amul Masti Buttermilk Rs 12,737,Amul Masti Buttermilk Rs 12,"1,434",Amul
"1,035",10,10,201333000000672435,6.7,833,"Banana Chips - Garden Rs,10",747,Garden Namkeens,"1,509",Garden
"1,067",55,50,201333000000292422,41.25,864,LuvIt fruit and nut MRP-55,770,LuvIt. Fruit and  nut MRP-55,"1,569",Luvit
"1,101",2,3,201333000000336132,2.09,907,Small Box with Lid Transparent 250ml ,807,Boxes Small LID 250/ City Polymers,"1,511",Generic
"1,126",25,25,201333000000673910,24,928,Lifebuoy - Hand Sanitizer,818,Lifeboy-Hand Sanitizer,"1,565",Lifebuoy
"1,215",69,59,201333000000931902,40,1014,Daal Makhani with Rice Combo,287,Daal Makhani with Rice,"1,512",Ggn Anaya Kitchen
"1,263",10,10,201333000001043257,8.93,1065,Balaji Wafers Masala Masti Rs 10,892,Balaji Wafers Masala Masti Rs 10,"1,440",Balaji Namkeen
"1,265",54,49,201333000006006001,40,297,Sabudana Khichdi,278,Sabudana Khichdi,"1,594",Mum Bhojan Tree
"1,266",65,59,201333000001044260,40,75,Aloo Peanut Falahar - Vrat Special,77,Aloo Peanut Falahar - Vrat Special,"1,585",Meals and RTE
"1,275",20,20,201333000001087234,16.95,1073,Real Apple Juice,900,Real Fruit Juice Rs 20,"1,640",Real Juice
"1,301",347,347,201333000001071020,216.87,1097,Eighty 7 Cranberries 200 gm Rs 347,925,Eighty 7 Cranberries 200 gm Rs 347,"1,496",Eighty7
"1,347",420,420,201333000001108506,262.5,1140,Nutty Gritties Roasted & Salted Pistachios 200g Rs 420,836,Nutty Gritties Products,"1,613",Nutty Gritties
"1,398",20,15,201333000001160429,11,1189,Soulfull Ragi Bites Choco Fills Rs 20,994,Soulfull Products,"1,662",Soulfull
"1,470",10,10,201333000001260047,6.78,1238,Knorr Munchow Soup Rs 10,707,Knorr Soup,"1,556",Knorr
"1,565",25,25,201333000002136630,16.95,1322,MTR Breakfast Poha Rs 25,"1,074",MTR Breakfast Poha Rs 25,"1,593",Mtr
"1,566",25,25,201333000002136661,16.95,1323,MTR Breakfast Vegetable Upma Rs 25,"1,075",MTR Breakfast Vegetable Upma Rs 25,"1,593",Mtr
"1,572",30,30,201333000002136723,25,1326,Unibic Choco Chip Cookies ,126,Choco Chips Cookies,"1,686",Unibic
"1,591",1,1,201333000072024633,0,960,Test product - 3,833,Test Product - 3,"2,701",Test Brands
"1,598",20,20,201333000001390971,12.5,1333,Real Pineapple Juice Rs 20,"1,082",Dabur Real Fruit Power Pineapple  Rs 20,"1,640",Real Juice
"1,608",60,60,201333000001446026,35.59,1344,NIDZ Dark Milk Roasted Cashew Chocolate Rs 60,"1,092", NIDZ DARK MILK ROASTED CASHEW CHOCOLATE Rs 60,"1,605",Nidz
"1,632",10,10,201333000002119777,10,1376,Real Bites Farali Wafers Rs 10,"1,119",Real Bites Farali Wafers,"1,639",Real Bites
"1,633",10,10,201333000002119808,7.58,1377,Real Bites Farali Chiwda Mitha Rs 10,"1,120",Real Bites Farali Chiwda Mitha Rs 10,"1,639",Real Bites
"1,634",10,10,201333000001475517,7.58,1378,Real Bites Bhavnagari Ganthiya Rs 10,"1,121",Real Bites Bhavnagari Ganthiya Rs 10,"1,639",Real Bites
"1,635",10,10,201333000002119839,7.58,1379,Real Bites Bhel Mix Rs 10,"1,122",Real Bites Bhel Mix Rs 10,"1,639",Real Bites
"1,636",10,10,201333000002119870,8.5,1380,Haldiram's Mixture Rs 10,"1,123",Haldiram's Mixture Rs 10,"1,523",Haldirams 2
"1,637",10,10,201333000002119901,8.2,1381,Parle Agro Appy Rs. 10,"1,124",Parle Agro Appy Rs. 10,19,Parle 
"1,638",10,10,201333000001475595,9,1383,Nestle Kitkat Rs 10,"1,126",Nestle Kitkat Rs 10,12,Nestle 
"1,639",20,20,201333000002119932,20,331,Britannia Veg Cake Fruity Fun Rs 20,308,Britannia Cake Fruity Fun,"1,455",Britannia
"1,640",10,10,201333000002119963,8.55,1026,Britannia Good Day Cashew Rs 10,682,Britannia,"1,455",Britannia
"1,641",20,20,201333000002119994,10,663,Britannia Veg Cake Chocolate Rs 20,621,Britannia Veg Cake - Chocolate,"1,455",Britannia
"1,643",10,10,201333000001475690,7.4,769,Cadbury Dairy Milk Rs.10,136,Cadbury Dairy Milk,"1,457",Cadbury
"1,644",10,10,201333000002222184,9.5,794,Britannia Little Hearts,682,Britannia,"1,455",Britannia
"1,645",10,10,201333000002120056,8.53,1475,Haldirams NGP Aloo Bhujia Rs 10,583,Aloo Bhujia -  Haldiram,"1,523",Haldirams 2
"1,647",10,10,201333000002120118,9,94,Maaza Tetrapack Rs 10,93,Maaza Refresh,"1,572",Maaza
"1,648",10,10,201333000002120149,9,575,Frooti Rs 10,538,Frooti,"1,506",Frooti
"1,650",20,20,201333000002120211,11.67,189,ThumsUp,180,Thums Up,"1,677",Thumsup
"1,654",10,10,201333000001475903,8,1207,Haldiram Halke Fukle Potato Chips ,"1,009",Haldiram Halke Fukle Potato chips (MUM )Rs-10,"1,523",Haldirams 2
"1,703",10,10,201333000002120304,7,1170,Haldirams NGP Salted Peanut ,978,Haldirams  Salted Peanut 40g Rs 10,"1,523",Haldirams 2
"1,707",10,10,201333000002120397,10,678,Britannia Bourbon-Rs 10,632,Britannia Bourbon-Rs 10,"1,455",Britannia
"1,708",10,10,201333000002120428,8.5,1105,Haldirams Khatta Meetha Rs 10,932,Haldirams Khatta Meetha Rs 10,"1,523",Haldirams 2
"1,709",10,10,201333000002120459,10,1104,Haldirams NGP Lite Chiwda Rs 10,931,Haldirams Lite Chiwda Rs 10,"1,523",Haldirams 2
"1,710",10,10,201333000002120490,10,867,Haldiram Soystix Chatpata Masala Rs 10,773,Haldiram Soystix chatpata mashala,"1,523",Haldirams 2
"1,711",10,10,201333000001476950,10,1425,Britannia 50 50 Time Pass-Rs 10,632,Britannia Bourbon-Rs 10,"1,455",Britannia
"1,712",10,10,201333000002120521,10,1172,Haldirams NGP Tasty Nuts Rs 10,980,Haldirams  Tasty Nuts 45g Rs 10,"1,523",Haldirams 2
"1,713",10,10,201333000001476988,10,622,Haldiram's Navratan Mix  Rs 10,584,Navratan -  Haldiram,"1,523",Haldirams 2
"1,720",50,50,201333000002166808,50,680,Cornitos Roasted Cashews Lightly Salted ,634,Roasted Cashew,"1,474",Cornitos
"1,721",20,20,201333000001477142,20,61,Paper Boat Lychee Ras Rs 20,64,Paper Boat ,"1,619",Paper Boat
"1,722",20,20,201333000002120583,20,124,Sprite Rs 20,122,Sprite,"1,664",Sprite
"1,728",10,10,201333000001477277,10,1432,Britannia Treat Jim Jam Rs 10,"1,172",Britannia Treat Jim Jam,"1,455",Britannia
"1,729",10,10,201333000001477296,10,1433,Balaji Aloo Sev Rs 10,"1,173",Balaji Aloo Sev,"1,440",Balaji Namkeen
"1,730",10,10,201333000001477315,10,1434,Balaji Wafers Cream & Onion Rs 10,"1,174",Balaji Wafers,"1,440",Balaji Namkeen
"1,826",20,20,201333000002120707,20,1450,Limca 250ml Pet Rs 20,"1,187",Coca Cola,"1,566",Limca
"1,829",10,10,201333000002120738,10,1454,Unibic Milk Cookies Rs 10,730,Unibic,"1,686",Unibic
"1,831",10,10,201333000001507167,10,1456,Unibic Choco Ripple Rs 10,730,Unibic,"1,686",Unibic
"1,832",10,10,201333000002136785,10,1457,Unibic Orange Splash Biscuit Rs 10,730,Unibic,"1,686",Unibic
"1,833",10,10,201333000002120769,10,1458,Real Bites Papdi Ganthiya Rs 10,"1,121",Real Bites Bhavnagari Ganthiya Rs 10,"1,639",Real Bites
"1,834",10,10,201333000002120800,8,1459,Real Bites Aloo Sev Rs 10,"1,192",Real Namkeen Products,"1,639",Real Bites
"1,836",20,20,201333000002120831,20,254,Minute Maid Nimbu Fresh Rs 20,238,Minte Maid Nimbu Fresh,"1,581",Minute Maid
"1,839",10,10,201333000002120862,10,1174,Haldirams NGP Bhujiya Sev Rs 10,982,Haldirams  Bhujiya Sev 38g Rs 10,"1,523",Haldirams 2
"1,840",20,20,201333000002120893,16,766,Amul Rose Lassi Rs 20 ,691,Amul Lassi,"1,434",Amul
"1,841",20,20,201333000002120924,16,1460,Amul Premuim Spiced Buttermilk Rs 20,498,Amul Masti,"1,434",Amul
"1,843",10,10,201333000002120955,10,1071,Haldirams NGP Farali Chiwda Rs 10,898,Haldiram's Phalhari Chiwda Rs 10,"1,523",Haldirams 2
"1,846",10,10,201333000002120986,10,1298,Haldirams NGP Instant Bhel Rs 10,"1,064",Haldirams Instant Bhel (MUM),"1,523",Haldirams 2
"1,848",20,20,201333000001686439,20,668,Maaza Pet Bottle Rs 20,624,Maaza - 250ml,"1,572",Maaza
"1,851",10,10,201333000001535052,8.8,1474,Unibic CashewBite Rs 10,262,Unibic Chocolate Cookies,"1,686",Unibic
"1,855",10,10,201333000002121079,6.95,1476,Unibic Choco Chip Cookies Rs 10,730,Unibic,"1,686",Unibic
"1,868",10,10,201333000002121110,6.81,497,Unibic Fruit and Nut Rs 10,466,Unibic Fruit and Nut,"1,686",Unibic
"1,870",20,15,201333000001602555,9.65,942,Havit Foods - Soya Masala Snacker ,1,Soya Masala Snacker,"1,529",Havit Foods
"1,876",50,50,201333000072022768,35,997,Paper Boat Coconut Water Rs 50,49,Paper Boat Coconut Water,"1,619",Paper Boat
"1,890",10,10,201333000002121203,8.8,1472,Balaji Wafers Masala Masti Rs 10,"1,174",Balaji Wafers,"1,440",Balaji Namkeen
"1,914",20,20,201333000002121327,16,125,Fanta Pet 250ml Rs 20,123,Fanta,"1,498",Fanta
"1,916",10,10,201333000001587002,9,1492,Haldirams NGP Rajwadi Phalhari Mix Rs 10,"1,205",Rajwadi phalhari Mix Rs-10,"1,523",Haldirams 2
"1,928",10,10,201333000002121358,7.59,1507,Real Bites Moong Dal Rs 10,"1,212",Real Bites Moong Dal Rs 10,"1,639",Real Bites
"1,929",10,10,201333000002121389,7.59,1508,Real Bites Sing Bhujiya Rs 10,"1,213",Real Bites Sing Bhujiya Rs 10,"1,639",Real Bites
"1,960",10,10,201333000002121420,10,1527,Real Bites Sev Mamra,"1,226",Ritebites Special,"1,639",Real Bites
"1,961",10,10,201333000002121451,10,1526,Real Bites Salt n Pepper,"1,226",Ritebites Special,"1,639",Real Bites
"1,962",10,10,201333000002121482,10,1525,Real Bites Masala Sev Memra,"1,226",Ritebites Special,"1,639",Real Bites
"1,963",10,10,201333000002121513,10,1524,Real Bites Masala Hit,"1,226",Ritebites Special,"1,639",Real Bites
"1,964",10,10,201333000001665251,10,1523,Real Bites Indori Mix,"1,226",Ritebites Special,"1,639",Real Bites
"1,965",10,10,201333000002121544,10,1522,Real Bites Banana Wafers,"1,226",Ritebites Special,"1,639",Real Bites
"1,966",10,10,201333000001665280,10,1521,Real Bites MithaMix,"1,226",Ritebites Special,"1,639",Real Bites
"1,967",10,10,201333000002121575,10,1520,Real Bites Papad Chavana,"1,226",Ritebites Special,"1,639",Real Bites
"1,971",20,20,201333000001677691,13.92,1532,Mighty Puff Choco Ragi Rs 20,"1,230",Mighty Puff Choco Ragi,"1,579",Mighty Puff
"1,973",20,20,201333000001677662,13.92,1531,Mighty Munch Tangy Tomato Rs 20,"1,229",Mighty Munch Tangy Tomato,"1,578",Mighty Munch
"1,976",10,10,201333000002121606,7.59,1537,Real Bites Tikha Chiwda Rs 10,"1,235",Real Bite TIKHA CHIWDA Rs 10,"1,639",Real Bites
"1,977",10,10,201333000002121637,7.59,1538,Real Bites Cream Onion Wafers Rs 10,"1,236",Real Bite CREAM ONION WAFER Rs 10,"1,639",Real Bites
"1,978",20,20,201333000002121668,12.12,126,Coke Regular Pet 250ml Rs 20,112,Coke,17,Coca Cola 
"1,990",10,10,201333000002121792,7.59,1548,Real Bites  Chana Dal Rs 10,"1,247",Real Bites  Chana Dal Rs  10,"1,639",Real Bites
"1,995",10,10,201333000002121823,7.59,1552,Real Bite  Masala Punch Rs 10,"1,252",Real Bite Masala Punch Rs 10,"1,639",Real Bites
"1,999",15,15,201333000002121856,12,1556,Amul Buttermilk Rs 15,"1,256", Amul Butter Milk  Rs 15,"1,434",Amul
"2,001",20,20,201333000002121887,15.7,1557,Nestle KitKat Rs 20,"1,257",Nestle KitKat ,12,Nestle 
"2,004",30,30,201333000002137002,19.29,1562,Yoga Pulp Guava Aloevera Pulp & Juice 200ml  MRP 30,"1,259",Yoga Pulp Guava Aloevera,11,Yoga Pulp
"2,005",30,30,201333000002137033,19.29,1563,Yoga Pulp Anaar Aloevera Pulp & Juice 200 ml MRP 30,"1,259",Yoga Pulp Guava Aloevera,11,Yoga Pulp
"2,013",10,10,201333000001982445,8.5,1572,Balaji Wafers Simply Salted Rs 10,"1,174",Balaji Wafers,"1,440",Balaji Namkeen
"2,016",10,10,201333000072023825,10,1575,Balaji Chataka Pataka Masala Masti Rs 10,"1,265",Balaji Wafers & Namkeen,"1,440",Balaji Namkeen
"2,018",10,10,201333000039465215,10,1577,Balaji Farali Chevdo Rs 10,"1,265",Balaji Wafers & Namkeen,"1,440",Balaji Namkeen
"2,022",10,10,201333000030514139,10,1074,Sunfeast Moms Magic Cashew & Almond ,902,Sunfeast Moms Magic Cashew & Almond Rs 10,"1,539",ITC Sunfeast
"2,023",10,10,201333000071442562,10,1580,Sunfeast Moms Magic Biscuit Butter Rs 10,"1,266",Sunfeast Products,"1,539",ITC Sunfeast
"2,024",10,10,201333000039281001,10,1581,Britannia Good Day Butter Cookies,"1,267",Britannia Good Day Biscuits ,"1,455",Britannia
"2,028",10,10,201333000071438554,10,1170,Haldirams NGP Salted Peanut ,978,Haldirams  Salted Peanut 40g Rs 10,"1,523",Haldirams 2
"2,029",10,10,201333000071449189,10,1585,Haldirams NGP Punjabi Tadka Rs 10,408,Haldiram's,"1,523",Haldirams 2
"2,030",10,10,201333000002121949,10,1586,Real Bites Khatt Mith Rs 10,"1,192",Real Namkeen Products,"1,639",Real Bites
"2,052",11,11,201333000002121980,8.25,1603,Swashray Masala Poori Rs 11,"1,281",Swashray Masala Poori Rs 11,"1,666",Swashray
"2,053",11,11,201333000002122011,8.25,1604,Swashray Chavanu Rs 11,"1,282",Swashray Chavanu Rs 11,"1,666",Swashray
"2,054",20,20,201333000001731698,12.5,1605,Too Yumm Kashmiri Chilli Chips ,"1,283",Too Yumm Kashmiri chilli,6,Too Yumm 
"2,055",20,20,201333000001728445,13.39,1606,BRB Popped Potato Chips Pasta Cheese ,"1,284",BRB Chips,20,BRB
"2,056",20,20,201333000002169110,13.39,1607,BRB Popped Potato Chips Salt & Pepper Rs 20,"1,284",BRB Chips,20,BRB
"2,057",20,20,201333000001728297,12.5,1608,Makino Nacho Chips Jalapeno ,"1,285",Makino Nacho Chips,16,Makino
"2,058",20,20,201333000001728326,12.5,1609,Makino Nacho Chips Cheese ,"1,285",Makino Nacho Chips,16,Makino
"2,060",25,25,201333000001731038,14.48,1611,Coke Diet Can 180ml Rs 25,"1,286",Coke Diet Can,17,Coca Cola 
"2,061",65,59,201333000001774001,35,465,Veg Frankie,439,Veg Frankie,"1,585",Meals and RTE
"2,062",65,59,201333000001736282,35,572,Sweet Corn Mayo Sandwich,535,Cheese Corn Sandwich,"1,511",Generic
"2,066",30,30,201333000001731067,22.32,1613,Real Activ Coconut Water 200 ml Rs 30,"1,287",Real Fruit Power,"1,640",Real Juice
"2,075",20,20,201333000002101653,13.39,1622,BRB Bhel Zingy and Tangy Rs 20,"1,289",BRB Bhel ,20,BRB
"2,076",20,20,201333000001762118,13.39,1624,BRB Sweet Chipotle Hot and Smoky Rs 20,"1,289",BRB Bhel ,20,BRB
"2,092",10,10,201333000072027683,7.59,1634,Balaji Ratlami Sev Rs 10,"1,265",Balaji Wafers & Namkeen,"1,440",Balaji Namkeen
"2,093",10,10,,7.59,1635,Balaji Tikha Mitha Mix Rs 10,"1,265",Balaji Wafers & Namkeen,"1,440",Balaji Namkeen
"2,097",10,10,201333000002165064,7.59,1639,Haldiram's NGP Moong Dal Rs 10,815,Haldiram's Namkeen,"1,523",Haldirams 2
"2,111",65,59,201333000002428041,40,1648,Corn Capsicum Tandoori Sandwich,"1,304",Corn Capsicum Tandoori Sandwich,"1,511",Generic
"2,112",65,59,201333000001774030,40,151,Paneer Mayo Sandwich,712,Paneer Mayo Sandwich- Doughlicious,"1,511",Generic
"2,113",55,49,201333000002599175,35,701,Veg Poha,650,Veg Poha,"1,594",Mum Bhojan Tree
"2,114",55,49,201333000003700001,35,15,Vermicelli Upma,13,Vermicelli Upma,"1,428",Aapka Dabba
"2,115",55,49,201333000024692100,35,703,Home Style Macroni,653,Home Style Macroni,"1,428",Aapka Dabba
"2,119",10,10,201333000001855014,7.6,1656,Britannia Tiger Krunch Rs 10,"1,331",Britannia Tiger Krunch Rs 10,"1,455",Britannia
"2,122",10,10,201333000039491214,8.5,1661,Balaji Rumbles Pudina Rs 10,"1,334",Balaji Rumbles Pudina Rs 10,"1,440",Balaji Namkeen
"2,123",10,10,201333000072034288,8.5,1660,Balaji Chips Pizzy Masala Rs 10,"1,333",Balaji Chips Pizzy Masala Rs 10,"1,440",Balaji Namkeen
"2,125",10,10,201333000072033413,7.6,1664,Haldiram's NGP Chatpata Matar Rs 10,"1,336",Haldiram's NGP Chatpata Matar Rs 10,"1,523",Haldirams 2
"2,131",1,1,201333000070251101,1,1519,BHINDI TEST,"1,222",Vegetable Test,"2,701",Test Brands
"2,134",10,10,201333000001855045,7.7,1686,Britannia 50-50 Jeera Rs 10,"1,344",Britannia 50-50 Jeera Rs 10,"1,455",Britannia
"2,135",10,10,201333000072029513,7.7,1687,Britannia Treat Strawberry Rs 10,"1,345",Britannia Treat Strawberry Rs 10,"1,455",Britannia
"2,141",10,10,201333000072041119,7.7,1692,Haldiram's NGP Masala Peanuts Rs 10,"1,351",Haldiram's NGP Masala Peanuts Rs 10,"1,523",Haldirams 2
"2,150",20,20,201333000001792033,10.71,1700,Makino Corn Chips Red Chilli Chatka Rs 20,"1,355",Red Chilli Chatka ,16,Makino
"2,151",20,20,201333000001792062,10.71,1701,Makino Corn Chips Cream and Onion Rs 20,"1,356",Cream & Onion ,16,Makino
"2,181",40,40,201333000071585649,35,1734,MOM	Makhana Rs40,"1,382",MOM Makhana Rs40,"2,140",MOM
"2,189",10,10,201333000002165033,8,1741,Haldiram Sev Murmura Mirch  Masala Rs10,"1,387",Haldiram Sev Murmura Mirch  Masala Rs10,"1,523",Haldirams 2
"2,196",24,24,201333000002122414,18,1748,Swashray Jeera Cookies Rs 24,"1,393",Swashray Jeera Cookies Rs 24,"1,666",Swashray
"2,200",10,10,201333000001846988,7.5,1752,Paperboat Chikki Rs 10,"1,397",Paperboat Chikki Rs 10,"1,619",Paper Boat
"2,216",10,10,201333000001874092,7.7,1581,Britannia Good Day Butter Cookies,"1,267",Britannia Good Day Biscuits ,"1,455",Britannia
"2,235",10,10,201333000001878477,7.59,1800,Balaji Katak Batak Rs 10,"1,423",Balaji Katak Batak Rs 10,"1,440",Balaji Namkeen
"2,236",10,10,201333000001878508,7.59,1801,Balaji Punjabi Tadka Rs 10,"1,424",Balaji Punjabi Tadka Rs 10,"1,440",Balaji Namkeen
"2,258",10,10,201333000001900192,6.94,1822,Britannia Good Day Chocochip Cookies ,"1,442",Britannia Good Day Chocochip Cookies Rs 10,"1,455",Britannia
"2,263",10,10,201333000072038237,10,1827,Balaji Masala Sev Mamra Rs 10,"1,265",Balaji Wafers & Namkeen,"1,440",Balaji Namkeen
"2,265",10,10,201333000072041040,10,1829,Balaji Sing Bhujia Rs 10,"1,265",Balaji Wafers & Namkeen,"1,440",Balaji Namkeen
"2,270",20,20,201333000072035308,20,1832,Paper Boat Sweet Lassi Rs 20,676,Paper Boat,"1,619",Paper Boat
"2,288",10,10,201333000072021652,10,1016,Cadbury - Bourn Vita Biscuits Rs. 10,857,Cadbury - Biscuits,"1,457",Cadbury
"2,336",20,20,201333000001951060,13.39,1885,BRB Sweet Chipotle Hot and Smoky Rs 20,"1,284",BRB Chips,20,BRB
"2,346",40,40,201333000001930001,28,1893,Brew House Organic Peach Iced Tea Rs 40,"1,456",Breawhouse organic Peach ,"1,706",Brew House
"2,448",20,20,201333000001949104,16.6,1929,Britannia Gooday Pista Badam Rs 20,"1,488",Britannia,"1,455",Britannia
"2,449",30,30,201333000001949073,24.9,1930,Britannia  Good Day Chocochip Cookies Rs 30,"1,488",Britannia,"1,455",Britannia
"2,450",25,25,201333000001949143,20.75,1931,Britannia Jim Jam ,"1,488",Britannia,"1,455",Britannia
"2,458",1,1,201333000072023588,1,1938,Test 01,"1,494",test,"2,701",Test Brands
"2,459",10,10,201333000001959430,8.04,1939,Balaji Khatta Mitha Mix Rs 10,"1,493",Bala Ji,"1,440",Balaji Namkeen
"2,461",120,120,201333000001957032,79.2,1943,Amrit Foods JUST Cold Coffee Rs 120,"1,487",COLD COFFEE,"1,709",Amrit Foods2
"2,467",20,20,201333000001959011,20,1954,Britannia  Gooday Cashew Rs 20,"1,498",Britannia  Gooday Cashew Rs 20,"1,455",Britannia
"2,472",20,20,201333000001959091,16,1959,Snickers Rs 20,"1,503",Snickers Rs 20,"1,856",Snickers 
