mvid,mrp,offer_price,zoho_id,vendor_price,variant_id,variant_name,product_id,product_name,brand_id,brand_name
"14,544",20,20,201333000002810162,15.75,2817,Lays Sizzlin Hot Chips Rs 20,"1,062",Lays Spanish Tomato Tango Rs 20,"1,563",Layss
"14,545",35,35,201333000002769284,26.72,2818,Cadbury 5 Star Oreo Rs 35,"1,700",Cadbury 5 Star 3D,"1,457",Cadbury
"14,551",30,30,201333000002769103,23.11,2819,Nestle KitKat Rs 30,"1,257",Nestle KitKat ,12,Nestle 
"14,552",10,10,201333000002799283,6.7,2822,Bikano Punjabi Tadka Rs 10,"1,658",New PUNJABI PUNCH ,"1,445",Bikano
"14,553",40,40,201333000002808184,25.42,2823,Winkies Cafe Select Chocolate Cake Rs 40,"1,553",Winkies Fruit Cake,"1,719",Winkies
"14,554",40,40,201333000002808236,25.42,2824,Winkies Cafe Select Banana Hazelnut Cake Rs 40,"1,553",Winkies Fruit Cake,"1,719",Winkies
"14,555",25,25,201333000002755546,21.1,2825,Britannia Bourbon Rs 25,"1,696",Britannia Bourbon Rs 25,"1,455",Britannia
"14,556",14,14,201333000002760981,12,2744,Maggi Masala Single Pack Rs 14,128,Masala Maggi,12,Nestle 
"14,558",60,60,201333000002765009,40.18,2827,Nourish Organics Coconut Lime Bar Rs 60,"1,560",Lime Chia Bar,"1,609",Noursh Organic
"14,562",10,10,201333000072070877,10,2829,Balaji Crunchex Chips Chilli Tadka Rs 10,"1,686",Balaji Crunchex Chips,"1,440",Balaji Namkeen
"14,564",20,20,201333000002768033,14.1,2837,Sunfeast Moms Magic  Cashew & Almonds Rs 20,902,Sunfeast Moms Magic Cashew & Almond Rs 10,"1,539",ITC Sunfeast
"14,565",10,10,201333000002789694,8.5,2856,Too Yumm Veggie Stix Sour Cream & Onion Rs 10,746,Too Yumm Veggie Stix - Sour Cream & Onion,6,Too Yumm 
"14,566",10,10,201333000002789725,8.5,2860,Too Yumm Veggie Stix Chili Chataka Rs 10,746,Too Yumm Veggie Stix - Sour Cream & Onion,6,Too Yumm 
"14,567",10,10,201333000002789756,8.5,2859,Too Yumm Karare Munchy Masala Rs 10,552,Too Yum Karare Rs 10,6,Too Yumm 
"14,568",10,10,201333000002789787,8.5,2858,Too Yumm Karare Chilli Achari Rs 10,552,Too Yum Karare Rs 10,6,Too Yumm 
"14,569",10,10,201333000002789818,8.5,2857,Too Yumm American Cream and Onion Chips Rs 10,"1,246",Too Yumm American  Cream and Onion Chips  MRP 10,6,Too Yumm 
"14,571",10,10,201333000002797326,9,2861,Lays Maxx Peppery Cheddar Flavour Rs 10,"1,062",Lays Spanish Tomato Tango Rs 20,"1,563",Layss
"14,572",10,10,201333000002797357,9,2862,Lays Maxx Macho Chilli Flavour Rs 10,"1,062",Lays Spanish Tomato Tango Rs 20,"1,563",Layss
"14,574",10,10,201333000002797419,9,2864,Kurkure Naughty Tomato Rs 10,270,Takatak Multigrain Pizza,"1,559",Kurkure
"14,575",10,10,201333000002797450,9,2866,Haldiram Bhujia Sev Rs 10,"1,543",Bhujia Rs 5,"1,523",Haldirams 2
"14,576",22,22,201333000002769727,17.65,2867,Amul Kool Kesar Rs 22,643,Amul ,"1,434",Amul
"14,577",13,13,201333000002769696,11.8,2868,Amul Masti Buttermilk Rs 14,643,Amul ,"1,434",Amul
"14,586",30,30,201333000002804120,21.61,2877,Unibic Cashew Cookies Rs30,"1,531",Unibic Cashew Badam Cookies,"1,686",Unibic
"14,587",20,20,201333000002875310,10,2878,Garden Lemon Bhel Rs20,726,Garden Lemon Bhel,"1,509",Garden
"14,589",50,50,201333000002875127,33.89,2881,Max Protein Choco Coconut Rs50,917,Max Protein Spanish Tomato Rs 40,"1,576",Max Protein
"14,590",50,50,201333000004201504,33.89,2882,Max Protein Trail Mix Rs50,917,Max Protein Spanish Tomato Rs 40,"1,576",Max Protein
"14,595",45,45,201333000071942819,40,2412,Nescafe Chilled Latte Rs 45,243,Nescafe,"1,604",Nescafe
"14,600",60,60,201333000071944818,35,2884,Coke Slim Rs60,112,Coke,17,Coca Cola 
"14,614",20,20,201333000002804663,17.83,2894,Pepsi 7up Lemon Flavour Rs 20,"1,070",Pepsi,"1,627",Pepsi
"14,615",125,125,201333000002804050,83.71,2895,Sleepy Owl Cold Coffee Rs 125,"1,736",Sleepy Owl Cold Coffee Rs 125,"1,782",Sleepy Owl
"14,618",10,10,201333000002804694,7.14,2896,Parle Khatta Meetha Mixture Rs 10,457,Parle Khatta Meetha Mixture,19,Parle 
"14,619",10,10,201333000002804725,7.14,2897,Parle Hot & Spicy Mixture Rs 10,457,Parle Khatta Meetha Mixture,19,Parle 
"14,620",10,10,201333000002804762,7.14,2898,Parle Bhujia Sev Rs 10,457,Parle Khatta Meetha Mixture,19,Parle 
"14,621",10,10,201333000002804793,7.14,2899,Parle Chatkeens Moong Dal Rs 10,457,Parle Khatta Meetha Mixture,19,Parle 
"14,622",10,10,201333000002804824,7.96,2900,Parle Tangy Tomato Wafers 10,457,Parle Khatta Meetha Mixture,19,Parle 
"14,623",30,30,201333000004190211,19.06,2903,Nestle KitKat Rs 30,"1,257",Nestle KitKat ,12,Nestle 
"14,628",30,30,201333000026127159,18,2504,Unibic Fruit & Nut Cookies Rs30,"1,069",UNIBIC  Unibic Fruit & Nut Cookies  Rs 30,"1,686",Unibic
"14,630",125,125,201333000002808153,83.71,2907,Sleepy Owl Cold Coffee Rs 125,"1,736",Sleepy Owl Cold Coffee Rs 125,"1,782",Sleepy Owl
"14,631",60,60,201333000002808030,40.18,2910,Cavins Badam Milkshake Rs 60,"1,538",Milkshake Badam,9,Cavins
"14,632",35,35,201333000002897833,35,2911,Pepsi Rs 35,188,Diet Pepsi,"1,627",Pepsi
"14,634",115,115,201333000072412708,100,2913,Red Bull Rs 115,21,Red Bull,"1,641",Red Bull
"14,635",40,40,201333000025245007,35,2914,Coke Diet Can Rs 40,113,Diet Coke,17,Coca Cola 
"14,636",40,40,201333000025229161,35,2915,Fanta Can,942,Coca Cola  Fanta Can 300g Rs 40,"1,498",Fanta
"14,637",10,10,201333000006505063,9,2916,OM Podi Rs 10,"1,721",A2B,"1,778",A2B
"14,638",20,20,201333000002810573,16,2917,Cavins Lassi Rs 20,75,Cavin's Lassi,9,Cavins
"14,641",30,30,201333000002811291,22.88,2903,Nestle KitKat Rs 30,"1,257",Nestle KitKat ,12,Nestle 
"14,642",45,45,201333000002811260,31.76,646,Cadbury Bournville Rs 45,604,Bournville - Cadbury,"1,457",Cadbury
"14,648",10,10,201333000003057919,7.5,2925,Britannia Choco Chill Veg Cake Rs 10,"1,739",Britannia Choco Chilli Veg Cake Rs 10,"1,455",Britannia
"14,649",20,20,201333000002826320,13.39,2926,Nenimemi Popcorn Classic Butter Rs 20,492,Nenimemi Popcorn- Classic Butter,"1,603",Nenimemi
"14,670",30,30,201333000002937478,19.75,2939,Nestle KitKat Rs 30,"1,257",Nestle KitKat ,12,Nestle 
"14,671",10,10,201333000071606285,6.7,2938,Unibic Cashew Badam Cookies Rs 10,"1,531",Unibic Cashew Badam Cookies,"1,686",Unibic
"14,673",25,25,201333000002843831,20,2825,Britannia Bourbon Rs 25,"1,696",Britannia Bourbon Rs 25,"1,455",Britannia
"14,675",50,50,,45,1797,Maggi Masala Cuppa Noodles ,"1,421",Maggi Masala Cuppa Noodles,12,Nestle 
"14,677",10,10,201333000002868748,6.7,2941,Puzzles Khatta Meetha ,"1,726",Puzzles Namkeen,"1,781",Puzzles
"14,681",25,25,201333000002883629,18.75,2946,Paper Boat Sweet Lassi Rs 25,676,Paper Boat,"1,619",Paper Boat
"14,684",10,10,201333000072081618,8.5,2942,Balaji Crunchex Simple Salted Rs 10,"1,686",Balaji Crunchex Chips,"1,440",Balaji Namkeen
"14,692",10,10,201333000002862017,6.7,2761,Puzzles Party Mix Rs 10,"1,726",Puzzles Namkeen,"1,781",Puzzles
"14,693",10,10,201333000002862120,6.7,2941,Puzzles Khatta Meetha ,"1,726",Puzzles Namkeen,"1,781",Puzzles
"14,694",45,45,201333000002859011,32.14,2412,Nescafe Chilled Latte Rs 45,243,Nescafe,"1,604",Nescafe
"14,696",50,50,201333000002867537,40.76,2956,Maggi Chilly Chow Cuppa Noodles Rs 50,"1,421",Maggi Masala Cuppa Noodles,12,Nestle 
"14,698",25,25,201333000002883598,16.74,2957,Paper Boat Anar Rs 25,121,Paper Boat Orange Juice,"1,619",Paper Boat
"14,699",25,25,201333000002835116,14.48,2958,Coca Cola Zero Sugar Tin Can Rs 25,294,Coke Zero,17,Coca Cola 
"14,704",20,20,201333000007978218,18,2966,Britannia Nutri Choice Digestive Rs 20,792,BRITANNIA NUTRI CHOICE BISCUITS - DIGESTIVE MRP-10,"1,455",Britannia
"14,711",20,20,201333000002885094,17.86,2972,ThumsUp ,180,Thums Up,"1,677",Thumsup
"14,712",20,20,201333000002885032,18,2971,Cadbury Dairy Milk Rs 20,136,Cadbury Dairy Milk,"1,457",Cadbury
"14,721",40,40,201333000003536772,35,2982,Sprite Can Rs 40,"1,025",Coca Cola Sprite Pop Can Rs 40,"1,664",Sprite
"14,722",20,20,201333000004374705,18,2981,Britannia Milk Bikis Rs 20,792,BRITANNIA NUTRI CHOICE BISCUITS - DIGESTIVE MRP-10,"1,455",Britannia
"14,724",20,20,201333000002889467,12.71,2984,Unibic Fruit & Nut Cookies Rs20,"1,069",UNIBIC  Unibic Fruit & Nut Cookies  Rs 30,"1,686",Unibic
"14,725",10,10,201333000071952317,10,1612,Bingo Potato Chips - Rs.10,959,ITC Bingo Potato Chips,"1,447",Bingo
"14,732",30,30,201333000071955259,30,2877,Unibic Cashew Cookies Rs30,"1,531",Unibic Cashew Badam Cookies,"1,686",Unibic
"14,733",20,20,201333000041998390,20,2987,Wingreen Naan chips Tez tandoori Rs 20,"1,748",Wingreen,"1,787",Wingreen 
"14,742",10,10,201333000002889929,7.74,2994,Amul Tru Lychee Tetrapack Rs 10,643,Amul ,"1,434",Amul
"14,759",35,35,201333000002897864,17.14,3000,7 Up Rs 35,"1,070",Pepsi,"1,627",Pepsi
"14,760",35,35,201333000002897895,17.14,2999,Mirinda Rs 35,"1,483",Doritos,"1,627",Pepsi
"14,761",35,35,201333000002897926,17.14,2998,Mountain Dew Rs 35,"1,483",Doritos,"1,627",Pepsi
"14,763",30,30,201333000072024821,26.5,3002,Snickers Kesar Pista Rs 30,"1,506",Snickers Pista,"1,508",Mars Chocolates
"14,768",27,27,201333000002923457,18.31,3008,MTR Seviyan Upma Rs 27,"1,695",MTR Seviyan Upma,"1,593",Mtr
"14,769",27,27,201333000002923426,18.31,3007,MTR Poha,"1,084",MTR Poha Rs 25,"1,593",Mtr
"14,770",27,27,201333000002923488,18.31,3009,MTR Breakfast Vegetable Upma Rs 27,"1,075",MTR Breakfast Vegetable Upma Rs 25,"1,593",Mtr
"14,771",27,27,201333000002923395,18.31,3010,MTR Khatta Meetha Poha Rs 27,"1,084",MTR Poha Rs 25,"1,593",Mtr
"14,772",45,45,201333000002915061,32.6,3011,Cadbury Chocolate Rs 45,142,Cadbury Fruit and Nut ,"1,457",Cadbury
"14,775",30,30,201333000002914999,25.42,3013,Cadbury Oreo Vanilla Rs 30,848,Cadbury Oreo ,"1,457",Cadbury
"14,776",30,30,201333000002915030,25.42,3012,Cadbury Oreo Choco Creme Rs 30,"1,048",Cadbury Oreo Choco Creme Rs 30,"1,457",Cadbury
"14,782",125,125,201333000003011109,100,1243,RedBull Rs 125,"1,037",Red Bull Rs 125,"1,641",Red Bull
"14,783",25,25,201333000003011074,24,822,Britannia Good Day Cashew ,736,Britannia Good Day Cashew Rs 20,"1,455",Britannia
"14,786",125,125,201333000078846001,90,1243,RedBull Rs 125,"1,037",Red Bull Rs 125,"1,641",Red Bull
"14,787",20,20,201333000002937614,13.39,3020,Nenimemi Popcorn Classic Butter Rs 20,492,Nenimemi Popcorn- Classic Butter,"1,603",Nenimemi
"14,791",10,10,201333000003163961,7.53,3023,Britannia Cake Butter Blast Rs 10,308,Britannia Cake Fruity Fun,"1,455",Britannia
"14,792",10,10,201333000003163970,7.53,3024,Britannia Cake Milky Masti Rs 10,308,Britannia Cake Fruity Fun,"1,455",Britannia
"14,798",30,30,201333000072268325,20,3001,Unibic Choco Nut Cookies Rs 20,"1,531",Unibic Cashew Badam Cookies,"1,686",Unibic
"14,799",40,40,201333000002950175,25,3030,EGO Sweet Potato Mexican Twist Rs 40,"1,651",Sweet Potato  ,"1,746",EGO
"14,800",10,10,201333000003163930,9,3031,Lays Spanish Tomato Tango Rs 10,"1,062",Lays Spanish Tomato Tango Rs 20,"1,563",Layss
"14,801",10,10,201333000002946762,7.87,3032,Lays Maxx Macho Chilli Rs 10,"1,062",Lays Spanish Tomato Tango Rs 20,"1,563",Layss
"14,803",40,40,201333000025246028,32,3033,ThumsUp Can Rs 40,943,Coca Cola  ThumsUp Can 300g Rs 40,"1,677",Thumsup
"14,805",10,10,,6.99,3037,Too Yumm Chips Classic Salted Rs 10,"1,246",Too Yumm American  Cream and Onion Chips  MRP 10,6,Too Yumm 
"14,806",59,55,201333000002958543,40,703,Home Style Macroni,653,Home Style Macroni,"1,428",Aapka Dabba
"14,807",50,50,201333000002964916,39.28,3038,Cup Noodles Veggi Manchow Rs 50,"1,668",Cup Noodles Veggi Manchow,"1,751",Cup Noodles Manchow
"14,816",30,30,201333000071591582,26,3047,Britannia Fruit Fun Cake Rs 30,621,Britannia Veg Cake - Chocolate,"1,455",Britannia
"14,817",40,40,201333000002996793,25,3049,EGO Potato Wafers African Peppers Rs 40,"1,655",EGO Potato Wafers African Peppers Ra 40,"1,746",EGO
"14,818",50,50,201333000003752869,26,3050,Happy Bar Coco Rs 50,"1,690",Happy bar coco,"1,527",Happy Bar
"14,819",20,20,201333000002997291,13.03,3048,Paper Boat Chilli Guava Rs20,"1,621",Paperboat Chilli Guava Juice,"1,619",Paper Boat
"14,820",125,125,201333000003536739,110,3051,Red Bull Rs 125,"1,037",Red Bull Rs 125,"1,641",Red Bull
"14,821",12,12,201333000002980557,9,3052,Swashray Methi Wheat Sticks Rs 12,"1,282",Swashray Chavanu Rs 11,"1,666",Swashray
"14,822",15,15,201333000002980623,11.25,3053,Swashray Rava Besan Gathiya Rs 15,"1,282",Swashray Chavanu Rs 11,"1,666",Swashray
"14,823",12,12,201333000002980590,9,3054,Swashray Sev Mamara Rs 12,"1,282",Swashray Chavanu Rs 11,"1,666",Swashray
"14,824",10,10,201333000003169470,7.7,3055,Britannia Tiger Chocochips Rs 10,792,BRITANNIA NUTRI CHOICE BISCUITS - DIGESTIVE MRP-10,"1,455",Britannia
"14,827",10,10,201333000003208897,8.5,3057,Parle Hide & Seek Black Bourbon Rs 10,"1,757",Hide and Seek Black Bourbon,19,Parle 
"14,830",10,10,201333000002992677,7.59,3060,Balaji Gathiya Rs 10,"1,759",Balaji Ganthiya Ra 10,"1,440",Balaji Namkeen
"14,831",125,125,201333000002996486,74.4,3061,Red Bull Rs 125,"1,037",Red Bull Rs 125,"1,641",Red Bull
"14,832",10,10,201333000002635737,7.59,2942,Balaji Crunchex Simple Salted Rs 10,"1,686",Balaji Crunchex Chips,"1,440",Balaji Namkeen
"14,833",15,15,201333000002996336,10,3065,Sirimiri Crushed Peanut Chikki Rs 15,"1,685",CRUSHED PEANUT CHIKKI,"1,761",Sirimiri
"14,834",25,25,201333000002996888,18.11,3064,Britannia Choco Chill Veg Cake Rs 25,"1,739",Britannia Choco Chilli Veg Cake Rs 10,"1,455",Britannia
"14,835",25,25,201333000002997045,18.11,3063,Britannia Veg Cake Fruity Fun Rs 25,308,Britannia Cake Fruity Fun,"1,455",Britannia
"14,836",20,20,201333000003004318,15,998,Amul Butter Cookies Coconut Rs 20,849,Amul Cookies,"1,434",Amul
"14,837",125,125,201333000002161410,79.97,3061,Red Bull Rs 125,"1,037",Red Bull Rs 125,"1,641",Red Bull
"14,839",10,10,201333000003000366,7.03,3068,Cadbury Chocobakes  Cake ,857,Cadbury - Biscuits,"1,457",Cadbury
"14,849",30,30,201333000003111308,22.32,3078,Amul Kool Kesar Rs 30,643,Amul ,"1,434",Amul
"14,850",40,40,201333000003111277,25.71,3079,Sprite Can Rs 40,"1,025",Coca Cola Sprite Pop Can Rs 40,"1,664",Sprite
"14,852",30,30,201333000072267181,20,2877,Unibic Cashew Cookies Rs30,"1,531",Unibic Cashew Badam Cookies,"1,686",Unibic
"14,854",45,45,201333000003008072,32.14,2412,Nescafe Chilled Latte Rs 45,243,Nescafe,"1,604",Nescafe
"14,856",10,10,201333000003008328,8,3082,Cornitos Nachos  Cheese and Herbs Rs 10,7,Cornitos Nachos : Cheese and Herbs,"1,474",Cornitos
"14,857",10,10,201333000003008359,8,3081,Cornitos Nachos Tikka Masala ,7,Cornitos Nachos : Cheese and Herbs,"1,474",Cornitos
"14,858",35,35,201333000022954205,27.81,3083,Amul Kool Koko Chocolate Rs 35,643,Amul ,"1,434",Amul
"14,859",20,20,201333000003009476,15.13,3084,Cadbury Fuse Rs 20,"1,268",Cadbury Chocolates,"1,457",Cadbury
"14,860",30,30,201333000071409916,24,3092,Alo Frut Kiwi Rs 30,"1,763",Kiwi,"1,795",Alo Frut
"14,871",40,40,201333000003095202,25,3102,Frussh Alphonso Mango Juice Rs 40 ,"1,629",Frussh  Alphonso Mango ,"2,701",Test Brands
"14,873",60,60,201333000003095405,40.18,3104,Nourish Organics Coconut Lime Bar Rs 60,"1,560",Lime Chia Bar,"1,609",Noursh Organic
"14,875",30,30,201333000071962014,30,3106,parle Hide & Seek Rs 30,"1,775",Hide & Seek,19,Parle 
"14,876",40,40,201333000071957226,40,3108,Storia Coconut Water Rs 40 ,"1,517",Storia Coconut Water Rs 40,"1,714",Storia Foods
"14,880",30,30,201333000032807143,26,3112,Alo Frut Mixed Fruit Rs 30,"1,778",Mixed Fruit ,"1,795",Alo Frut
"14,882",30,30,201333000071434061,26,3114,Alo Frut Guava Rs 30,"1,780",Guava ,"1,795",Alo Frut
"14,884",20,20,201333000003088548,14.41,3117,Unibic Snappers Cream n Onion Rs20,"1,531",Unibic Cashew Badam Cookies,"1,686",Unibic
"14,894",45,45,201333000071409837,43,3126,Ritebite Sports Bar Rs 45,"1,786",Ritebite Sports Bar Rs 45,"1,576",Max Protein
"14,895",30,30,201333000004186761,16.94,3127,Born Reborn Quinoa Triangles Heavenly Chilli Rs 30,"1,068",Bio Ninja  Jowar Puffs Rs  20,14,Born Reborn
"14,901",60,60,201333000071412666,60,3136,Paneer Sandwich Rs 60,"1,795",Paneer Sandwich ,"1,800",Sandwich 
"14,905",75,75,201333000003045135,44.49,3142,Saarganic Nutrition Bar Rs 75,"1,801",Saarganic Nutrition Bar,"1,802",Saarganic
"14,910",13,13,201333000005318218,13,3145,Gobi Paratha with Curd ,"1,130",Methi Bhajiya,"1,542",Jmd Avasar
"14,912",13,13,201333000005318227,13,3146,GOBI PARATHA WITH CURD,"1,152",GOBI PARATHA WITH CURD,"1,541",Jmd Apple Tree International
"14,913",13,13,201333000005318236,13,3147,Gobi Paratha with Curd,"1,179",Butter cookies,"1,543",Jmd Compass
"14,914",13,13,201333000005318245,13,3148,Gobi Paratha with Curd ,"1,103",Veg Roll,"1,544",Jmd Fortune
"14,915",13,13,201333000003126177,13,3149,Khasta Kachori with imli chutney ,"1,130",Methi Bhajiya,"1,542",Jmd Avasar
"14,916",13,13,201333000003126186,13,3152,Khasta Kachori with imli chutney  ,"1,103",Veg Roll,"1,544",Jmd Fortune
"14,917",13,13,201333000003126195,13,3150,Khasta Kachori with imli chutney ,"1,152",GOBI PARATHA WITH CURD,"1,541",Jmd Apple Tree International
"14,919",13,13,201333000003126213,13,3155,Poha Green Peas and peanuts,"1,111",Bateka Poha,"1,542",Jmd Avasar
"14,920",13,13,201333000003126222,13,3154,Poha Green Peas and peanuts,"1,152",GOBI PARATHA WITH CURD,"1,541",Jmd Apple Tree International
"14,922",13,13,201333000003126240,13,3157,Poha Green Peas and peanuts,"1,095",Poha,"1,544",Jmd Fortune
"14,923",13,13,201333000003126249,13,3160,Pyaz Kachori with imli chutney ,"1,179",Butter cookies,"1,543",Jmd Compass
"14,924",13,13,201333000003126258,13,3158,Pyaz Kachori with imli chutney ,"1,152",GOBI PARATHA WITH CURD,"1,541",Jmd Apple Tree International
"14,925",13,13,201333000003126267,13,3161,Pyaz Kachori with imli chutney ,"1,095",Poha,"1,544",Jmd Fortune
"14,926",13,13,201333000003126276,13,3159,Pyaz Kachori with imli chutney ,"1,130",Methi Bhajiya,"1,542",Jmd Avasar
"14,938",13,13,201333000003126357,13,2932,Aloo paratha with Curd,"1,740",Aloo paratha with Curd,"1,511",Generic
"14,940",13,13,201333000003126366,13,3165,Aloo Paratha with Curd ,"1,103",Veg Roll,"1,544",Jmd Fortune
"14,941",13,13,201333000003126375,13,3165,Aloo Paratha with Curd ,"1,103",Veg Roll,"1,544",Jmd Fortune
"14,955",13,13,201333000003126501,13,3169,Dhokla with Chutney ,"1,130",Methi Bhajiya,"1,542",Jmd Avasar
"14,956",13,13,201333000003126510,13,3169,Dhokla with Chutney ,"1,130",Methi Bhajiya,"1,542",Jmd Avasar
"14,957",13,13,201333000003126519,13,3169,Dhokla with Chutney ,"1,130",Methi Bhajiya,"1,542",Jmd Avasar
"14,958",13,13,201333000003126528,13,3169,Dhokla with Chutney ,"1,130",Methi Bhajiya,"1,542",Jmd Avasar
"14,959",13,13,201333000003126537,13,3170,Bread pakoda with imli chutney,"1,112",Sandwich Dhokla,"1,542",Jmd Avasar
"14,960",13,13,201333000003126546,13,3170,Bread pakoda with imli chutney,"1,112",Sandwich Dhokla,"1,542",Jmd Avasar
"14,961",13,13,201333000003126555,13,3170,Bread pakoda with imli chutney,"1,112",Sandwich Dhokla,"1,542",Jmd Avasar
"14,962",13,13,201333000003126564,13,3170,Bread pakoda with imli chutney,"1,112",Sandwich Dhokla,"1,542",Jmd Avasar
"14,963",13,13,201333000003126573,13,3173,Veg Samosa with imli chutney,"1,152",GOBI PARATHA WITH CURD,"1,541",Jmd Apple Tree International
"14,964",13,13,201333000003126582,13,3173,Veg Samosa with imli chutney,"1,152",GOBI PARATHA WITH CURD,"1,541",Jmd Apple Tree International
"14,965",13,13,201333000003126591,13,3173,Veg Samosa with imli chutney,"1,152",GOBI PARATHA WITH CURD,"1,541",Jmd Apple Tree International
"14,966",13,13,201333000003126600,13,3173,Veg Samosa with imli chutney,"1,152",GOBI PARATHA WITH CURD,"1,541",Jmd Apple Tree International
"14,967",13,13,201333000003126609,13,3172,Idli with Coconut Chutney,"1,148",Idli with Coconut Chutney,"1,541",Jmd Apple Tree International
"14,968",13,13,201333000003126618,13,3172,Idli with Coconut Chutney,"1,148",Idli with Coconut Chutney,"1,541",Jmd Apple Tree International
"14,969",13,13,201333000003126627,13,3172,Idli with Coconut Chutney,"1,148",Idli with Coconut Chutney,"1,541",Jmd Apple Tree International
"14,970",13,13,201333000003126636,13,3172,Idli with Coconut Chutney,"1,148",Idli with Coconut Chutney,"1,541",Jmd Apple Tree International
"14,988",13,13,201333000003126753,13,3175,Mix Paratha with Pickle,"1,220",Mix Paratha With Pickle,"1,542",Jmd Avasar
"14,989",13,13,201333000003126762,13,3175,Mix Paratha with Pickle,"1,220",Mix Paratha With Pickle,"1,542",Jmd Avasar
"14,990",13,13,201333000003126771,13,3175,Mix Paratha with Pickle,"1,220",Mix Paratha With Pickle,"1,542",Jmd Avasar
"14,991",13,13,201333000003126780,13,3175,Mix Paratha with Pickle,"1,220",Mix Paratha With Pickle,"1,542",Jmd Avasar
"14,996",13,13,201333000003126825,13,3178,Vegetable Puff,"1,179",Butter cookies,"1,543",Jmd Compass
"15,000",13,13,201333000003126861,13,3182,Spinach Corn Puff,"1,179",Butter cookies,"1,543",Jmd Compass
"15,001",13,13,201333000003126870,13,3183,Maska Bun,"1,178",Maska Bun,"1,543",Jmd Compass
"15,002",13,13,201333000003126879,13,3184,Fruit cake ,"1,178",Maska Bun,"1,543",Jmd Compass
"15,004",13,13,201333000003126888,13,3185,Veg Burger ,"1,103",Veg Roll,"1,544",Jmd Fortune
"15,005",13,13,201333000003126897,13,3185,Veg Burger ,"1,103",Veg Roll,"1,544",Jmd Fortune
"15,006",13,13,201333000003126906,13,3185,Veg Burger ,"1,103",Veg Roll,"1,544",Jmd Fortune
"15,007",13,13,201333000003126915,13,3185,Veg Burger ,"1,103",Veg Roll,"1,544",Jmd Fortune
"15,010",13,13,201333000003126942,13,3186,Aloo bonda(3pc)with imli chutney,"1,112",Sandwich Dhokla,"1,542",Jmd Avasar
"15,012",13,13,201333000003126960,13,3187,Dabeli with Imli Chutney,"1,148",Idli with Coconut Chutney,"1,541",Jmd Apple Tree International
"15,013",13,13,201333000003126969,13,3187,Dabeli with Imli Chutney,"1,148",Idli with Coconut Chutney,"1,541",Jmd Apple Tree International
"15,014",13,13,201333000003126978,13,3187,Dabeli with Imli Chutney,"1,148",Idli with Coconut Chutney,"1,541",Jmd Apple Tree International
"15,015",13,13,201333000003126987,13,3187,Dabeli with Imli Chutney,"1,148",Idli with Coconut Chutney,"1,541",Jmd Apple Tree International
"15,020",13,13,201333000003127032,13,3189,Moong Dal Kachori with chutney ,"1,170",MOONG DAL BHAJIYA,"1,541",Jmd Apple Tree International
"15,021",13,13,201333000003127041,13,3189,Moong Dal Kachori with chutney ,"1,170",MOONG DAL BHAJIYA,"1,541",Jmd Apple Tree International
"15,023",13,13,201333000003127050,13,3189,Moong Dal Kachori with chutney ,"1,170",MOONG DAL BHAJIYA,"1,541",Jmd Apple Tree International
"15,024",13,13,201333000003127059,13,3189,Moong Dal Kachori with chutney ,"1,170",MOONG DAL BHAJIYA,"1,541",Jmd Apple Tree International
"15,026",13,13,201333000003127077,13,3190,Mendu Vada with imli chutney ,"1,103",Veg Roll,"1,544",Jmd Fortune
"15,028",13,13,201333000003127095,13,3190,Mendu Vada with imli chutney ,"1,103",Veg Roll,"1,544",Jmd Fortune
"15,030",13,13,201333000003127113,13,3191,Vada pav with sauce ,"1,116",Sev Khamani,"1,542",Jmd Avasar
"15,031",13,13,201333000003127122,13,3191,Vada pav with sauce ,"1,116",Sev Khamani,"1,542",Jmd Avasar
"15,032",13,13,201333000003127131,13,3191,Vada pav with sauce ,"1,116",Sev Khamani,"1,542",Jmd Avasar
"15,037",20,20,201333000014915369,18,3197,Tropicana Pineapple Rs 20 ,"1,808",Tropicana Pineapple Rs 20,"1,681",Tropicana
"15,038",20,20,201333000036543311,18,3198,Tropicana Mango Rs 20 ,"1,807",Tropicana Mango,"1,681",Tropicana
"15,040",10,10,201333000003163899,7.14,3213,Parle Tasty Peanuts Rs 10,457,Parle Khatta Meetha Mixture,19,Parle 
"15,041",10,10,201333000003163868,7.14,3214,Parle Aloo Bhujia Rs 10,457,Parle Khatta Meetha Mixture,19,Parle 
"15,043",30,30,201333000003163837,27.27,3215,Nestle KitKat Rs 30,"1,257",Nestle KitKat ,12,Nestle 
"15,045",10,10,201333000003112622,8.9,3217,Haldiram All In One Rs 10,"1,543",Bhujia Rs 5,"1,523",Haldirams 2
"15,046",10,10,201333000003112576,8.9,3218,Haldiram Chatpata Matar Rs 10,"1,543",Bhujia Rs 5,"1,523",Haldirams 2
"15,047",10,10,201333000003112653,8.9,3219,Haldiram Taka Tak Rs 10,"1,543",Bhujia Rs 5,"1,523",Haldirams 2
"15,048",20,20,201333000003112442,17.83,3220,Mirinda Orange Flavour Rs 20,"1,483",Doritos,"1,627",Pepsi
"15,049",14,14,201333000003286660,12,856,Amul Masti Buttermilk Rs 14,41,Amul Masti Spiced Buttermilk,"1,434",Amul
