warehouse ID,cleaned SKU,SUM of Quantity Received
9,9812,840
9,12174,900
9,14255,600
9,14298,236
9,14495,324
9,14496,1200
9,14800,540
9,14805,1560
9,15098,1440
9,15149,480
9,15246,560
9,15503,2400
9,15876,2760
9,16344,3360
9,16981,720
9,18001,640
9,19141,3630
9,19805,2400
9,19806,1236
9,20111,210
9,20112,3120
9,21372,540
9,22275,144
9,22365,432
9,23274,1000
9,23275,960
9,23724,4140
9,24286,288
9,25307,144
9,25508,480
9,25984,1200
9,25985,2460
9,26411,300
9,26873,60
9,26932,90
9,26933,90
9,27384,120
9,27551,1620
9,27632,864
9,27636,570
9,28120,300
9,29952,704
9,30614,240
9,30615,240
9,30616,240
9,30617,320
9,30618,320
9,30712,120
9,31547,240
9,31549,2010
9,31550,210
9,31551,1110
9,31553,6160
9,31555,3648
9,31704,1152
9,31705,576
9,31747,320
9,31829,264
9,31831,816
9,31836,576
9,32151,1104
9,32152,288
9,32154,864
9,32191,120
9,32192,1350
9,32193,1500
9,32230,1020
9,32563,120
9,32735,960
9,32810,150
9,32834,600
9,32843,400
9,32845,378
9,32846,300
9,32849,80
9,32866,360
9,32867,1200
9,32870,1800
9,32871,1080
9,32873,720
9,32875,900
9,32876,2688
9,32877,792
9,32878,2150
9,32879,2100
9,32880,900
9,32913,1000
9,32914,1000
9,32917,1000
9,32946,3060
9,32947,1320
9,32948,960
9,33077,1050
9,33079,300
9,33083,240
9,33084,240
9,33086,240
9,33087,120
9,33249,2112
9,33338,600
9,33489,480
9,33621,100
9,33624,1800
9,33625,1800
9,33677,1400
9,33734,900
9,33741,1120
9,33763,576
9,33764,1060
9,33775,1920
9,33791,960
9,33792,1200
9,33899,2280
9,33900,360
9,33902,600
9,33966,540
9,33989,7864
9,33990,960
9,33991,2500
9,33992,648
9,33993,788
9,33994,1500
9,33995,7152
9,33996,750
9,33997,4440
9,33998,4800
9,34024,900
9,34032,1428
9,34033,180
9,34083,6240
9,34106,3240
9,34582,360
9,34594,2828
9,34595,384
9,34691,90
9,34692,300
9,34693,120
9,34900,1800
9,34949,3900
9,35496,900
9,35497,2340
9,35498,660
9,35500,360
9,35501,1080
9,36112,750
9,36162,300
9,36202,80
9,36618,528
9,36761,576
9,36762,3144
9,36990,500
9,36992,500
9,37098,1500
9,37267,320
9,37572,720
9,37658,504
9,37737,768
9,37738,768
9,37771,700
9,37975,1000
9,37986,1200
9,38046,368
9,38048,300
9,38325,270
9,38614,450
9,39193,112
9,39194,960
9,39340,112
9,39341,1920
9,40316,2640
9,40317,5280
9,40318,3144
9,40319,3000
9,40378,1080
9,40422,690
9,40423,240
9,40425,128
9,40428,256
9,40435,1632
9,40436,2800
9,41034,630
9,41035,810
9,41036,240
9,41037,504
9,41038,2520
9,41039,2000
9,41040,300
9,41041,2784
9,41042,600
9,41043,360
9,41044,360
9,41773,400
9,41774,960
9,41775,600
9,41779,2230
9,41780,660
9,41782,560
9,41785,1152
9,41786,576
9,42621,450
9,42622,320
9,42623,600
9,42624,300
9,42625,990
9,42650,200
9,42651,1500
9,42652,840
9,42719,192
9,42793,288
9,42794,240
9,42796,1008
9,42799,150
9,42800,150
9,42806,480
9,43052,500
9,43448,600
9,43450,200
9,43522,200
9,44756,750
9,44757,288
9,44758,576
9,44759,250
9,44815,750
9,44817,336
9,44825,1250
9,44832,240
9,45552,270
9,45553,120
9,45554,192
9,45746,600
9,45747,240
9,45748,600
9,45749,300
9,45855,420
9,45856,600
9,45869,150
12,9905,62124
12,9907,1680
12,9920,21600
12,9930,2100
12,9959,3600
12,9962,5520
12,9964,77520
12,10022,960
12,10041,62640
12,10084,1260
12,10140,11880
12,10191,3072
12,10202,3600
12,10353,1224
12,10392,8208
12,10732,17520
12,15668,2400
12,15984,48
12,16470,23760
12,21977,1440
12,22480,68160
12,23959,2880
12,24067,2304
12,25054,108
12,25481,24
12,25483,12
12,25485,12
12,26462,17088
12,26463,7680
12,26982,15120
12,26983,10368
12,26984,15300
12,26988,24000
12,26996,792
12,26997,2952
12,26998,10368
12,27005,10200
12,27006,9300
12,29643,3000
12,29644,600
12,29645,44856
12,29646,1344
12,29648,8850
12,29650,26190
12,29651,26190
12,29653,1800
12,29654,32448
12,29655,600
12,29656,3960
12,29657,37128
12,29663,1800
12,29665,576
12,29666,1152
12,29667,1152
12,29672,1624
12,29673,15808
12,30161,19200
12,31314,400
12,31392,900
12,31401,1440
12,32174,43056
12,32177,51480
12,32178,54360
12,32210,360
12,32211,458
12,32244,289
12,32245,298
12,32272,459
12,32273,450
12,32274,378
12,32275,108
12,32336,6480
12,32344,410
12,32345,252
12,32346,187
12,33400,3200
12,33825,1560
12,34388,8088
12,34696,1100
12,35333,960
12,35391,1800
12,35392,7200
12,36094,12720
12,36232,8700
12,36381,2240
12,36385,2304
12,36500,2952
12,36501,2952
12,36958,225
12,36959,225
12,36960,225
12,36976,576
12,37042,1680
12,37043,1200
12,37056,4608
12,37269,5160
12,37317,4350
12,37318,2640
12,37421,3918
12,37564,480
12,37829,12984
12,37839,16208
12,38140,14580
12,38141,2400
12,38616,240
12,38988,5600
12,39085,312
12,39737,576
12,39738,576
12,40078,1728
12,40258,10512
12,40693,240
12,41072,96
12,41093,3000
12,41106,4008
12,41107,2688
12,41108,1920
12,41141,576
12,41227,282
12,42003,1980
12,42735,6200
12,42736,6000
12,42737,5472
12,42987,4032
12,43454,1200
12,43597,240
12,43741,1680
12,43749,720
12,43753,900
12,43754,900
12,43755,3930
12,43756,1800
12,44001,1344
15,14243,168
15,14249,1400
15,14250,3072
15,14254,4788
15,14255,5328
15,14258,216
15,14259,5940
15,14260,3000
15,14261,4500
15,14262,3420
15,14263,3360
15,14264,1680
15,14265,1800
15,14267,540
15,14317,1080
15,14319,1080
15,14406,3360
15,14407,2592
15,14410,6480
15,14505,870
15,14565,7908
15,14567,5520
15,14568,5520
15,14569,6090
15,14575,4488
15,14711,11120
15,14712,1440
15,14791,360
15,14800,5720
15,15199,8764
15,15259,273
15,15506,360
15,15597,1020
15,15598,4800
15,15599,4140
15,15604,4104
15,15605,4224
15,15606,2400
15,15607,1704
15,15608,3984
15,15632,16456
15,15633,21060
15,15663,840
15,15664,3850
15,15888,1380
15,16004,384
15,16006,840
15,16436,280
15,16698,1410
15,16703,384
15,16752,3600
15,17151,576
15,17162,2544
15,17213,1560
15,17225,240
15,17334,540
15,17463,3020
15,17464,600
15,17525,540
15,17526,120
15,17527,6720
15,17697,1232
15,17878,1050
15,17886,600
15,17923,750
15,18165,840
15,18306,900
15,18471,10700
15,18506,450
15,18815,600
15,18935,5400
15,18936,1440
15,19005,3780
15,19015,180
15,19017,864
15,19720,300
15,19726,768
15,19728,4050
15,20031,1152
15,20187,1240
15,20325,2304
15,20327,288
15,20565,1120
15,20663,1050
15,20664,600
15,20749,7644
15,21139,1350
15,21614,3456
15,21615,1680
15,22277,360
15,22278,6840
15,22279,4560
15,22280,5040
15,22364,6840
15,22530,1200
15,22531,3000
15,23367,150
15,23371,1200
15,23372,14700
15,23611,600
15,23790,3600
15,23791,340
15,23795,360
15,24099,1100
15,24625,3360
15,24628,2760
15,25093,6300
15,25094,7830
15,25095,2250
15,25096,900
15,25097,6960
15,25098,4590
15,25100,600
15,25101,750
15,25133,300
15,25136,26592
15,25141,200
15,25142,460
15,25147,30100
15,25152,384
15,25210,240
15,25592,2010
15,25593,8160
15,25596,192
15,25687,72
15,25968,120
15,25970,200
15,26186,420
15,26187,420
15,26188,420
15,26465,1070
15,26858,4770
15,26859,3210
15,26861,420
15,27863,1600
15,28103,1520
15,28165,600
15,28350,540
15,28352,540
15,28353,540
15,28454,480
15,28455,960
15,28456,2040
15,28457,960
15,28458,536
15,28459,4412
15,28463,360
15,28464,3730
15,29207,648
15,29566,6720
15,29654,1800
15,29657,2520
15,29911,2399
15,29913,1008
15,29915,3080
15,29916,1540
15,29918,1788
15,29922,720
15,29924,2640
15,29927,4464
15,29929,1080
15,29932,1080
15,29934,2580
15,29936,816
15,30579,2776
15,30580,4516
15,30581,480
15,30629,420
15,30634,480
15,30636,720
15,30637,1440
15,30710,810
15,30711,720
15,30813,432
15,30814,2016
15,30835,3030
15,30855,400
15,30857,192
15,30858,540
15,30887,8076
15,30888,11808
15,30889,1000
15,30891,14280
15,30892,980
15,30944,1410
15,30945,4330
15,30992,4080
15,31525,150
15,31616,16860
15,31704,144
15,31707,3024
15,31834,2496
15,32060,480
15,32119,18678
15,32166,8064
15,32167,8400
15,32169,8352
15,32233,4680
15,32494,690
15,32495,800
15,32496,3200
15,32510,1897
15,32533,390
15,32851,4770
15,32861,14144
15,32878,1120
15,32879,1320
15,32920,300
15,32923,1750
15,32924,3000
15,32925,1750
15,32928,3750
15,32929,1500
15,32930,1500
15,32931,2250
15,32932,3750
15,32979,1280
15,32980,900
15,32981,720
15,32997,1050
15,33036,600
15,33046,1400
15,33047,3164
15,33063,600
15,33064,600
15,33102,6760
15,33103,6755
15,33104,5760
15,33766,2700
15,34687,720
15,34876,1484
15,34877,2156
15,34878,700
15,34879,600
15,34880,450
15,34881,450
15,34882,4872
15,34939,3060
15,34940,1800
15,34943,700
15,35080,360
15,35129,330
15,35130,3030
15,35131,150
15,35276,1260
15,35277,720
15,35763,360
15,35799,1200
15,35800,800
15,35801,2400
15,35802,840
15,35803,870
15,35804,240
15,35805,696
15,35806,480
15,35807,400
15,36054,3216
15,36115,2750
15,36190,840
15,36336,240
15,36481,150
15,36613,552
15,37074,675
15,37521,1932
15,37599,540
15,37607,240
15,37678,1080
15,37680,1856
15,37681,480
15,37682,840
15,37683,600
15,37685,672
15,37687,1932
15,37688,600
15,37689,240
15,37695,672
15,37731,270
15,37732,270
15,37746,1840
15,37747,1260
15,37748,720
15,37981,6842
15,37982,10228
15,37983,11092
15,38084,1050
15,38085,13902
15,38148,1440
15,38210,510
15,38211,2250
15,38230,450
15,38231,360
15,38232,1056
15,38234,240
15,38235,420
15,38549,768
15,38612,1464
15,38613,1000
15,38615,4250
15,38901,1800
15,38926,750
15,38928,1650
15,38931,300
15,38932,300
15,38933,300
15,38936,1560
15,38939,500
15,39144,240
15,39428,3240
15,39429,4440
15,39529,500
15,39530,420
15,39531,1000
15,39568,240
15,39569,168
15,39614,160
15,39615,240
15,39834,7920
15,39835,1800
15,39851,4410
15,40000,2700
15,40229,1440
15,40230,1250
15,40232,360
15,40233,480
15,40265,675
15,40266,600
15,40268,1250
15,40355,720
15,40796,1500
15,40797,1120
15,40817,5520
15,40818,780
15,40880,5220
15,41045,3840
15,41046,4950
15,41047,1830
15,41048,3210
15,41049,980
15,41050,2900
15,41051,480
15,41053,2940
15,41054,3556
15,41055,360
15,41093,600
15,41142,1200
15,41143,720
15,41300,4410
15,41593,8910
15,41594,1200
15,41595,7780
15,41649,360
15,41655,96
15,41656,900
15,41657,150
15,41658,2100
15,41783,180
15,41790,640
15,41791,150
15,41903,1800
15,41904,300
15,41905,1650
15,41906,720
15,41924,300
15,42182,360
15,42190,1152
15,42330,240
15,42332,3304
15,42848,144
15,42850,1540
15,42950,2400
15,42959,720
15,42960,3250
15,43044,60
15,43090,360
15,43091,840
15,43092,630
15,43831,360
15,43876,750
15,43877,1000
15,43880,1500
15,43881,1750
15,43887,500
15,44120,1000
15,44578,1344
15,44579,5952
15,44580,2400
15,44584,10776
15,44610,1500
15,44618,5160
15,44900,96
15,44901,96
15,45140,2160
15,45141,2880
15,45160,800
15,45161,400
15,45162,600
15,45163,360
15,45165,240
15,45588,600
15,45736,240
15,45738,144
15,45739,144
15,45740,96
15,45741,200
15,45743,96
15,45744,600
15,45759,1080
15,45771,144
15,45772,450
15,45773,240
15,45774,240
15,45811,192
15,45887,240
16,15935,2040
16,15936,6360
16,15937,8040
16,16206,150
16,16238,450
16,16634,4800
16,16670,6120
16,18277,6128
16,18278,2170
16,18279,8368
16,18833,1120
16,19709,7800
16,19710,7200
16,19711,1584
16,19714,2100
16,21188,22176
16,21520,1190
16,21807,2880
16,22060,900
16,23407,3899
16,23408,3746
16,23438,10944
16,23769,4440
16,24212,13584
16,24650,2400
16,24651,1980
16,24652,3456
16,24653,13320
16,24831,3840
16,24832,3840
16,24849,1200
16,24850,600
16,24875,1200
16,24876,1200
16,25427,1600
16,25487,1500
16,25721,9120
16,27233,960
16,27442,3440
16,27691,7290
16,27692,7260
16,27775,728
16,30185,7200
16,30309,2100
16,31630,1600
16,31938,6870
16,31939,1800
16,31940,4080
16,32144,15888
16,32229,2400
16,33102,675
16,33104,640
16,33638,1292
16,33639,1580
16,34332,2256
16,34333,1104
16,34421,1464
16,34432,6936
16,34702,2640
16,35331,4560
16,35401,1200
16,35402,3000
16,35607,600
16,35905,720
16,35906,720
16,35907,675
16,36093,6720
16,36348,980
16,36377,2400
16,36415,960
16,36416,432
16,36418,1120
16,36491,864
16,36492,864
16,36507,7640
16,36818,960
16,37040,2808
16,37041,3720
16,37277,8280
16,37282,14400
16,37283,24480
16,37419,6552
16,37751,1200
16,37834,11700
16,38996,1728
16,38997,4800
16,39008,180
16,39009,170
16,39010,190
16,39011,200
16,39012,140
16,39013,190
16,39014,170
16,39015,220
16,39016,150
16,39017,190
16,39082,1368
16,39086,480
16,39281,3432
16,39754,2952
16,39755,2952
16,40254,4320
16,40349,1920
16,40657,100
16,40658,500
16,41193,5340
16,41194,5400
16,41280,840
16,41551,3720
16,41642,2016
16,41772,4200
16,42766,864
16,42767,1152
16,43611,240
16,43709,2880
16,43711,720
16,43714,960
16,43717,480
16,43723,300
16,43725,300
16,44014,1000
16,44078,1664
16,44978,480
16,44981,720
16,44983,480
16,44984,720
16,44990,420
16,44995,600
16,44996,540
16,44998,600
16,44999,600
16,45009,720
16,45036,420
16,45037,420
16,45038,480
16,45039,448
16,45040,600
16,45042,864
16,45043,800
16,45051,600
16,45070,600
16,45423,300
17,11067,3600
17,14423,2160
17,14445,648
17,14456,26640
17,14635,9960
17,14721,600
17,14722,6000
17,14803,9792
17,15248,16590
17,15249,2310
17,15250,560
17,15389,7080
17,15406,2520
17,15491,560
17,16549,11232
17,17290,640
17,17696,600
17,18188,2880
17,18189,4224
17,18191,14592
17,18192,11712
17,18884,2880
17,19102,3600
17,19103,3600
17,19426,7650
17,20865,3060
17,20866,3060
17,20869,3700
17,21816,2880
17,22786,1440
17,22790,912
17,22794,312
17,24028,10320
17,24215,4032
17,24216,13824
17,24558,23400
17,24703,1440
17,24829,10080
17,24830,3840
17,24853,2100
17,24854,2100
17,24872,900
17,24873,900
17,25428,2560
17,27483,10800
17,27649,900
17,27684,13290
17,27685,1350
17,27687,13560
17,27721,720
17,27751,1050
17,27752,1120
17,27755,5040
17,30200,19008
17,31311,1200
17,31312,600
17,31321,4608
17,31655,4600
17,32096,40
17,32097,40
17,32098,30
17,32100,40
17,32101,40
17,32897,1530
17,33496,8400
17,33497,560
17,33630,600
17,33631,1200
17,34318,1440
17,34381,600
17,34382,600
17,34383,480
17,34384,600
17,34390,2088
17,34391,1344
17,34431,6432
17,34700,2200
17,34854,1200
17,34855,1200
17,34856,864
17,34857,12600
17,34858,12960
17,35053,3510
17,35333,4880
17,35398,1500
17,35399,2400
17,35968,3600
17,36037,2400
17,36097,9600
17,36317,2880
17,36365,1200
17,36369,480
17,36372,1800
17,36407,624
17,36408,1120
17,36410,2560
17,36494,2304
17,36505,12000
17,37052,3528
17,37053,4708
17,37271,7350
17,37278,960
17,37280,25200
17,37281,25200
17,37310,4608
17,37420,5568
17,37503,1872
17,37836,14700
17,38050,10320
17,38987,3000
17,38993,5900
17,39007,3600
17,39083,480
17,39743,2160
17,40061,1536
17,40353,13320
17,40354,3600
17,41067,10560
17,41068,9984
17,41069,8448
17,41248,1160
17,41250,800
17,41714,960
17,42729,1800
17,42754,2000
17,42756,1728
17,43034,2400
17,43463,4400
17,43533,2080
17,43683,500
17,43684,500
17,43685,500
17,43686,200
17,43707,720
17,43710,240
17,43718,300
17,43720,300
17,43722,4320
17,43724,720
17,43998,800
17,43999,800
17,44000,800
17,44017,2592
17,44028,1200
17,44072,2300
17,44118,3600
17,44119,3600
17,44126,87
17,44128,130
17,44257,1152
17,44258,768
17,44259,1920
17,44260,576
17,44431,360
17,45402,720
17,45403,720
17,45537,750
17,45538,750
17,45539,750
17,45817,200
22,8671,576
22,18588,1176
22,18589,1176
22,18739,1176
22,18740,896
22,18909,560
22,21010,1080
22,21158,240
22,21410,608
22,22275,576
22,22707,360
22,23288,90
22,27915,360
22,28626,616
22,29680,144
22,30148,360
22,30680,320
22,30681,320
22,30682,240
22,30683,1296
22,30684,216
22,30685,400
22,31704,576
22,32151,288
22,32154,288
22,32773,600
22,32774,560
22,32775,480
22,32876,384
22,32877,288
22,33786,240
22,33938,600
22,33964,2038
22,33965,324
22,33966,960
22,33967,720
22,33968,1788
22,33969,250
22,33970,750
22,33971,1538
22,33972,360
22,33978,538
22,33989,750
22,33991,750
22,33995,250
22,33996,250
22,34108,300
22,34109,300
22,34110,300
22,34111,240
22,34113,750
22,35271,700
22,36179,344
22,36180,400
22,36182,900
22,36183,500
22,36185,300
22,36186,540
22,36188,600
22,36213,80
22,36969,750
22,36990,750
22,36991,120
22,36992,250
22,37098,750
22,37733,672
22,37734,672
22,38554,588
22,38555,588
22,38567,300
22,38569,300
22,38570,1710
22,38571,360
22,38572,360
22,38573,360
22,38574,360
22,38575,120
22,38589,240
22,38591,210
22,40426,600
22,40427,600
22,40428,720
22,40429,480
22,40430,1080
22,40431,240
22,40432,192
22,40437,700
22,41056,150
22,41057,150
22,43431,480
22,43432,480
22,43433,960
22,43569,96
22,43570,128
22,43571,480
22,45438,150
22,45439,150
22,45441,180
22,45442,240
22,45443,192
22,45444,240
22,45445,60
22,45446,450
22,45650,250
43,27089,2772
43,27090,3096
43,27091,1980
43,27092,3024
43,27093,144
43,27094,2112
43,27095,2160
43,27096,600
43,27097,3000
43,27099,1944
43,27100,960
43,27101,1596
43,27102,2280
43,27103,3640
43,27104,300
43,27105,300
43,27107,300
43,27110,300
43,27111,300
43,27115,180
43,28389,600
43,28436,196
43,28437,1204
43,28438,450
43,28440,480
43,28442,1152
43,28452,300
43,28453,360
43,30164,1920
43,31699,450
43,31700,1440
43,32021,576
43,32025,720
43,32073,1792
43,32074,896
43,32490,1540
43,34569,192
43,34706,1770
43,34707,150
43,34708,2040
43,34709,2160
43,34710,960
43,35904,1840
43,35908,300
43,35933,50
43,36688,288
43,36689,216
43,36690,360
43,36691,216
43,36692,216
43,36754,288
43,36755,90
43,36756,150
43,37724,960
43,37725,400
43,37726,200
43,37727,200
43,37728,1440
43,38877,360
43,38878,200
43,38879,960
43,38881,1512
43,39107,1920
43,40472,1140
43,40473,1224
43,41866,576
43,41867,384
43,41868,240
43,44224,240
43,44307,576
44,27928,1810
44,27931,960
44,27936,240
44,27937,1840
44,27938,600
44,27939,816
44,27941,780
44,27942,300
44,27944,2428
44,27945,1708
44,27946,1708
44,27948,300
44,27949,914
44,27950,2016
44,27951,1020
44,27952,1740
44,27953,2970
44,27954,1008
44,27955,300
44,27957,510
44,27959,1440
44,27960,2160
44,27961,216
44,27964,4340
44,27965,3720
44,27968,672
44,27969,1680
44,27972,4040
44,27989,660
44,27993,1080
44,27995,30
44,27997,30
44,27998,1800
44,28000,480
44,29727,60
44,29854,432
44,29856,792
44,30915,1020
44,31725,1200
44,31746,480
44,32358,1232
44,32361,120
44,32362,1560
44,32363,624
44,32743,336
44,33719,1680
44,33720,1020
44,35539,3720
44,35542,150
44,35543,690
44,35544,570
44,36693,450
44,36694,120
44,36695,60
44,36696,120
44,36710,240
44,37347,1580
44,37348,120
44,37349,180
44,37350,320
44,37351,300
44,37352,300
44,37353,12
44,37354,72
44,37355,60
44,37356,30
44,37357,30
44,37358,1148
44,37359,192
44,37360,800
44,37361,400
44,37362,400
44,37363,80
44,37496,360
44,38365,330
44,38366,30
44,38367,336
44,41097,240
44,42188,720
44,43037,576
44,44894,180
44,44902,240
44,45210,160
66,3915,288
66,3950,4416
66,3965,4980
66,3966,4980
66,4218,2100
66,4309,5040
66,4315,1920
66,4458,1728
66,4625,2870
66,4627,3648
66,4629,1488
66,7365,1728
66,14532,6804
66,17553,864
66,19322,4800
66,19323,4800
66,20466,3220
66,21805,320
66,22080,6048
66,22928,1152
66,23393,4500
66,24208,6000
66,24825,3504
66,24826,1104
66,24845,840
66,24869,1000
66,24881,1000
66,25115,1200
66,25424,960
66,25447,360
66,27210,432
66,27212,240
66,27707,6900
66,27708,6900
66,27719,960
66,28212,1650
66,28270,900
66,29710,2700
66,30188,2600
66,31649,600
66,31843,4266
66,32262,4200
66,32350,3060
66,33637,120
66,34035,900
66,34394,840
66,34400,600
66,34417,1060
66,34433,984
66,34509,2880
66,34694,550
66,35327,1380
66,35403,1000
66,35404,2300
66,36091,1440
66,36092,1800
66,36344,344
66,36356,600
66,36419,840
66,36421,1260
66,36422,1440
66,36490,1152
66,36508,2000
66,36510,2000
66,36653,3000
66,36654,1920
66,36787,3600
66,36788,3000
66,36791,3000
66,36795,11480
66,36797,1800
66,36799,5280
66,36800,2592
66,36802,840
66,36810,250
66,36811,360
66,36824,180
66,37025,2808
66,37026,2880
66,37027,2880
66,37035,2760
66,37036,2880
66,37275,5590
66,37369,4500
66,37370,4500
66,37371,1800
66,37414,956
66,37577,1860
66,37833,3600
66,38065,4200
66,38067,800
66,38069,5080
66,38139,960
66,38683,7500
66,38930,1000
66,38999,1944
66,39000,1000
66,39542,1200
66,39990,1440
66,39992,2448
66,40705,6528
66,40706,6144
66,40822,480
66,40823,480
66,40824,480
66,40825,480
66,40826,3000
66,41272,240
66,41276,400
66,41564,2256
66,41810,960
66,41811,1200
66,41812,1440
66,41908,1500
66,42143,1152
66,42144,2520
66,42807,3072
66,42808,3600
66,42809,1152
66,43030,800
66,43309,2560
66,43441,800
66,43572,500
66,43960,960
66,43962,300
66,43963,300
66,43965,720
66,43967,240
66,44018,1872
66,44065,500
66,44330,720
66,44897,1350
66,44898,1440
66,44899,1440
66,45280,192
66,45281,5670
66,45848,2688
