sku_id,variant_id,mapper_variant_id,mapper_variant_name
15380,3585,2106,Winkies Fruit Cake with Raisin and Tutti Frutti 
15389,3589,1608,Makino Nacho Chips Jalapeno 
15390,3588,1608,Makino Nacho Chips Jalapeno 
15391,3591,2760,Puzzles Khatta Meetha Rs10
15392,3590,2760,Puzzles Khatta Meetha Rs10
15393,3592,3148,Gobi Paratha with Curd 
15394,3592,3148,Gobi Paratha with Curd 
15395,3592,3148,Gobi Paratha with Curd 
15396,3592,3148,Gobi Paratha with Curd 
15397,3593,2027,Sunfeast Dark Fantasy Chocolate Shake Rs35
15398,3596,3083,Amul Kool Koko Chocolate Rs 35
15400,2707,678,Britannia Bourbon-Rs 10
15406,3604,478,Kit Kat Rs 25
15424,3619,73,Cavin's Lassi
15425,3620,172,Cadbury Fruit and Nut 
15430,3626,140,Cadbury Dairy Milk Rs 20
15434,3633,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
15437,3636,3636,Vada Pav SPL 
15440,3639,2430,Sting Energy 
15443,3645,1302,Born Reborn Oats & Jowar Garlic Zen Rs 30
15444,3644,1302,Born Reborn Oats & Jowar Garlic Zen Rs 30
15447,2665,2665,Test product
15459,3659,3659,Wingreens Naan Chips Rs 40
15464,3665,3665,Max Protein Daily Choco Almond Bar Rs 70
15467,3668,3668,Yoga Bar 20g Protein Almond Fudge Rs 125
15468,3669,891,RiteBite Peanut Butter
15470,2938,320,Unibic Choco Hazelnut Cookies Rs 10
15473,3673,320,Unibic Choco Hazelnut Cookies Rs 10
15475,3676,3542,Taali Masala Mania Protien Puffs Rs 20
15476,3675,3542,Taali Masala Mania Protien Puffs Rs 20
15477,3677,2106,Winkies Fruit Cake with Raisin and Tutti Frutti 
15486,1985,1985,Amul Kool Kesar 
15487,3502,663,Britannia Veg Cake Chocolate Rs 20
15489,3681,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
15490,3679,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
15491,3680,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
15495,3521,3521,Paneer Mayo Sandwich SPL 
15496,3684,3684,Mystiq Russian Sandwich Rs 55
15499,3688,984,Appy 200ml Rs 15
15500,3687,694,Frooti 
15503,3690,430,Haldiram's Moong Dal Rs 10 
15504,3692,1301,Maggi Cuppa Noodles Masala 
15505,701,701,Veg Poha
15506,3693,2412,Nescafe Chilled Latte Rs 45
15508,1400,1400,Veg Upma
15509,700,700,Aloo Parantha
15510,809,809,Chinese Style Stir Fry IDLIi
15511,121,121,Homestyle Veg Mayo Sandwich
15513,3381,2456,Unibic Choco Chip Cookies Rs 40
15514,3380,2456,Unibic Choco Chip Cookies Rs 40
15516,3696,2027,Sunfeast Dark Fantasy Chocolate Shake Rs35
15541,3724,3542,Taali Masala Mania Protien Puffs Rs 20
15542,3726,3542,Taali Masala Mania Protien Puffs Rs 20
15543,2225,2216,Frussh Mango Orange Juice Rs 40
15568,2730,80,Cavin's Spiced ButterMilk
15569,3619,73,Cavin's Lassi
15571,3749,3684,Mystiq Russian Sandwich Rs 55
15574,3756,2330,Bikano Bikaneri Bhujia 
15577,3753,2330,Bikano Bikaneri Bhujia 
15578,3752,2330,Bikano Bikaneri Bhujia 
15579,2135,94,Maaza Tetrapack Rs 10
15580,3757,140,Cadbury Dairy Milk Rs 20
15584,3762,95,Parle Appy Rs 10
15585,3763,95,Parle Appy Rs 10
15588,3766,769,Cadbury Dairy Milk Rs.10
15590,1926,1926,Amrit Foods JUST Cold Coffee Rs 120
15591,1767,1767,Little hearts 75gm
15592,1271,331,Britannia Veg Cake Fruity Fun Rs 20
15593,815,691,Britannia Chocolate Shake Rs 30 
15595,3767,80,Cavin's Spiced ButterMilk
15597,3769,430,Haldiram's Moong Dal Rs 10 
15598,3770,430,Haldiram's Moong Dal Rs 10 
15599,3771,430,Haldiram's Moong Dal Rs 10 
15603,3726,3542,Taali Masala Mania Protien Puffs Rs 20
15604,3079,929,Sprite750ml
15605,3033,252,Thumps Up Can
15606,2914,318,Coke Zero
15607,3327,318,Coke Zero
15608,2915,1120,Fanta Can 
15610,2336,586,Coke Regular Pop Can Rs 25
15611,2335,185,Thums UP CHARGED Rs 20
15612,2499,203,Sprite Pop Can Rs 25
15615,3778,1170,Haldirams NGP Salted Peanut 
15616,3777,1170,Haldirams NGP Salted Peanut 
15617,3776,1170,Haldirams NGP Salted Peanut 
15618,3775,1170,Haldirams NGP Salted Peanut 
15619,3780,331,Britannia Veg Cake Fruity Fun Rs 20
15620,3781,331,Britannia Veg Cake Fruity Fun Rs 20
15621,3782,1023,Britannia Chocolate Shake Rs 35
15623,3786,2910,Cavins Badam Milkshake Rs 60
15624,3785,2910,Cavins Badam Milkshake Rs 60
15625,3784,2910,Cavins Badam Milkshake Rs 60
15626,3787,172,Cadbury Fruit and Nut 
15627,3520,3520,Sweet Corn Sandwich SPL
15629,3783,73,Cavin's Lassi
15630,3788,1302,Born Reborn Oats & Jowar Garlic Zen Rs 30
15631,3063,663,Britannia Veg Cake Chocolate Rs 20
15632,2710,678,Britannia Bourbon-Rs 10
15633,2155,678,Britannia Bourbon-Rs 10
15635,3790,95,Parle Appy Rs 10
15636,3791,1054,Cavins Strawberry Milk Shake Rs 35
15637,3792,80,Cavin's Spiced ButterMilk
15638,3793,80,Cavin's Spiced ButterMilk
15641,3788,1302,Born Reborn Oats & Jowar Garlic Zen Rs 30
15642,3701,3701,Mother Dairy Chhach Rs 13
15645,3799,82,Paper Boat Alphonso Aam Rs 25
15646,3800,82,Paper Boat Alphonso Aam Rs 25
15647,3724,3542,Taali Masala Mania Protien Puffs Rs 20
15648,3740,13,Cornitos Nachos - Cheese and Herbs
15654,3807,2418,Garden Onion Pakoda Rs 20
15655,3808,2418,Garden Onion Pakoda Rs 20
15657,3810,3810,Lays Wavay Cream Onion Flavour Rs 15
15658,3811,140,Cadbury Dairy Milk Rs 20
15663,2201,430,Haldiram's Moong Dal Rs 10 
15664,3816,430,Haldiram's Moong Dal Rs 10 
15667,3468,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
15668,3680,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
15669,3818,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
15670,1358,1358,Coleslaw Sandwich
15671,3819,678,Britannia Bourbon-Rs 10
15672,3820,306,Hazelnut Latte
15675,3823,478,Kit Kat Rs 25
15680,571,571,Paneer Tikka Sandwich
15682,2069,2069,Veggie Mustard Sauce Sandwich
15686,3830,678,Britannia Bourbon-Rs 10
15692,3837,691,Britannia Chocolate Shake Rs 30 
15693,3841,2384,TWT ENERGY BAR Almond Choco Fudge
15694,3842,401,Bingo - Potato Chips Masala
15699,3846,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
15700,3847,3083,Amul Kool Koko Chocolate Rs 35
15701,3848,3083,Amul Kool Koko Chocolate Rs 35
15702,3849,3083,Amul Kool Koko Chocolate Rs 35
15705,3850,1985,Amul Kool Kesar 
15706,3851,38,Amul Masti Buttermilk Rs 10
15707,3852,38,Amul Masti Buttermilk Rs 10
15708,3853,38,Amul Masti Buttermilk Rs 10
15710,3855,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
15711,0,0,Unknown/Unmapped
15712,3857,401,Bingo - Potato Chips Masala
15713,3858,3701,Mother Dairy Chhach Rs 13
15714,3859,2550,Max Protein Desi Masala Rs45
15716,3861,401,Bingo - Potato Chips Masala
15718,3862,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
15719,2394,61,Paper Boat Lychee Ras Rs 20
15721,3865,80,Cavin's Spiced ButterMilk
15723,3867,2910,Cavins Badam Milkshake Rs 60
15724,3868,3868,RiteBite Max Protein Choco Classic Bar Rs 65
15725,3482,600,Garden Mini Bhakarwadi Rs 10
15726,3517,80,Cavin's Spiced ButterMilk
15727,3515,80,Cavin's Spiced ButterMilk
15735,3877,331,Britannia Veg Cake Fruity Fun Rs 20
15736,3874,691,Britannia Chocolate Shake Rs 30 
15739,120,109,Real Mixed Fruit Juice Rs 20
15749,3884,3884,Corn Capsicum Tandoori Sandwich SPL
15751,3886,3886,Italian Sandwich SPL
15752,3887,3887,Mexican Sandwich SPL
15759,0,0,Unknown/Unmapped
15785,3920,478,Kit Kat Rs 25
15786,3921,290,Kurkure Masala Munch 
15788,3924,290,Kurkure Masala Munch 
15790,3926,430,Haldiram's Moong Dal Rs 10 
15795,3936,430,Haldiram's Moong Dal Rs 10 
15807,3949,140,Cadbury Dairy Milk Rs 20
15816,3964,678,Britannia Bourbon-Rs 10
15825,3972,2249,Haldirams Chips Classic Salted Rs 15
15827,3971,331,Britannia Veg Cake Fruity Fun Rs 20
15833,3978,663,Britannia Veg Cake Chocolate Rs 20
15834,3976,3007,MTR Poha
15835,3977,663,Britannia Veg Cake Chocolate Rs 20
15839,3982,3007,MTR Poha
15840,3983,663,Britannia Veg Cake Chocolate Rs 20
15842,3984,691,Britannia Chocolate Shake Rs 30 
15846,3989,1023,Britannia Chocolate Shake Rs 35
15847,3986,430,Haldiram's Moong Dal Rs 10 
15849,3992,430,Haldiram's Moong Dal Rs 10 
15850,3993,430,Haldiram's Moong Dal Rs 10 
15851,3994,80,Cavin's Spiced ButterMilk
15852,3995,3995,Alpha 8 Mango Rs30
15853,3988,663,Britannia Veg Cake Chocolate Rs 20
15854,3996,3995,Alpha 8 Mango Rs30
15856,3999,2553,Bauli Moonfills Vanilla Rs20
15857,4001,2553,Bauli Moonfills Vanilla Rs20
15858,4002,430,Haldiram's Moong Dal Rs 10 
15859,4003,430,Haldiram's Moong Dal Rs 10 
15870,4014,2027,Sunfeast Dark Fantasy Chocolate Shake Rs35
15871,4015,2027,Sunfeast Dark Fantasy Chocolate Shake Rs35
15875,3791,1054,Cavins Strawberry Milk Shake Rs 35
15876,4020,291,Lay's American style Cream & Onion Rs 10
15877,4021,61,Paper Boat Lychee Ras Rs 20
15880,4023,61,Paper Boat Lychee Ras Rs 20
15881,4024,61,Paper Boat Lychee Ras Rs 20
15883,4026,80,Cavin's Spiced ButterMilk
15887,4033,143,Minute Maid Mixed Fruit Rs 10
15888,4034,109,Real Mixed Fruit Juice Rs 20
15890,2526,196,Cadbury Dairy Milk Rs 40
15893,4039,430,Haldiram's Moong Dal Rs 10 
15896,4012,320,Unibic Choco Hazelnut Cookies Rs 10
15897,4043,320,Unibic Choco Hazelnut Cookies Rs 10
15898,4044,130,Choco Chips Cookies
15899,4046,130,Choco Chips Cookies
15900,4047,130,Choco Chips Cookies
15904,3644,1302,Born Reborn Oats & Jowar Garlic Zen Rs 30
15921,3953,126,Coke Regular Pet 250ml Rs 20
15929,4071,139,Nestle Classic Chocolate 
15930,4070,678,Britannia Bourbon-Rs 10
15935,4079,318,Coke Zero
15936,4078,318,Coke Zero
15937,4077,318,Coke Zero
15939,4083,3092,Alo Frut Kiwi Rs 30
15942,4084,80,Cavin's Spiced ButterMilk
15943,4085,678,Britannia Bourbon-Rs 10
15944,4092,82,Paper Boat Alphonso Aam Rs 25
15954,3560,1243,RedBull Rs 125
15955,4118,291,Lay's American style Cream & Onion Rs 10
15956,4117,935,Lays - American Style Cream and Onion 
15960,4125,1059,Cavin's Spiced Butter Milk Rs 15
15965,0,0,Unknown/Unmapped
15984,777,777,Big Box 500ml PP Container 
15985,4133,4133,Round Box 300ml PP container with Lid
15986,907,777,Big Box 500ml PP Container 
16004,3937,430,Haldiram's Moong Dal Rs 10 
16005,4158,430,Haldiram's Moong Dal Rs 10 
16006,4159,1023,Britannia Chocolate Shake Rs 35
16017,1279,1279,Paneer parantha
16022,4166,61,Paper Boat Lychee Ras Rs 20
16034,4175,80,Cavin's Spiced ButterMilk
16037,4189,796,Mother Dairy Chach Rs 12
16038,3486,1636,Kurkure Solid Masti Rs 20
16053,4214,130,Choco Chips Cookies
16055,4212,4036,Snickers Kesar Pista Stick Rs 30
16058,4209,1048,Balaji Wafers Pizzy Masala Rs 10
16062,4205,678,Britannia Bourbon-Rs 10
16074,4223,600,Garden Mini Bhakarwadi Rs 10
16104,4234,693,Snickers
16121,4239,4238,Fit And Flex Cheesy Cheese Flavour 
16122,4238,4238,Fit And Flex Cheesy Cheese Flavour 
16133,4252,2330,Bikano Bikaneri Bhujia 
16140,3388,2412,Nescafe Chilled Latte Rs 45
16142,3402,2412,Nescafe Chilled Latte Rs 45
16144,4258,61,Paper Boat Lychee Ras Rs 20
16146,3823,478,Kit Kat Rs 25
16157,4259,1708,Mirinda Orange Rs20
16168,4271,691,Britannia Chocolate Shake Rs 30 
16170,4273,1985,Amul Kool Kesar 
16171,4093,82,Paper Boat Alphonso Aam Rs 25
16178,4286,1023,Britannia Chocolate Shake Rs 35
16180,4284,663,Britannia Veg Cake Chocolate Rs 20
16181,4189,11,Mother Dairy Sweet Lassi
16182,4290,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
16183,4288,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
16184,0,0,Unknown/Unmapped
16190,4291,4291,Bounty Coconut Chocolate
16200,4302,4302,Phab Strawberries And Cream
16206,4333,73,Cavin's Lassi
16209,4330,4330,Sting
16213,3811,140,Cadbury Dairy Milk Rs 20
16214,3034,139,Nestle Classic Chocolate 
16215,3823,478,Kit Kat Rs 25
16217,4327,139,Nestle Classic Chocolate 
16218,4326,1494,Britannia Treat Croissant Vanilla Rs15
16229,4317,678,Britannia Bourbon-Rs 10
16230,4316,1494,Britannia Treat Croissant Vanilla Rs15
16235,4310,1242, Lays Cream & Onion Rs 20
16236,4309,291,Lay's American style Cream & Onion Rs 10
16237,4306,80,Cavin's Spiced ButterMilk
16238,4305,80,Cavin's Spiced ButterMilk
16241,4339,678,Britannia Bourbon-Rs 10
16243,4335,4335,Townbus Madras Mixture
16244,4336,4335,Townbus Madras Mixture
16247,4343,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
16248,4342,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
16249,4341,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
16250,4344,2330,Bikano Bikaneri Bhujia 
16251,4345,2330,Bikano Bikaneri Bhujia 
16252,4346,2330,Bikano Bikaneri Bhujia 
16253,4347,2330,Bikano Bikaneri Bhujia 
16255,0,0,Unknown/Unmapped
16257,3691,1985,Amul Kool Kesar 
16269,4357,430,Haldiram's Moong Dal Rs 10 
16278,2941,2760,Puzzles Khatta Meetha Rs10
16279,3741,2760,Puzzles Khatta Meetha Rs10
16281,4391,430,Haldiram's Moong Dal Rs 10 
16282,4389,430,Haldiram's Moong Dal Rs 10 
16283,4388,139,Nestle Classic Chocolate 
16300,0,0,Unknown/Unmapped
16302,4373,3810,Lays Wavay Cream Onion Flavour Rs 15
16303,4372,3810,Lays Wavay Cream Onion Flavour Rs 15
16314,4395,3810,Lays Wavay Cream Onion Flavour Rs 15
16316,0,0,Unknown/Unmapped
16332,3564,2330,Bikano Bikaneri Bhujia 
16335,4410,4410,Just Original Cold Coffee
16337,4404,1972,Storia Coconut Water Rs 35
16340,4411,986,Haldiram's Chips Pudina Treat Rs 15 
16341,4236,2295,EGO Sweet Potato Mexican Twist Rs 40
16344,2721,678,Britannia Bourbon-Rs 10
16347,4412,80,Cavin's Spiced ButterMilk
16352,4417,3548,Samrat Namkeen Tam Tam Rs 10
16353,4418,3548,Samrat Namkeen Tam Tam Rs 10
16354,4419,3548,Samrat Namkeen Tam Tam Rs 10
16355,4422,3548,Samrat Namkeen Tam Tam Rs 10
16356,4421,3548,Samrat Namkeen Tam Tam Rs 10
16357,4420,3548,Samrat Namkeen Tam Tam Rs 10
16359,4425,4425,TATA Copper Water Rs 10
16363,4429,986,Haldiram's Chips Pudina Treat Rs 15 
16364,4430,4430,Americana Coconut Cookies Rs 20
16365,4432,3070,Americana  Cheese Cracker Biscuits  Rs 10
16366,4433,3070,Americana  Cheese Cracker Biscuits  Rs 10
16375,4449,4330,Sting
16382,4442,430,Haldiram's Moong Dal Rs 10 
16383,4453,493,Test Product
16389,4460,80,Cavin's Spiced ButterMilk
16391,4452,4452,Bingo Chilli Sprinkled
16399,4469,935,Lays - American Style Cream and Onion 
16405,4475,331,Britannia Veg Cake Fruity Fun Rs 20
16406,4477,4477,Chings Soup
16409,0,0,Unknown/Unmapped
16414,4480,2553,Bauli Moonfills Vanilla Rs20
16415,4481,2553,Bauli Moonfills Vanilla Rs20
16416,4482,4004,Haldirams Lite cornflakes Rs10
16417,4483,80,Cavin's Spiced ButterMilk
16419,4504,2412,Nescafe Chilled Latte Rs 45
16421,4501,935,Lays - American Style Cream and Onion 
16427,0,0,Unknown/Unmapped
16431,4493,2384,TWT ENERGY BAR Almond Choco Fudge
16432,4502,130,Choco Chips Cookies
16433,4494,95,Parle Appy Rs 10
16434,4495,3535,Coca cola Original Taste 
16436,4496,140,Cadbury Dairy Milk Rs 20
16451,4507,4507, Dole Juice Pineapple Orange Banana Rs 60
16454,3770,430,Haldiram's Moong Dal Rs 10 
16456,0,0,Unknown/Unmapped
16459,0,0,Unknown/Unmapped
16460,0,0,Unknown/Unmapped
16470,3426,115,Coke Diet Can Rs 35
16471,3352,318,Coke Zero
16472,3535,318,Coke Zero
16473,2915,1120,Fanta Can 
16474,4512,318,Coke Zero
16482,4518,3665,Max Protein Daily Choco Almond Bar Rs 70
16483,4517,814,Ritebite Sport Bar Almond Mocha
16484,3001,130,Choco Chips Cookies
16485,891,891,RiteBite Peanut Butter
16486,4380,1883,Parle Cakes Vanilla (Contains Egg) Rs 30
16495,4538,4538,Rewynd Peanuts Chikki
16498,4463,4238,Fit And Flex Cheesy Cheese Flavour 
16499,4373,3810,Lays Wavay Cream Onion Flavour Rs 15
16517,2810,663,Britannia Veg Cake Chocolate Rs 20
16519,1482,984,Appy 200ml Rs 15
16525,4545,4545,Snickers chocolate bar Rs 50
16534,4551,395,Too Yum- Multigrain Chips
16535,4486,395,Too Yum- Multigrain Chips
16536,4552,3092,Alo Frut Kiwi Rs 30
16548,3732,1606,BRB Popped Potato Chips Pasta Cheese 
16549,3716,1606,BRB Popped Potato Chips Pasta Cheese 
16553,0,0,Unknown/Unmapped
16555,0,0,Unknown/Unmapped
16556,3626,2818,Cadbury 5 Star Oreo Rs 35
16582,4558,4558,Beyond Snacks Kerala Banana Original Style Chips Rs 60
16587,4305,80,Cavin's Spiced ButterMilk
16592,0,0,Unknown/Unmapped
16594,0,0,Unknown/Unmapped
16625,3523,2910,Cavins Badam Milkshake Rs 60
16632,4574,935,Lays - American Style Cream and Onion 
16634,2915,1120,Fanta Can 
16638,4576,663,Britannia Veg Cake Chocolate Rs 20
16639,3792,80,Cavin's Spiced ButterMilk
16642,0,0,Unknown/Unmapped
16649,4579,3542,Taali Masala Mania Protien Puffs Rs 20
16650,2284,2087,Maggi Masala Single Pack Rs14
16655,4166,61,Paper Boat Lychee Ras Rs 20
16660,2911,2430,Sting Energy 
16661,4581,935,Lays - American Style Cream and Onion 
16670,2914,318,Coke Zero
16681,4597,3810,Lays Wavay Cream Onion Flavour Rs 15
16686,3856,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
16687,4601,4507, Dole Juice Pineapple Orange Banana Rs 60
16690,4602,95,Parle Appy Rs 10
16691,4603,224,Amul Kool Cafe Rs 30
16692,2191,764,Amul Milk Chocolate Rs 25
16698,2513,59,Tropicana Juice
16700,2769,2769,Amul Kool Badam Milk Shake Rs 40
16702,4005,3083,Amul Kool Koko Chocolate Rs 35
16703,1072,139,Nestle Classic Chocolate 
16704,3992,430,Haldiram's Moong Dal Rs 10 
16705,4604,986,Haldiram's Chips Pudina Treat Rs 15 
16710,4446,4048,Epigamia Strawberry Milkshake 40
16727,4613,4238,Fit And Flex Cheesy Cheese Flavour 
16728,2825,663,Britannia Veg Cake Chocolate Rs 20
16732,2600,2600,Elevate Granola Apple & Cinnamon Rs 60
16733,4379,130,Choco Chips Cookies
16736,4242,4242,Max Protein Daily Bar Choco Almond
16738,3914,3914,Ritebite Max Protein Almond Apricot Bar
16739,4620,2027,Sunfeast Dark Fantasy Chocolate Shake Rs35
16748,4629,764,Amul Milk Chocolate Rs 25
16750,3016,766,Amul Rose Lassi Rs 20 
16752,4501,291,Lay's American style Cream & Onion Rs 10
16755,4166,61,Paper Boat Lychee Ras Rs 20
16758,4383,935,Lays - American Style Cream and Onion 
16760,4384,935,Lays - American Style Cream and Onion 
16761,4633,80,Cavin's Spiced ButterMilk
16762,4634,80,Cavin's Spiced ButterMilk
16763,1243,1243,RedBull Rs 125
16765,1119,80,Cavin's Spiced ButterMilk
16769,4638,4638,Paper Boat Dry Fruit Chikki Rs 30
16770,4639,331,Britannia Veg Cake Fruity Fun Rs 20
16771,4601,4507, Dole Juice Pineapple Orange Banana Rs 60
16775,4560,395,Too Yum- Multigrain Chips
16776,1325,61,Paper Boat Lychee Ras Rs 20
16777,231,61,Paper Boat Lychee Ras Rs 20
16778,4021,61,Paper Boat Lychee Ras Rs 20
16779,2225,2216,Frussh Mango Orange Juice Rs 40
16781,4642,4642,Malaki Ginger Ale Rs 99 
16807,0,0,Unknown/Unmapped
16814,1071,430,Haldiram's Moong Dal Rs 10 
16815,2138,430,Haldiram's Moong Dal Rs 10 
16820,4590,430,Haldiram's Moong Dal Rs 10 
16821,4655,430,Haldiram's Moong Dal Rs 10 
16822,4322,4322,Nimbus 7up
16823,2870,1708,Mirinda Orange Rs20
16824,3319,1708,Mirinda Orange Rs20
16825,4658,1708,Mirinda Orange Rs20
16826,4659,331,Britannia Veg Cake Fruity Fun Rs 20
16827,4648,935,Lays - American Style Cream and Onion 
16828,2829,1048,Balaji Wafers Pizzy Masala Rs 10
16837,4669,2604,Nidz Dark Roasted Cashew Chocolate Rs 70
16838,4670,4670,Himalaya Sparkling Water Rs 60
16840,4671,4507, Dole Juice Pineapple Orange Banana Rs 60
16844,688,172,Cadbury Fruit and Nut 
16852,4676,4676,Test Unibic Fruit and Nut 
16853,4677,4677,Fizz Appy Juice Rs 20
16855,4678,313,Paperboat Chikki
16858,4680,4680,Mcvities Bourbon Delight Rs 30
16859,4681,17,McVities Digestive Rs 10
16860,4489,261,McVitie's Digestive Biscuits
16861,4682,2250,Ananda Flavoured Milk Coffee Rs 30
16862,2739,95,Parle Appy Rs 10
16863,4258,61,Paper Boat Lychee Ras Rs 20
16864,2957,82,Paper Boat Alphonso Aam Rs 25
16865,1626,1504,Yoga Bar Chocolate Chunk Nut Rs 40
16866,3668,3668,Yoga Bar 20g Protein Almond Fudge Rs 125
16867,1627,1627,Yoga Bar Breakfast Protein Blueberry Pie
16876,0,0,Unknown/Unmapped
16881,4206,59,Tropicana Juice
16892,4669,2604,Nidz Dark Roasted Cashew Chocolate Rs 70
16893,4668,1344,NIDZ Dark Milk Roasted Cashew Chocolate Rs 60
16895,4688,4688,Amul Premium Buttermilk Rs 24 
16902,3842,401,Bingo - Potato Chips Masala
16909,4668,1344,NIDZ Dark Milk Roasted Cashew Chocolate Rs 60
16910,4669,2604,Nidz Dark Roasted Cashew Chocolate Rs 70
16921,2997,2997,7up lemon Rs 35
16926,4704,1504,Yoga Bar Chocolate Chunk Nut Rs 40
16932,4133,4133,Round Box 300ml PP container with Lid
16933,4134,4133,Round Box 300ml PP container with Lid
16935,4709,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
16938,1627,1627,Yoga Bar Breakfast Protein Blueberry Pie
16944,3387,2412,Nescafe Chilled Latte Rs 45
16953,4639,331,Britannia Veg Cake Fruity Fun Rs 20
16955,0,0,Unknown/Unmapped
16957,4721,663,Britannia Veg Cake Chocolate Rs 20
16958,3989,1023,Britannia Chocolate Shake Rs 35
16959,4159,1023,Britannia Chocolate Shake Rs 35
16960,4722,1023,Britannia Chocolate Shake Rs 35
16963,4713,1627,Yoga Bar Breakfast Protein Blueberry Pie
16964,2826,434,Uncle Chips - Spicy Treat
16969,4723,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
16976,4727,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
16981,4391,430,Haldiram's Moong Dal Rs 10 
16990,4667,95,Parle Appy Rs 10
16991,4694,3953,Thums Up 
16992,3935,430,Haldiram's Moong Dal Rs 10 
17000,4739,2818,Cadbury 5 Star Oreo Rs 35
17005,3665,3665,Max Protein Daily Choco Almond Bar Rs 70
17017,4753,59,Tropicana Juice
17025,4761,891,RiteBite Peanut Butter
17026,3859,2550,Max Protein Desi Masala Rs45
17028,891,891,RiteBite Peanut Butter
17041,3470,395,Too Yum- Multigrain Chips
17043,902,693,Snickers
17055,4785,4785,Lion Qyno Dates Rs 95
17056,4784,4784,Lion Desert King Dates Rs 124
17058,4781,4781,Complan Milk Protein Rs 120
17066,3802,2584,Paper Boat Chocolate Milkshake Rs35
17075,3718,130,Choco Chips Cookies
17077,815,691,Britannia Chocolate Shake Rs 30 
17098,4799,4799,Wonderland Raw cashew Rs 160
17099,4800,678,Britannia Bourbon-Rs 10
17101,4802,4802,Wonderland Almonds Rs 115
17108,3461,3457,Jus Coconut Water Rs 50
17109,4805,3145,Gobi Paratha with Curd 
17110,4806,3148,Gobi Paratha with Curd 
17111,4807,3147,Gobi Paratha with Curd
17112,4808,3146,GOBI PARATHA WITH CURD
17114,4810,691,Britannia Chocolate Shake Rs 30 
17118,2201,430,Haldiram's Moong Dal Rs 10 
17120,4814,59,Tropicana Juice
17129,4819,4819,Luvit Loca Rs 10
17133,4822,4822,Desi Popz Tangy Imli Rs 50
17140,4827,4827,Boost 200g RS 99
17147,4836,4836,Too yumm veggie stick chili RS 25
17149,4838,4836,Too yumm veggie stick chili RS 25
17150,4839,4836,Too yumm veggie stick chili RS 25
17151,2812,430,Haldiram's Moong Dal Rs 10 
17152,4840,4822,Desi Popz Tangy Imli Rs 50
17154,3428,1069, Sunfeast Dark Fantasy Choco Fill Cookies Rs 10
17155,1449,633,Max Protein-Spanish Tomato Rs 20
17156,4841,766,Amul Rose Lassi Rs 20 
17157,4842,2598,Amul Premium Buttermilk Rs 16
17161,3940,95,Parle Appy Rs 10
17162,3286,3286,Limca Rs 40
17165,4846,4846,Ritebite Spanish Tomato Rs 20
17171,4851,4851,Kerala Banana Chips Desi Masala Rs 20
17172,4840,4822,Desi Popz Tangy Imli Rs 50
17174,3872,1606,BRB Popped Potato Chips Pasta Cheese 
17181,4587,196,Cadbury Dairy Milk Rs 40
17182,4840,4822,Desi Popz Tangy Imli Rs 50
17183,3871,1606,BRB Popped Potato Chips Pasta Cheese 
17184,4856,1023,Britannia Chocolate Shake Rs 35
17200,4864,3244,Snickers Kesar Pista Rs 60
17201,4865,4865,Desi Popz Tangy Imly Rs 50
17203,4867,61,Paper Boat Lychee Ras Rs 20
17206,4869,4869,Shunya Go Zesty Orange 
17207,4870,4866,Coolberg Cranberry Non Alcoholic Beer 
17208,4501,935,Lays - American Style Cream and Onion 
17209,4871,4871,Coolberg Rider Energy Drink Rs 50
17210,4822,4822,Desi Popz Tangy Imli Rs 50
17212,2610,290,Kurkure Masala Munch 
17213,993,769,Cadbury Dairy Milk Rs.10
17214,4873,4873,Dailee Jeera masala soda Rs 12
17223,4870,4866,Coolberg Cranberry Non Alcoholic Beer 
17224,4878,130,Choco Chips Cookies
17225,1380,430,Haldiram's Moong Dal Rs 10 
17227,4866,4866,Coolberg Cranberry Non Alcoholic Beer 
17229,4880,4880,Happy Jars Afters Ginger Bells Rs 50
17233,3050,3050,Happy Bar Coco Rs 50
17237,4886,1725,Happy Bar Sport Protein Rs60
17238,4887,4507, Dole Juice Pineapple Orange Banana Rs 60
17242,4899,586,Coke Regular Pop Can Rs 25
17244,4900,4900,Britannia Treat Creme Wafers Strawberry Rs 50
17248,4308,80,Cavin's Spiced ButterMilk
17250,4904,4904,Coco Cola Rs 70
17251,4905,4904,Coco Cola Rs 70
